Title 	 NE
globales 	 ADJA
Navigationssatellitensystem 	 NN
unabhängig 	 ADJD
vom 	 APPRART
amerikanischen 	 ADJA
GPS 	 NE
zu 	 PTKZU
testen 	 VVINF
. 	 $.
Dabei 	 PROAV
handelt 	 VVFIN
es 	 PPER
sich 	 PRF
nicht 	 PTKNEG
um 	 APPR
einen 	 ART
speziell 	 ADJD
für 	 APPR
den 	 ART
Weltraum 	 NN
gebauten 	 ADJA
Empfänger 	 NN
, 	 $,
sondern 	 KON
um 	 APPR
Technologie 	 NN
« 	 $(
von 	 APPR
der 	 ART
Stange 	 NN
» 	 $(
: 	 $.
Die 	 ART
ETH-Forscher 	 NN
untersuchen 	 VVFIN
derzeit 	 ADV
, 	 $,
ob 	 KOUS
die 	 ART
in 	 APPR
Grossserien 	 NE
gefertigten 	 ADJA
GNSS-Chips 	 NN
der 	 ART
Thalwiler 	 ADJA
Firma 	 NN
U-Blox 	 NN
für 	 APPR
die 	 ART
unwirtlichen 	 ADJA
Bedingungen 	 NN
im 	 APPRART
All 	 NN
taugen 	 VVINF
. 	 $.
Die 	 ART
Vakuumkammer 	 NN
von 	 APPR
Ruag 	 NE
Space 	 NE
haben 	 VAFIN
sie 	 PPER
schon 	 ADV
unbeschadet 	 ADJD
überstanden 	 VVPP
, 	 $,
die 	 ART
Strahlungstests 	 NN
am 	 APPRART
Paul-Scherrer-Institut 	 NN
sind 	 VAFIN
im 	 APPRART
Gang 	 NN
. 	 $.

 	 _SP
Dieser 	 PDAT
Chip 	 NN
ist 	 VAFIN
für 	 APPR
die 	 ART
Astrocast-Mission 	 NN
von 	 APPR
zentralem 	 ADJA
Interesse 	 NN
, 	 $,
und 	 KON
er 	 PPER
wird 	 VAFIN
2017 	 CARD
auf 	 APPR
den 	 ART
ersten 	 ADJA
Flügen 	 NN
des 	 ART
Lausanner 	 ADJA
Spin-off 	 NN
getestet 	 VVPP
. 	 $.
Astrocast 	 NE
wird 	 VAFIN
in 	 APPR
den 	 ART
nächsten 	 ADJA
Jahren 	 NN
insgesamt 	 ADV
64 	 CARD
Kleinsatelliten 	 NN
in 	 APPR
eine 	 ART
tiefe 	 ADJA
Erdumlaufbahn 	 NN
schicken 	 VVINF
, 	 $,
für 	 APPR
eine 	 ART
lückenlose 	 ADJA
Abdeckung 	 NN
der 	 ART
ganzen 	 ADJA
Erdoberfläche 	 NN
. 	 $.
« 	 $(
Das 	 ART
Ziel 	 NN
ist 	 VAFIN
primär 	 ADJD
, 	 $,
kommerzielle 	 ADJA
Anwender 	 NN
wie 	 KOKOM
Transportunternehmen 	 NN
oder 	 KON
Hersteller 	 NN
von 	 APPR
Messsystemen 	 NN
zu 	 PTKZU
gewinnen 	 VVINF
» 	 $(
, 	 $,
sagt 	 VVFIN
CEO 	 NE
Fabien 	 NE
Jordan 	 NE
. 	 $.
Er 	 PPER
hofft 	 VVFIN
aber 	 ADV
, 	 $,
dass 	 KOUS
auch 	 ADV
Forscher 	 NN
aus 	 APPR
einer 	 ART
Vielzahl 	 NN
von 	 APPR
Disziplinen 	 NN
von 	 APPR
Meteorologie 	 NN
bis 	 APPR
Biologie 	 NN
zu 	 APPR
den 	 ART
Nutzern 	 NN
der 	 ART
Infrastruktur 	 NN
gehören 	 VVINF
werden 	 VAFIN
, 	 $,
beispielsweise 	 ADV
wenn 	 KOUS
grossflächig 	 ADJD
und 	 KON
automatisch 	 ADJD
Daten 	 NN
aus 	 APPR
Wüsten- 	 TRUNC
oder 	 KON
Eisregionen 	 NN
gesammelt 	 VVPP
werden 	 VAINF
sollen 	 VMFIN
. 	 $.
Mit 	 APPR
weiteren 	 ADJA
Sensoren 	 NN
wird 	 VAFIN
sich 	 PRF
eine 	 ART
Vielzahl 	 NN
von 	 APPR
Anwendungen 	 NN
etwa 	 ADV
für 	 APPR
Tsunamiwarnsysteme 	 NN
auftun 	 VVINF
. 	 $.

 	 _SP
Internet 	 NN
aus 	 APPR
dem 	 ART
All 	 NN

 	 _SP
Michael 	 NE
Swartwout 	 NE
von 	 APPR
der 	 ART
University 	 NE
St. 	 NE
Louis 	 NE
, 	 $,
der 	 PRELS
die 	 ART
Nanosatelliten-Entwicklung 	 NN
mit 	 APPR
einer 	 ART
Online-Datenbank 	 NN
dokumentiert 	 VVPP
, 	 $,
sieht 	 VVFIN
noch 	 ADV
lange 	 ADV
keinen 	 PIAT
Rückgang 	 NN
des 	 ART
raschen 	 ADJA
Wachstums 	 NN
, 	 $,
das 	 PRELS
seit 	 APPR
2014 	 CARD
eingesetzt 	 VVPP
hat 	 VAFIN
. 	 $.
Schätzungen 	 NN
gehen 	 VVFIN
von 	 APPR
Tausenden 	 NN
von 	 APPR
Kleinsatelliten 	 NN
bis 	 APPR
ins 	 APPRART
Jahr 	 NN
2020 	 CARD
aus 	 PTKVZ
, 	 $,
die 	 ART
meisten 	 PIS
davon 	 PROAV
für 	 APPR
die 	 ART
Telekommunikation 	 NN
. 	 $.
So 	 ADV
will 	 VMFIN
das 	 ART
Unternehmen 	 NN
Oneweb 	 NE
bis 	 APPR
ins 	 APPRART
gleiche 	 ADJA
Jahr 	 NN
eine 	 ART
Konstellation 	 NN
von 	 APPR
648 	 CARD
Satelliten 	 NN
im 	 APPRART
All 	 NN
haben 	 VAINF
, 	 $,
um 	 KOUI
die 	 ART
ganze 	 ADJA
Welt 	 NN
mit 	 APPR
Internet 	 NN
zu 	 PTKZU
versorgen 	 VVINF
. 	 $.
Einen 	 ART
ähnlichen 	 ADJA
Plan 	 NN
verfolgt 	 VVFIN
auch 	 ADV
Tesla-Gründer 	 NE
Elon 	 NE
Musk 	 NE
. 	 $.
Im 	 APPRART
November 	 NN
gab 	 VVFIN
Oneweb 	 NE
bekannt 	 ADJD
, 	 $,
wer 	 PWS
die 	 ART
Satelliten 	 NN
herstellen 	 VVINF
wird 	 VAFIN
: 	 $.
die 	 ART
schweizerische 	 ADJA
Ruag 	 NN
. 	 $.
Es 	 PPER
ist 	 VAFIN
ein 	 ART
prestigeträchtiger 	 NN
, 	 $,
wenn 	 KOUS
auch 	 ADV
– 	 $(
Low 	 NE
Cost 	 NE
verpflichtet 	 VVPP
– 	 $(
nicht 	 PTKNEG
unbedingt 	 ADV
milliardenschwerer 	 ADJA
Deal 	 NE
. 	 $.
In 	 APPR
der 	 ART
Schweiz 	 NE
werden 	 VAFIN
die 	 ART
über 	 ADV
600 	 CARD
Satelliten 	 NN
für 	 APPR
gerade 	 ADV
mal 	 ADV
20 	 CARD
Millionen 	 NN
Franken 	 NN
gebaut 	 VVPP
werden 	 VAINF
. 	 $.
Das 	 PDS
sind 	 VAFIN
33 	 CARD
  	 _SP
000 	 CARD
Franken 	 NN
pro 	 APPR
Stück 	 NN
: 	 $.
ein 	 ART
Satellit 	 NN
für 	 APPR
den 	 ART
Preis 	 NN
eines 	 ART
Mittelklasseautos 	 NN
. 	 $.

 	 _SP
Roland 	 NE
Fischer 	 NE
ist 	 VAFIN
freier 	 ADJA
Wissenschaftsjournalist 	 NN
in 	 APPR
Bern 	 NE
. 	 $.
