Title 	 NN
- 	 HYPH
life 	 NN
medical 	 JJ
decisions 	 NNS
to 	 TO
be 	 VB
made 	 VBN
that 	 WDT
might 	 MD
possibly 	 RB
( 	 -LRB-
or 	 CC
even 	 RB
probably 	 RB
) 	 -RRB-
accelerate 	 VB
the 	 DT
inevitable 	 JJ
. 	 .
And 	 CC
such 	 JJ
decisions 	 NNS
are 	 VBP
becoming 	 VBG
increasingly 	 RB
common 	 JJ
, 	 ,
as 	 IN
has 	 VBZ
been 	 VBN
shown 	 VBN
in 	 IN
a 	 DT
study 	 NN
conducted 	 VBN
by 	 IN
the 	 DT
universities 	 NNS
of 	 IN
Zurich 	 NNP
and 	 CC
Geneva 	 NNP
. 	 .
In 	 IN
cases 	 NNS
registered 	 VBN
in 	 IN
German 	 NNP
- 	 HYPH
speaking 	 VBG
Switzerland 	 NNP
in 	 IN
2013 	 CD
where 	 WRB
death 	 NN
was 	 VBD
not 	 RB
unexpected 	 JJ
, 	 ,
80 	 CD
percent 	 NN
of 	 IN
the 	 DT
deceased 	 JJ
had 	 VBD
taken 	 VBN
advance 	 NN
decisions 	 NNS
about 	 IN
the 	 DT
end 	 NN
of 	 IN
their 	 PRP$
lives 	 NNS
. 	 .
In 	 IN
the 	 DT
great 	 JJ
majority 	 NN
of 	 IN
cases 	 NNS
, 	 ,
treatment 	 NN
was 	 VBD
either 	 CC
discontinued 	 VBN
, 	 ,
was 	 VBD
not 	 RB
begun 	 VBN
at 	 RB
all 	 RB
, 	 ,
or 	 CC
more 	 JJR
drugs 	 NNS
were 	 VBD
  	 _SP
administered 	 VBN
to 	 TO
alleviate 	 VB
pain 	 NN
and 	 CC
other 	 JJ
symptoms 	 NNS
. 	 .
In 	 IN
a 	 DT
small 	 JJ
number 	 NN
of 	 IN
cases 	 NNS
, 	 ,
the 	 DT
people 	 NNS
concerned 	 VBN
died 	 VBD
by 	 IN
means 	 NNS
of 	 IN
assisted 	 VBN
suicide 	 NN
. 	 .
This 	 DT
representative 	 JJ
data 	 NNS
comes 	 VBZ
from 	 IN
a 	 DT
survey 	 NN
of 	 IN
doctors 	 NNS
. 	 .

 	 _SP
Let 	 VB
’s 	 PRP
put 	 VB
an 	 DT
end 	 NN
to 	 IN
paternalism 	 NN

 	 _SP
But 	 CC
it 	 PRP
’s 	 VBZ
we 	 PRP
ourselves 	 PRP
who 	 WP
decide 	 VBP
about 	 IN
the 	 DT
last 	 JJ
things 	 NNS
. 	 .
Patient 	 JJ
autonomy 	 NN
has 	 VBZ
become 	 VBN
a 	 DT
core 	 NN
legal 	 JJ
and 	 CC
medical 	 JJ
/ 	 SYM
ethical 	 JJ
principle 	 NN
in 	 IN
recent 	 JJ
decades 	 NNS
. 	 .
It 	 PRP
has 	 VBZ
equivalence 	 NN
with 	 IN
a 	 DT
doctor 	 NN
’s 	 POS
duty 	 NN
of 	 IN
care 	 NN
. 	 .
Our 	 PRP$
previously 	 RB
paternalistic 	 JJ
relationship 	 NN
with 	 IN
medical 	 JJ
professionals 	 NNS
– 	 :
along 	 IN
the 	 DT
lines 	 NNS
of 	 IN
‘ 	 ``
doctor 	 NN
knows 	 VBZ
best 	 RBS
’ 	 ''
– 	 :
has 	 VBZ
purportedly 	 RB
given 	 VBN
way 	 NN
to 	 IN
an 	 DT
interaction 	 NN
between 	 IN
equals 	 NNS
. 	 .
After 	 IN
the 	 DT
doctor 	 NN
has 	 VBZ
given 	 VBN
his 	 PRP
or 	 CC
her 	 PRP$
findings 	 NNS
, 	 ,
the 	 DT
patient 	 NN
agrees 	 VBZ
to 	 IN
a 	 DT
particular 	 JJ
treatment 	 NN
– 	 :
or 	 CC
not 	 RB
. 	 .
Informed 	 JJ
consent 	 NN
is 	 VBZ
what 	 WP
the 	 DT
experts 	 NNS
call 	 VBP
it 	 PRP
. 	 .

 	 _SP
The 	 DT
Swiss 	 NNP
Act 	 NNP
on 	 IN
the 	 DT
Protection 	 NNP
of 	 IN
Adults 	 NNP
, 	 ,
which 	 WDT
entered 	 VBD
into 	 IN
force 	 NN
in 	 IN
2013 	 CD
, 	 ,
strengthens 	 VBZ
the 	 DT
law 	 NN
on 	 IN
the 	 DT
right 	 NN
to 	 IN
self 	 NN
- 	 HYPH
determination 	 NN
. 	 .
For 	 IN
the 	 DT
first 	 JJ
- 	 HYPH
ever 	 NN
time 	 NN
, 	 ,
the 	 DT
patient 	 JJ
decree 	 NN
, 	 ,
or 	 CC
‘ 	 ``
living 	 VBG
will 	 NN
’ 	 ''
, 	 ,
was 	 VBD
established 	 VBN
on 	 IN
a 	 DT
national 	 JJ
basis 	 NN
. 	 .
This 	 DT
allows 	 VBZ
a 	 DT
person 	 NN
to 	 TO
determine 	 VB
what 	 WP
medical 	 JJ
measures 	 NNS
they 	 PRP
wish 	 VBP
to 	 TO
accept 	 VB
or 	 CC
reject 	 VB
when 	 WRB
they 	 PRP
are 	 VBP
no 	 RB
longer 	 RBR
able 	 JJ
to 	 TO
express 	 VB
themselves 	 PRP
. 	 .
It 	 PRP
is 	 VBZ
binding 	 VBG
for 	 IN
  	 _SP
the 	 DT
doctor 	 NN
. 	 .
Even 	 RB
if 	 IN
no 	 DT
such 	 JJ
patient 	 JJ
decree 	 NN
exists 	 VBZ
, 	 ,
the 	 DT
doctor 	 NN
may 	 MD
not 	 RB
simply 	 RB
take 	 VB
a 	 DT
decision 	 NN
on 	 IN
his 	 PRP$
own 	 JJ
. 	 .
He 	 PRP
has 	 VBZ
to 	 TO
consult 	 VB
the 	 DT
next 	 JJ
of 	 IN
kin 	 NNP
too 	 RB
. 	 .
But 	 CC
not 	 RB
even 	 RB
their 	 PRP$
views 	 NNS
are 	 VBP
binding 	 VBG
– 	 :
it 	 PRP
’s 	 VBZ
the 	 DT
presumed 	 VBN
wishes 	 NNS
of 	 IN
the 	 DT
patient 	 NN
that 	 WDT
are 	 VBP
paramount 	 JJ
. 	 .

 	 _SP
Studies 	 NNS
carried 	 VBN
out 	 RP
by 	 IN
the 	 DT
universities 	 NNS
of 	 IN
Lucerne 	 NNP
and 	 CC
Zurich 	 NNP
show 	 NN
, 	 ,
however 	 RB
, 	 ,
that 	 IN
problems 	 NNS
are 	 VBP
now 	 RB
arising 	 VBG
in 	 IN
daily 	 JJ
healthcare 	 NN
practice 	 NN
. 	 .
Regina 	 NNP
Aebi 	 NNP
- 	 HYPH
Müller 	 NNP
, 	 ,
a 	 DT
professor 	 NN
of 	 IN
private 	 JJ
and 	 CC
comparative 	 JJ
law 	 NN
at 	 IN
the 	 DT
University 	 NNP
of 	 IN
Lucerne 	 NNP
, 	 ,
speaks 	 VBZ
plainly 	 RB
about 	 IN
  	 _SP
this 	 DT
: 	 :
“ 	 ``
The 	 DT
patient 	 JJ
decree 	 NN
, 	 ,
which 	 WDT
attained 	 VBD
legal 	 JJ
certainty 	 NN
in 	 IN
the 	 DT
Act 	 NNP
on 	 IN
the 	 DT
Protection 	 NNP
of 	 IN
Adults 	 NNP
, 	 ,
is 	 VBZ
practically 	 RB
useless 	 JJ
in 	 IN
its 	 PRP$
present 	 JJ
form 	 NN
” 	 ''
. 	 .
The 	 DT
researchers 	 NNS
of 	 IN
Lucerne 	 NNP
and 	 CC
Zurich 	 NNP
carried 	 VBD
out 	 RP
interviews 	 NNS
with 	 IN
doctors 	 NNS
and 	 CC
qualified 	 JJ
nursing 	 NN
staff 	 NN
to 	 TO
ascertain 	 VB
how 	 WRB
decisions 	 NNS
about 	 IN
ceasing 	 VBG
treatment 	 NN
or 	 CC
refusing 	 VBG
it 	 PRP
are 	 VBP
actually 	 RB
made 	 VBN
. 	 .
It 	 PRP
transpires 	 VBZ
that 	 IN
only 	 RB
a 	 DT
few 	 JJ
people 	 NNS
have 	 VBP
made 	 VBN
a 	 DT
patient 	 JJ
decree 	 NN
. 	 .
And 	 CC
when 	 WRB
an 	 DT
acute 	 JJ
situation 	 NN
actually 	 RB
arises 	 VBZ
, 	 ,
the 	 DT
decree 	 NN
is 	 VBZ
often 	 RB
neither 	 CC
available 	 JJ
nor 	 CC
up 	 IN
to 	 IN
date 	 NN
. 	 .
In 	 IN
such 	 JJ
situations 	 NNS
, 	 ,
it 	 PRP
remains 	 VBZ
unclear 	 JJ
whether 	 IN
the 	 DT
patient 	 NN
who 	 WP
is 	 VBZ
dying 	 VBG
in 	 IN
an 	 DT
intensive 	 JJ
care 	 NN
unit 	 NN
actually 	 RB
wants 	 VBZ
to 	 TO
be 	 VB
reanimated 	 VBN
, 	 ,
or 	 CC
whether 	 IN
the 	 DT
nursing 	 NN
home 	 NN
resident 	 NN
suffering 	 VBG
from 	 IN
advanced 	 JJ
dementia 	 NN
should 	 MD
be 	 VB
transferred 	 VBN
back 	 RB
to 	 IN
hospital 	 NN
and 	 CC
given 	 VBN
antibiotics 	 NNS
to 	 TO
treat 	 VB
pneumonia 	 NN
. 	 .

 	 _SP
When 	 WRB
you 	 PRP
said 	 VBD
‘ 	 ``
no 	 DT
tubes 	 NNS
’ 	 ''
... 	 :

 	 _SP
Doctors 	 NNS
are 	 VBP
also 	 RB
confronted 	 VBN
with 	 IN
patient 	 JJ
decisions 	 NNS
that 	 WDT
are 	 VBP
contradictory 	 JJ
or 	 CC
impossible 	 JJ
to 	 TO
respect 	 VB
. 	 .
This 	 DT
does 	 VBZ
not 	 RB
surprise 	 VB
Aebi 	 NNP
- 	 HYPH
Müller 	 NNP
, 	 ,
who 	 WP
is 	 VBZ
studying 	 VBG
the 	 DT
legal 	 JJ
aspects 	 NNS
of 	 IN
patient 	 JJ
autonomy 	 NN
within 	 IN
the 	 DT
framework 	 NN
of 	 IN
National 	 NNP
Research 	 NNP
Programme 	 NNP
67 	 CD
‘ 	 ``
End 	 NN
of 	 IN
life 	 NN
’ 	 ''
: 	 :
“ 	 ``
There 	 EX
are 	 VBP
several 	 JJ
templates 	 NNS
for 	 IN
patient 	 JJ
decrees 	 NNS
. 	 .
You 	 PRP
can 	 MD
download 	 VB
them 	 PRP
from 	 IN
the 	 DT
Internet 	 NN
, 	 ,
and 	 CC
tick 	 VB
the 	 DT
boxes 	 NNS
in 	 IN
private 	 JJ
” 	 ''
. 	 .
Patient 	 JJ
decrees 	 NNS
have 	 VBP
to 	 TO
be 	 VB
interpreted 	 VBN
, 	 ,
but 	 CC
lawyers 	 NNS
are 	 VBP
better 	 RBR
equipped 	 VBN
than 	 IN
medical 	 JJ
experts 	 NNS
to 	 TO
interpret 	 VB
texts 	 NNS
. 	 .
Aebi 	 NNP
- 	 HYPH
Müller 	 NNP
gives 	 VBZ
an 	 DT
example 	 NN
of 	 IN
where 	 WRB
this 	 DT
can 	 MD
end 	 VB
up 	 RP
: 	 :
a 	 DT
patient 	 JJ
suffering 	 VBG
from 	 IN
terminal 	 JJ
cancer 	 NN
had 	 VBD
decreed 	 VBN
that 	 IN
she 	 PRP
wanted 	 VBD
‘ 	 ``
no 	 DT
tubes 	 NNS
’ 	 ''
. 	 .
The 	 DT
woman 	 NN
in 	 IN
question 	 NN
later 	 RB
lost 	 VBD
consciousness 	 NN
, 	 ,
was 	 VBD
unable 	 JJ
to 	 TO
empty 	 VB
her 	 PRP$
bladder 	 NN
, 	 ,
and 	 CC
was 	 VBD
visibly 	 RB
suffering 	 VBG
. 	 .
But 	 CC
the 	 DT
nursing 	 NN
supervisor 	 NN
refused 	 VBD
to 	 TO
give 	 VB
her 	 PRP
a 	 DT
catheter 	 NN
on 	 IN
account 	 NN
of 	 IN
her 	 PRP$
patient 	 JJ
decree 	 NN
. 	 .
The 	 DT
senior 	 JJ
consultant 	 NN
, 	 ,
however 	 RB
, 	 ,
doubted 	 VBN
whether 	 IN
the 	 DT
patient 	 NN
would 	 MD
have 	 VB
meant 	 VBN
to 	 TO
include 	 VB
this 	 DT
kind 	 NN
of 	 IN
‘ 	 ``
tube 	 NN
’ 	 ''
. 	 .
After 	 IN
the 	 DT
nursing 	 NN
staff 	 NN
’s 	 POS
next 	 JJ
change 	 NN
of 	 IN
shift 	 NN
, 	 ,
he 	 PRP
inserted 	 VBD
the 	 DT
catheter 	 NN
himself 	 PRP
. 	 .
The 	 DT
woman 	 NN
died 	 VBD
peacefully 	 RB
that 	 DT
same 	 JJ
night 	 NN
. 	 .

 	 _SP
If 	 IN
the 	 DT
next 	 JJ
of 	 IN
kin 	 NNP
have 	 VBP
to 	 TO
make 	 VB
such 	 JJ
decisions 	 NNS
, 	 ,
they 	 PRP
are 	 VBP
often 	 RB
overwhelmed 	 JJ
, 	 ,
or 	 CC
unable 	 JJ
to 	 TO
agree 	 VB
. 	 .
They 	 PRP
do 	 VBP
n’t 	 RB
know 	 VB
the 	 DT
will 	 NN
of 	 IN
the 	 DT
patient 	 NN
because 	 IN
no 	 DT
one 	 NN
took 	 VBD
the 	 DT
initiative 	 NN
to 	 TO
discuss 	 VB
it 	 PRP
in 	 IN
the 	 DT
family 	 NN
. 	 .
This 	 DT
can 	 MD
be 	 VB
a 	 DT
difficult 	 JJ
burden 	 NN
for 	 IN
partners 	 NNS
, 	 ,
daughters 	 NNS
and 	 CC
sons 	 NNS
. 	 .
“ 	 ``
One 	 CD
in 	 IN
three 	 CD
people 	 NNS
is 	 VBZ
traumatised 	 VBN
by 	 IN
having 	 VBG
to 	 TO
make 	 VB
a 	 DT
proxy 	 JJ
decision 	 NN
, 	 ,
and 	 CC
does 	 VBZ
n’t 	 RB
know 	 VB
if 	 IN
it 	 PRP
was 	 VBD
what 	 WP
their 	 PRP$
loved 	 VBN
one 	 PRP
would 	 MD
have 	 VB
wanted 	 VBN
” 	 ''
, 	 ,
says 	 VBZ
Tanja 	 NNP
Krones 	 NNPS
, 	 ,
Head 	 NNP
Physician 	 NNP
of 	 IN
the 	 DT
Clinical 	 NNP
Ethics 	 NNP
Committee 	 NNP
of 	 IN
the 	 DT
University 	 NNP
Hospital 	 NNP
of 	 IN
Zurich 	 NNP
. 	 .

 	 _SP
Absent 	 JJ
agreements 	 NNS

 	 _SP
Despite 	 IN
patient 	 JJ
autonomy 	 NN
, 	 ,
doctors 	 NNS
still 	 RB
have 	 VBP
the 	 DT
power 	 NN
to 	 TO
make 	 VB
decisions 	 NNS
. 	 .
A 	 DT
trend 	 NN
has 	 VBZ
become 	 VBN
discernible 	 JJ
over 	 IN
the 	 DT
past 	 JJ
ten 	 CD
  	 _SP
years 	 NNS
in 	 IN
which 	 WDT
“ 	 ``
patients 	 NNS
tend 	 VBP
to 	 TO
be 	 VB
drawn 	 VBN
more 	 RBR
into 	 IN
making 	 VBG
decisions 	 NNS
at 	 IN
the 	 DT
end 	 NN
of 	 IN
their 	 PRP$
lives 	 NNS
” 	 ''
, 	 ,
says 	 VBZ
Milo 	 NNP
Puhan 	 NNP
, 	 ,
a 	 DT
professor 	 NN
of 	 IN
epidemiology 	 NN
and 	 CC
public 	 JJ
health 	 NN
at 	 IN
the 	 DT
University 	 NNP
of 	 IN
Zurich 	 NNP
. 	 .

 	 _SP
Few 	 JJ
doctors 	 NNS
act 	 VBP
on 	 IN
their 	 PRP$
own 	 JJ
without 	 IN
discussing 	 VBG
anything 	 NN
with 	 IN
their 	 PRP$
patient 	 NN
and 	 CC
their 	 PRP$
next 	 JJ
of 	 IN
kin 	 NNP
, 	 ,
or 	 CC
without 	 IN
any 	 DT
recourse 	 NN
  	 _SP
to 	 IN
an 	 DT
earlier 	 JJR
expression 	 NN
of 	 IN
the 	 DT
patient 	 NN
’s 	 POS
wishes 	 NNS
. 	 .
The 	 DT
study 	 NN
carried 	 VBD
out 	 RP
in 	 IN
Zurich 	 NNP
and 	 CC
Geneva 	 NNP
showed 	 VBD
that 	 IN
in 	 IN
just 	 RB
eight 	 CD
percent 	 NN
  	 _SP
of 	 IN
cases 	 NNS
where 	 WRB
a 	 DT
patient 	 NN
was 	 VBD
incapable 	 JJ
of 	 IN
making 	 VBG
a 	 DT
decision 	 NN
, 	 ,
their 	 PRP$
doctors 	 NNS
took 	 VBD
decisions 	 NNS
for 	 IN
them 	 PRP
. 	 .
In 	 IN
a 	 DT
further 	 JJ
twelve 	 CD
percent 	 NN
  	 _SP
of 	 IN
cases 	 NNS
, 	 ,
the 	 DT
doctor 	 NN
discussed 	 VBD
the 	 DT
matter 	 NN
with 	 IN
professional 	 JJ
colleagues 	 NNS
or 	 CC
with 	 IN
nursing 	 NN
staff 	 NN
. 	 .
In 	 IN
a 	 DT
further 	 JJ
eight 	 CD
percent 	 NN
, 	 ,
the 	 DT
patients 	 NNS
were 	 VBD
actually 	 RB
able 	 JJ
to 	 TO
make 	 VB
decisions 	 NNS
themselves 	 PRP
, 	 ,
but 	 CC
their 	 PRP$
doctors 	 NNS
still 	 RB
failed 	 VBD
to 	 TO
discuss 	 VB
end 	 NN
- 	 HYPH
of 	 IN
- 	 HYPH
life 	 NN
issues 	 NNS
with 	 IN
them 	 PRP
or 	 CC
their 	 PRP$
next 	 JJ
of 	 IN
kin 	 NN
. 	 .
Puhan 	 NNP
sees 	 VBZ
one 	 CD
possible 	 JJ
explanation 	 NN
in 	 IN
it 	 PRP
being 	 VBG
difficult 	 JJ
to 	 TO
predict 	 VB
the 	 DT
course 	 NN
of 	 IN
a 	 DT
disease 	 NN
. 	 .
“ 	 ``
Diagnosing 	 VBG
the 	 DT
phase 	 NN
of 	 IN
dying 	 NN
is 	 VBZ
medically 	 RB
challenging 	 JJ
, 	 ,
and 	 CC
requires 	 VBZ
a 	 DT
lot 	 NN
of 	 IN
experience 	 NN
” 	 ''
. 	 .
An 	 DT
Australian 	 JJ
study 	 NN
has 	 VBZ
shown 	 VBN
that 	 IN
most 	 JJS
conversations 	 NNS
about 	 IN
medical 	 JJ
decisions 	 NNS
at 	 IN
the 	 DT
end 	 NN
of 	 IN
life 	 NN
only 	 RB
take 	 VB
place 	 NN
in 	 IN
the 	 DT
last 	 JJ
three 	 CD
days 	 NNS
before 	 IN
death 	 NN
. 	 .
According 	 VBG
to 	 IN
how 	 WRB
a 	 DT
disease 	 NN
develops 	 VBZ
, 	 ,
the 	 DT
right 	 JJ
moment 	 NN
can 	 MD
be 	 VB
missed 	 VBN
altogether 	 RB
. 	 .

 	 _SP
So 	 RB
, 	 ,
research 	 NN
is 	 VBZ
revealing 	 VBG
possible 	 JJ
areas 	 NNS
of 	 IN
conflict 	 NN
. 	 .
Aebi 	 NNP
- 	 HYPH
Müller 	 NNP
’s 	 POS
conclusion 	 NN
is 	 VBZ
this 	 DT
: 	 :
“ 	 ``
Medical 	 JJ
situations 	 NNS
at 	 IN
the 	 DT
end 	 NN
of 	 IN
life 	 NN
can 	 MD
not 	 RB
be 	 VB
regulated 	 VBN
in 	 IN
the 	 DT
manner 	 NN
that 	 WDT
the 	 DT
legislators 	 NNS
imagine 	 VBP
” 	 ''
. 	 .
She 	 PRP
is 	 VBZ
convinced 	 JJ
that 	 IN
any 	 DT
form 	 NN
of 	 IN
“ 	 ``
absolute 	 JJ
” 	 ''
patient 	 JJ
autonomy 	 NN
will 	 MD
not 	 RB
function 	 VB
. 	 .
More 	 RBR
realistic 	 JJ
, 	 ,
in 	 IN
her 	 PRP$
opinion 	 NN
, 	 ,
would 	 MD
be 	 VB
“ 	 ``
relational 	 JJ
” 	 ''
autonomy 	 NN
. 	 .
At 	 IN
the 	 DT
end 	 NN
of 	 IN
our 	 PRP$
lives 	 NNS
, 	 ,
when 	 WRB
we 	 PRP
are 	 VBP
particularly 	 RB
vulnerable 	 JJ
and 	 CC
suffering 	 VBG
from 	 IN
pain 	 NN
, 	 ,
respiratory 	 JJ
distress 	 NN
and 	 CC
fear 	 NN
, 	 ,
we 	 PRP
are 	 VBP
dependent 	 JJ
on 	 IN
relationships 	 NNS
. 	 .
Aebi 	 NNP
- 	 HYPH
Müller 	 NNP
argues 	 VBZ
that 	 IN
medical 	 JJ
staff 	 NN
should 	 MD
be 	 VB
given 	 VBN
greater 	 JJR
responsibility 	 NN
to 	 TO
make 	 VB
decisions 	 NNS
, 	 ,
  	 _SP
though 	 IN
without 	 IN
lapsing 	 VBG
into 	 IN
old 	 JJ
patterns 	 NNS
of 	 IN
doctor 	 NN
- 	 HYPH
dominance 	 NN
. 	 .
“ 	 ``
There 	 EX
is 	 VBZ
no 	 DT
decision 	 NN
more 	 RBR
personal 	 JJ
than 	 IN
that 	 DT
relating 	 VBG
to 	 IN
medical 	 JJ
measures 	 NNS
at 	 IN
the 	 DT
end 	 NN
of 	 IN
a 	 DT
life 	 NN
” 	 ''
. 	 .
A 	 DT
relationship 	 NN
between 	 IN
doctor 	 NN
and 	 CC
patient 	 NN
that 	 WDT
is 	 VBZ
based 	 VBN
on 	 IN
partnership 	 NN
, 	 ,
in 	 IN
which 	 WDT
decisions 	 NNS
  	 _SP
are 	 VBP
made 	 VBN
together 	 RB
, 	 ,
can 	 MD
help 	 VB
support 	 VB
people 	 NNS
in 	 IN
these 	 DT
situations 	 NNS
. 	 .

 	 _SP
Planning 	 VBG
with 	 IN
counselling 	 NN

 	 _SP
The 	 DT
Zurich 	 NNP
University 	 NNP
Hospital 	 NNP
is 	 VBZ
investigating 	 VBG
how 	 WRB
such 	 JJ
support 	 NN
might 	 MD
be 	 VB
given 	 VBN
. 	 .
‘ 	 ``
Advance 	 NN
care 	 NN
planning 	 NN
’ 	 ''
is 	 VBZ
the 	 DT
name 	 NN
of 	 IN
he 	 PRP
concept 	 NN
, 	 ,
meaning 	 VBG
structured 	 JJ
conversations 	 NNS
with 	 IN
patients 	 NNS
and 	 CC
their 	 PRP$
next 	 JJ
of 	 IN
kin 	 NN
. 	 .
Treatment 	 NN
teams 	 NNS
trained 	 VBN
in 	 IN
communication 	 NN
– 	 :
doctors 	 NNS
, 	 ,
nursing 	 NN
staff 	 NN
, 	 ,
pastoral 	 JJ
care 	 NN
workers 	 NNS
and 	 CC
social 	 JJ
workers 	 NNS
– 	 :
find 	 VB
out 	 RP
in 	 IN
good 	 JJ
time 	 NN
about 	 IN
a 	 DT
patient 	 NN
’s 	 POS
wishes 	 NNS
for 	 IN
treatment 	 NN
at 	 IN
the 	 DT
end 	 NN
of 	 IN
their 	 PRP$
life 	 NN
, 	 ,
and 	 CC
also 	 RB
about 	 IN
their 	 PRP$
personal 	 JJ
views 	 NNS
. 	 .
If 	 IN
they 	 PRP
become 	 VBP
unable 	 JJ
to 	 TO
make 	 VB
decisions 	 NNS
themselves 	 PRP
, 	 ,
what 	 WP
will 	 MD
actually 	 RB
be 	 VB
important 	 JJ
to 	 IN
them 	 PRP
? 	 .
What 	 WP
are 	 VBP
they 	 PRP
afraid 	 JJ
of 	 IN
? 	 .
The 	 DT
Zurich 	 NNP
University 	 NNP
Hospital 	 NNP
offers 	 VBZ
expert 	 NN
counselling 	 NN
, 	 ,
not 	 RB
just 	 RB
the 	 DT
patient 	 JJ
decrees 	 NNS
that 	 WDT
can 	 MD
be 	 VB
downloaded 	 VBN
from 	 IN
the 	 DT
Internet 	 NN
. 	 .
“ 	 ``
People 	 NNS
are 	 VBP
given 	 VBN
evidence 	 NN
- 	 HYPH
based 	 VBN
, 	 ,
decision 	 NN
- 	 HYPH
making 	 VBG
aids 	 NNP
” 	 ''
, 	 ,
explains 	 VBZ
Krones 	 NNPS
. 	 .
This 	 DT
means 	 VBZ
they 	 PRP
know 	 VBP
