Title 	 NE
zu 	 PTKZU
erzählen 	 VVINF
. 	 $.

 	 _SP
MARCEL 	 NE
TANNER 	 NE
: 	 $.
Der 	 ART
Gründer 	 NN
unseres 	 PPOSAT
Instituts 	 NN
, 	 $,
Rudolf 	 NE
Geigy 	 NE
, 	 $,
begann 	 VVFIN
1944 	 CARD
in 	 APPR
Tansania 	 NE
nicht 	 PTKNEG
zu 	 PTKZU
medizinischen 	 VVINF
, 	 $,
sondern 	 KON
zu 	 APPR
ethnologischen 	 ADJA
Fragen 	 NN
zu 	 PTKZU
arbeiten 	 VVINF
. 	 $.
Aber 	 KON
wenn 	 KOUS
man 	 PIS
schaut 	 VVFIN
, 	 $,
wie 	 PWAV
Menschen 	 NN
leben 	 VVFIN
, 	 $,
kommt 	 VVFIN
man 	 PIS
eben 	 ADV
bald 	 ADV
einmal 	 ADV
auf 	 APPR
das 	 ART
Thema 	 NN
Gesundheit 	 NN
. 	 $.
Unser 	 PPOSAT
Ansatz 	 NN
war 	 VAFIN
immer 	 ADV
: 	 $.
Wir 	 PPER
fliegen 	 VVFIN
nicht 	 PTKNEG
mit 	 APPR
einer 	 ART
fertigen 	 ADJA
Fragestellung 	 NN
ein 	 PTKVZ
, 	 $,
sondern 	 KON
entwickeln 	 VVFIN
die 	 ART
Forschungsfragen 	 NN
gemeinsam 	 ADJD
mit 	 APPR
den 	 ART
Leuten 	 NN
vor 	 APPR
Ort 	 NN
. 	 $.
Man 	 PIS
braucht 	 VVFIN
gute 	 ADJA
Ortskenntnisse 	 NN
; 	 $.
no 	 FM
roots 	 FM
, 	 $,
no 	 FM
fruits 	 ADV
. 	 $.

 	 _SP
Hatten 	 VAFIN
Sie 	 PPER
nicht 	 PTKNEG
auch 	 ADV
Ihre 	 PPOSAT
fertige 	 ADJA
Fragestellung 	 NN
im 	 APPRART
Gepäck 	 NN
, 	 $,
als 	 KOUS
Sie 	 PPER
1979 	 CARD
erstmals 	 ADV
nach 	 APPR
Afrika 	 NE
kamen 	 VVFIN
? 	 $.

 	 _SP
Das 	 PDS
war 	 VAFIN
ein 	 ART
Schlüsselerlebnis 	 NN
: 	 $.
Wir 	 PPER
suchten 	 VVFIN
in 	 APPR
Kamerun 	 NN
nach 	 APPR
einem 	 ART
neuen 	 ADJA
Diagnostikum 	 NN
für 	 APPR
die 	 ART
Flussblindheit 	 NN
, 	 $,
eine 	 ART
Wurmerkrankung 	 NN
. 	 $.
Wir 	 PPER
gingen 	 VVFIN
in 	 APPR
die 	 ART
Dörfer 	 NN
, 	 $,
wo 	 PWAV
befallene 	 ADJA
Leute 	 NN
lebten 	 VVFIN
, 	 $,
und 	 KON
behandelten 	 VVFIN
sie 	 PPER
. 	 $.
Da 	 ADV
stellten 	 VVFIN
wir 	 PPER
fest 	 PTKVZ
, 	 $,
dass 	 KOUS
diese 	 PDAT
Leute 	 NN
noch 	 ADV
ganz 	 ADV
andere 	 ADJA
Probleme 	 NN
und 	 KON
Anliegen 	 NN
hatten 	 VAFIN
als 	 KOKOM
diese 	 PDAT
Würmer 	 NN
und 	 KON
dass 	 KOUS
es 	 PPER
nicht 	 PTKNEG
sinnvoll 	 ADJD
ist 	 VAFIN
, 	 $,
nur 	 ADV
eine 	 ART
Krankheit 	 NN
isoliert 	 VVPP
anzugehen 	 VVIZU
. 	 $.
Nach 	 APPR
dieser 	 PDAT
Erfahrung 	 NN
wechselte 	 VVFIN
ich 	 PPER
von 	 APPR
einer 	 ART
Immunologie 	 NN
, 	 $,
die 	 PRELS
sich 	 PRF
in 	 APPR
Afrika 	 NE
ihr 	 PPOSAT
Material 	 NN
holt 	 VVFIN
, 	 $,
zu 	 APPR
Epidemiologie 	 NN
und 	 KON
Public 	 NE
Health 	 NE
, 	 $,
die 	 PRELS
sich 	 PRF
für 	 APPR
Systemkontexte 	 NN
interessieren 	 VVINF
und 	 KON
in 	 APPR
Partnerschaften 	 NN
Grundlagen 	 NN
und 	 KON
Lösungen 	 NN
erforschen 	 VVFIN
– 	 $(
im 	 APPRART
Sinne 	 NN
eines 	 ART
gegenseitigen 	 ADJA
Lernens 	 NN
für 	 APPR
die 	 ART
Veränderung 	 NN
. 	 $.

 	 _SP
Haben 	 VAFIN
viele 	 PIAT
Forscher 	 NN
diese 	 PDAT
Offenheit 	 NN
, 	 $,
ihre 	 PPOSAT
Fragestellung 	 NN
zu 	 PTKZU
ändern 	 VVINF
? 	 $.

 	 _SP
Ich 	 PPER
schicke 	 VVFIN
meine 	 PPOSAT
Master- 	 TRUNC
und 	 KON
Doktorandenstudenten 	 NN
wenn 	 KOUS
immer 	 ADV
möglich 	 ADJD
ins 	 APPRART
Feld 	 NN
hinaus 	 PTKVZ
. 	 $.
Es 	 PPER
muss 	 VVFIN
nicht 	 PTKNEG
in 	 APPR
Afrika 	 NE
sein 	 VAINF
: 	 $.
Auch 	 ADV
wenn 	 KOUS
es 	 PPER
im 	 APPRART
Lützeltal 	 NN
Parasiten 	 NN
im 	 APPRART
Trinkwasser 	 NN
hat 	 VAFIN
, 	 $,
muss 	 VVFIN
man 	 PIS
mit 	 APPR
allen 	 PIAT
möglichen 	 ADJA
Betroffenen 	 NN
zusammenarbeiten 	 VVINF
. 	 $.
Wenn 	 KOUS
man 	 PIS
die 	 ART
Leute 	 NN
hinaus 	 APZR
schickt 	 VVFIN
und 	 KON
arbeiten 	 VVFIN
lässt 	 VVFIN
, 	 $,
können 	 VMFIN
sie 	 PPER
ihre 	 PPOSAT
Fragestellung 	 NN
den 	 ART
Umständen 	 NN
anpassen 	 VVINF
. 	 $.
Aber 	 KON
mit 	 APPR
den 	 ART
Geldgebern 	 NN
ist 	 VAFIN
das 	 PDS
tatsächlich 	 ADJD
nicht 	 PTKNEG
immer 	 ADV
einfach 	 ADJD
. 	 $.
Wer 	 PWS
Fördergelder 	 NN
vergibt 	 VVFIN
, 	 $,
hat 	 VAFIN
eben 	 ADV
meist 	 ADV
keinen 	 PIAT
« 	 $(
Dreck 	 NN
an 	 APPR
den 	 ART
Schuhen 	 NN
» 	 $(
und 	 KON
versteht 	 VVFIN
den 	 ART
Kontext 	 NN
kaum 	 ADV
. 	 $.

 	 _SP
Aber 	 KON
Afrika 	 NE
ist 	 VAFIN
ja 	 ADV
schon 	 ADV
nicht 	 PTKNEG
das 	 ART
Lützeltal 	 NN
? 	 $.

 	 _SP
Interkulturelle 	 ADJA
Zusammenarbeit 	 NN
entsteht 	 VVFIN
, 	 $,
wenn 	 KOUS
man 	 PIS
zusammen 	 ADV
arbeitet 	 VVFIN
. 	 $.
Da 	 ADV
braucht 	 VVFIN
es 	 PPER
keine 	 PIAT
Seminare 	 NN
über 	 APPR
Interkulturalität 	 NN
und 	 KON
keine 	 PIAT
Feel-me-touch-me-Workshops 	 NN
. 	 $.
Damit 	 PROAV
tötet 	 VVFIN
man 	 PIS
nur 	 ADV
die 	 ART
Freude 	 NN
an 	 APPR
der 	 ART
Arbeit 	 NN
. 	 $.
Aber 	 KON
die 	 ART
Freude 	 NN
ist 	 VAFIN
entscheidend 	 ADJD
. 	 $.
Um 	 KOUI
zu 	 PTKZU
forschen 	 VVINF
, 	 $,
müssen 	 VMFIN
Sie 	 PPER
neugierig 	 ADJD
sein 	 VAINF
. 	 $.
Sie 	 PPER
müssen 	 VMFIN
Ihre 	 PPOSAT
Erkenntnisse 	 NN
gern 	 ADV
mit 	 APPR
andern 	 PIS
teilen 	 VVINF
, 	 $,
und 	 KON
Sie 	 PPER
müssen 	 VMFIN
etwas 	 PIS
bewirken 	 VVINF
wollen 	 VMFIN
. 	 $.
Wenn 	 KOUS
man 	 PIS
in 	 APPR
einem 	 ART
Gebiet 	 NN
mit 	 APPR
einer 	 ART
Million 	 NN
Einwohnern 	 NN
dazu 	 PROAV
beiträgt 	 VVFIN
, 	 $,
die 	 ART
Kindersterblichkeit 	 NN
um 	 APPR
ein 	 ART
Drittel 	 NN
zu 	 PTKZU
senken 	 VVINF
, 	 $,
weiss 	 VVFIN
man 	 PIS
, 	 $,
was 	 PRELS
man 	 PIS
getan 	 VVPP
hat 	 VAFIN
. 	 $.
Wer 	 PWS
keine 	 PIAT
Freude 	 NN
hat 	 VAFIN
, 	 $,
nur 	 ADV
die 	 ART
Probleme 	 NN
sieht 	 VVFIN
und 	 KON
nicht 	 PTKNEG
lachen 	 VVINF
kann 	 VMFIN
, 	 $,
wird 	 VAFIN
nichts 	 PIS
entdecken 	 VVINF
. 	 $.
Und 	 KON
die 	 ART
Freude 	 NN
hilft 	 VVFIN
dann 	 ADV
auch 	 ADV
, 	 $,
wenn 	 KOUS
es 	 PPER
mal 	 ADV
nicht 	 PTKNEG
rund 	 ADV
läuft 	 VVFIN
und 	 KON
man 	 PIS
einen 	 ART
ganzen 	 ADJA
Tag 	 NN
rumrennt 	 VVFIN
, 	 $,
um 	 KOUI
Diesel 	 NN
für 	 APPR
den 	 ART
Generator 	 NN
des 	 ART
Labors 	 NN
zu 	 PTKZU
finden 	 VVINF
. 	 $.
In 	 APPR
solchen 	 PIAT
Situationen 	 NN
lernt 	 VVFIN
man 	 PIS
viel 	 PIS
. 	 $.

 	 _SP
Wenn 	 KOUS
Sie 	 PPER
gelernt 	 VVPP
haben 	 VAFIN
, 	 $,
im 	 APPRART
Busch 	 NN
Diesel 	 NN
aufzutreiben 	 VVIZU
, 	 $,
nützt 	 VVFIN
Ihnen 	 PPER
das 	 PDS
in 	 APPR
der 	 ART
Schweiz 	 NE
nichts 	 PIS
. 	 $.

 	 _SP
Doch 	 KON
, 	 $,
denn 	 KON
man 	 PIS
lernt 	 VVFIN
, 	 $,
sich 	 PRF
selbst 	 ADV
zu 	 PTKZU
helfen 	 VVINF
und 	 KON
mit 	 APPR
operationellen 	 ADJA
Krisen 	 NN
umzugehen 	 VVIZU
. 	 $.
Heute 	 ADV
wollen 	 VMFIN
viele 	 PIAT
Schweizer 	 NN
, 	 $,
bevor 	 KOUS
sie 	 PPER
nach 	 APPR
Afrika 	 NE
gehen 	 VVINF
, 	 $,
alle 	 PIAT
Eventualitäten 	 NN
geklärt 	 VVPP
haben 	 VAFIN
, 	 $,
wollen 	 VMFIN
wissen 	 VVINF
, 	 $,
wer 	 PWS
ihnen 	 PPER
die 	 ART
Pampers 	 NN
für 	 APPR
ihre 	 PPOSAT
Kinder 	 NN
liefert 	 VVFIN
– 	 $(
statt 	 KOUI
einfach 	 ADV
zu 	 PTKZU
gehen 	 VVINF
und 	 KON
sich 	 PRF
vor 	 APPR
Ort 	 NN
zu 	 PTKZU
organisieren 	 VVINF
. 	 $.

 	 _SP
Das 	 PDS
tönt 	 VVFIN
alles 	 PIS
gut 	 ADJD
. 	 $.
Aber 	 KON
es 	 PPER
gibt 	 VVFIN
auch 	 ADV
kulturbedingte 	 ADJA
Schwierigkeiten 	 NN
. 	 $.

 	 _SP
Und 	 KON
wie 	 PWAV
, 	 $,
im 	 APPRART
Kleinen 	 NN
wie 	 KON
im 	 APPRART
Grossen 	 NN
! 	 $.
Die 	 ART
afrikanische 	 ADJA
Kultur 	 NN
funktioniert 	 VVFIN
bouche 	 ADJA
à 	 FM
l 	 FM
’ 	 NE
oreille 	 VVFIN
, 	 $,
da 	 ADV
antwortet 	 VVFIN
man 	 PIS
nicht 	 PTKNEG
immer 	 ADV
sofort 	 ADV
. 	 $.
Wenn 	 KOUS
ich 	 PPER
auf 	 APPR
meine 	 PPOSAT
E-Mails 	 NN
keine 	 PIAT
Antwort 	 NN
bekomme 	 VVFIN
und 	 KON
keine 	 PIAT
Kommunikation 	 NN
zustande 	 PTKVZ
kommt 	 VVFIN
, 	 $,
ist 	 VAFIN
das 	 PDS
schon 	 ADV
lästig 	 ADJD
. 	 $.
Manchmal 	 ADV
scheitert 	 VVFIN
man 	 PIS
an 	 APPR
den 	 ART
politischen 	 ADJA
Realitäten 	 NN
. 	 $.
Im 	 APPRART
Tschad 	 NE
haben 	 VAFIN
wir 	 PPER
ein 	 ART
umfassendes 	 ADJA
Programm 	 NN
mit 	 APPR
Nomaden 	 NN
. 	 $.
Wir 	 PPER
waren 	 VAFIN
auf 	 APPR
gutem 	 ADJA
Weg 	 NN
eines 	 ART
institutionellen 	 ADJA
Aufbaus 	 NN
. 	 $.
Wir 	 PPER
erwarteten 	 VVFIN
, 	 $,
dass 	 KOUS
die 	 ART
Regierung 	 NN
sich 	 PRF
beteiligt 	 VVFIN
, 	 $,
auch 	 ADV
finanziell 	 ADJD
. 	 $.
Aber 	 KON
dann 	 ADV
kam 	 VVFIN
nichts 	 PIS
. 	 $.
Zumindest 	 ADV
im 	 APPRART
geplanten 	 ADJA
Umfang 	 NN
wird 	 VAFIN
aus 	 APPR
dem 	 ART
Programm 	 NN
nach 	 APPR
acht 	 CARD
Jahren 	 NN
Planung 	 NN
mit 	 APPR
allen 	 PIAT
Beteiligten 	 NN
nichts 	 PIS
. 	 $.

 	 _SP
Gibt 	 VVFIN
es 	 PPER
in 	 APPR
armen 	 ADJA
Ländern 	 NN
genug 	 PIAT
gut 	 ADJD
ausgebildete 	 ADJA
Leute 	 NN
? 	 $.

 	 _SP
Die 	 ART
Ausbildung 	 NN
ist 	 VAFIN
das 	 ART
grösste 	 ADJA
Problem 	 NN
. 	 $.
Wir 	 PPER
haben 	 VAFIN
oft 	 ADV
Studenten 	 NN
aus 	 APPR
armen 	 ADJA
Ländern 	 NN
, 	 $,
die 	 PDS
sind 	 VAFIN
gut 	 ADJD
auf 	 APPR
ihrem 	 PPOSAT
Fachgebiet 	 NN
, 	 $,
aber 	 KON
sie 	 PPER
verfügen 	 VVFIN
nicht 	 PTKNEG
über 	 APPR
ein 	 ART
breites 	 ADJA
Wissen 	 NN
. 	 $.
Dem 	 PDS
kann 	 VMFIN
man 	 PIS
abhelfen 	 VVINF
, 	 $,
aber 	 KON
die 	 ART
Dissertation 	 NN
dauert 	 VVFIN
dann 	 ADV
halt 	 ADV
länger 	 ADJD
, 	 $,
und 	 KON
der 	 ART
Geldgeber 	 NN
muss 	 VVFIN
bereit 	 ADJD
sein 	 VAINF
, 	 $,
länger 	 ADJD
zu 	 PTKZU
zahlen 	 VVINF
. 	 $.
Aber 	 KON
es 	 PPER
lohnt 	 VVFIN
sich 	 PRF
: 	 $.
Leute 	 NN
gut 	 ADJD
ausbilden 	 VVPP
ist 	 VAFIN
der 	 ART
grösste 	 ADJA
« 	 $(
Impact 	 NN
» 	 $(
, 	 $,
den 	 PRELS
es 	 PPER
gibt 	 VVFIN
– 	 $(
viel 	 ADV
wichtiger 	 ADJD
als 	 KOKOM
Impact-Factor- 	 TRUNC
und 	 KON
H-Index-Selbstglorifizierungen 	 NN
. 	 $.

 	 _SP
Die 	 ART
Wissenschaft 	 NN
mit 	 APPR
ihren 	 PPOSAT
Methoden 	 NN
und 	 KON
kulturellen 	 ADJA
Codes 	 NN
ist 	 VAFIN
in 	 APPR
unserem 	 PPOSAT
Kulturkreis 	 NN
entstanden 	 VVPP
. 	 $.
Ist 	 VAFIN
da 	 ADV
nicht 	 PTKNEG
jede 	 PIAT
wissenschaftliche 	 ADJA
Zusammenarbeit 	 NN
von 	 APPR
vornherein 	 ADV
asymmetrisch 	 ADJD
? 	 $.

 	 _SP
Absolut 	 ADJD
. 	 $.
Es 	 PPER
fragt 	 VVFIN
sich 	 PRF
einfach 	 ADJD
, 	 $,
wie 	 PWAV
man 	 PIS
damit 	 PROAV
umgeht 	 VVFIN
. 	 $.
Unsere 	 PPOSAT
geheiligten 	 ADJA
wissenschaftlichen 	 ADJA
Standards 	 NN
sind 	 VAFIN
ja 	 ADV
auch 	 ADV
nicht 	 PTKNEG
über 	 APPR
alle 	 PIAT
Zweifel 	 NN
erhaben 	 ADJD
, 	 $,
denken 	 VVFIN
Sie 	 PPER
an 	 APPR
die 	 ART
Probleme 	 NN
mit 	 APPR
der 	 ART
Peer-Review 	 NN
, 	 $,
an 	 APPR
die 	 ART
nutzlosen 	 ADJA
Impact 	 NN
Factors 	 NE
… 	 $(
Wenn 	 KOUS
man 	 PIS
einander 	 PRF
zuhört 	 VVFIN
, 	 $,
können 	 VMFIN
gemeinsame 	 ADJA
Codes 	 NE
  	 _SP
entstehen 	 VVINF
. 	 $.
Das 	 PDS
dauert 	 VVFIN
aber 	 ADV
unter 	 APPR
Umständen 	 NN
Generationen 	 NN
, 	 $,
deshalb 	 PROAV
ist 	 VAFIN
langfristiges 	 ADJA
Engagement 	 NN
so 	 ADV
wichtig 	 ADJD
. 	 $.
Und 	 KON
dazu 	 PROAV
braucht 	 VVFIN
es 	 PPER
Respekt 	 NN
; 	 $.
ohne 	 APPR
Respekt 	 NN
gibt 	 VVFIN
es 	 PPER
auch 	 ADV
kein 	 PIAT
Vertrauen 	 NN
. 	 $.
Das 	 ART
schlimmste 	 ADJA
sind 	 VAFIN
westliche 	 ADJA
Consultants 	 NN
, 	 $,
die 	 PRELS
keine 	 PIAT
Ortskenntnisse 	 NN
haben 	 VAFIN
, 	 $,
aber 	 KON
immer 	 ADV
alles 	 PIS
schon 	 ADV
wissen 	 VVINF
. 	 $.

 	 _SP
Warum 	 PWAV
braucht 	 VVFIN
es 	 PPER
ein 	 ART
Tropeninstitut 	 NN
in 	 APPR
der 	 ART
Schweiz 	 NE
? 	 $.
Können 	 VMFIN
sich 	 PRF
die 	 ART
Betroffenen 	 NN
nicht 	 PTKNEG
selber 	 ADV
helfen 	 VVINF
? 	 $.

 	 _SP
Das 	 ART
Wort 	 NN
« 	 $(
helfen 	 VVINF
» 	 $(
muss 	 VVFIN
man 	 PIS
gleich 	 ADV
vergessen 	 VVINF
. 	 $.
Als 	 KOUS
die 	 ART
Bildungs- 	 TRUNC
, 	 $,
Forschungs- 	 TRUNC
und 	 KON
Innovationsbotschaft 	 NN
2008/2011 	 CARD
erstmals 	 ADV
die 	 ART
Forschungszusammenarbeit 	 NN
mit 	 APPR
Entwicklungsländern 	 NN
enthielt 	 VVFIN
, 	 $,
sagten 	 VVFIN
Kritiker 	 NN
: 	 $.
Man 	 PIS
soll 	 VMFIN
nicht 	 PTKNEG
aus 	 APPR
dem 	 ART
Forschungsbudget 	 NN
Entwicklungshilfe 	 NN
finanzieren 	 VVINF
. 	 $.
Aber 	 KON
darum 	 PROAV
geht 	 VVFIN
es 	 PPER
nicht 	 PTKNEG
. 	 $.
Wenn 	 KOUS
Sie 	 PPER
sehen 	 VVFIN
, 	 $,
wie 	 PWAV
ein 	 ART
Land 	 NN
pro 	 APPR
Einwohner 	 NN
und 	 KON
Jahr 	 NN
15 	 CARD
Franken 	 NN
für 	 APPR
das 	 ART
Gesundheitswesen 	 NN
zur 	 APPRART
Verfügung 	 NN
  	 _SP
hat 	 VAFIN
, 	 $,
dann 	 ADV
lernen 	 VVFIN
Sie 	 PPER
auch 	 ADV
Wertvolles 	 NN
für 	 APPR
das 	 ART
hiesige 	 ADJA
Gesundheitswesen 	 NN
mit 	 APPR
seinen 	 PPOSAT
7000 	 CARD
Franken 	 NN
pro 	 APPR
Kopf 	 NN
. 	 $.
Nicht 	 PTKNEG
um 	 APPR
Hilfe 	 NN
geht 	 VVFIN
es 	 PPER
, 	 $,
sondern 	 KON
um 	 APPR
das 	 ART
gemeinsame 	 ADJA
Lernen 	 NN
durch 	 APPR
comparing 	 NE
and 	 NE
sharing 	 NE
. 	 $.

 	 _SP
Wird 	 VAFIN
Ihre 	 PPOSAT
Botschaft 	 NN
gehört 	 VVFIN
? 	 $.

 	 _SP
Ja 	 PTKANT
. 	 $.
Ich 	 PPER
begleitete 	 VVFIN
beispielsweise 	 ADV
kürzlich 	 ADV
eine 	 ART
Gruppe 	 NN
Parlamentarier 	 NN
nach 	 APPR
Tansania 	 NE
, 	 $,
von 	 APPR
den 	 ART
Grünen 	 NN
bis 	 APPR
zur 	 APPRART
BDP 	 NN
. 	 $.
Wir 	 PPER
gingen 	 VVFIN
zu 	 APPR
den 	 ART
Projekten 	 NN
, 	 $,
nicht 	 PTKNEG
nur 	 ADV
in 	 APPR
« 	 $(
high 	 FM
Level 	 FM
meetings 	 FM
» 	 $(
. 	 $.
Das 	 PDS
überzeugte 	 VVFIN
auch 	 ADV
die 	 ART
Skeptiker 	 NN
vom 	 APPRART
Sinn 	 NN
unserer 	 PPOSAT
Arbeit 	 NN
und 	 KON
vom 	 APPRART
Wert 	 NN
des 	 ART
partnerschaftlichen 	 ADJA
Vorgehens 	 NN
. 	 $.

 	 _SP
Marcel 	 NE
Hänggi 	 NE
ist 	 VAFIN
freier 	 ADJA
Wissenschaftsjournalist 	 NN
in 	 APPR
Zürich 	 NE
. 	 $.
