Title 	 NE
ist 	 VAFIN
deshalb 	 PROAV
sekundär 	 ADJD
. 	 $.

 	 _SP
Die 	 ART
stratigrafische 	 ADJA
Markierung 	 NN
des 	 ART
Anfangs 	 NN
des 	 ART
Anthropozäns 	 NN
ist 	 VAFIN
nicht 	 PTKNEG
nur 	 ADV
symbolisch 	 ADJD
bedeutsam 	 ADJD
. 	 $.
Denn 	 KON
die 	 ART
Epoche 	 NN
wird 	 VAFIN
für 	 APPR
neue 	 ADJA
Zustände 	 NN
des 	 ART
Systems 	 NN
Erde 	 NE
stehen 	 VVFIN
, 	 $,
die 	 PRELS
auch 	 ADV
die 	 ART
signifikanten 	 ADJA
Trends 	 NN
in 	 APPR
den 	 ART
Zeitreihen 	 NN
zahlreicher 	 ADJA
Messgrössen 	 NN
erklären 	 VVINF
. 	 $.
Die 	 ART
markanten 	 ADJA
Verschiebungen 	 NN
in 	 APPR
den 	 ART
geologischen 	 ADJA
Ablagerungen 	 NN
zeigen 	 VVFIN
deutlich 	 ADJD
, 	 $,
dass 	 KOUS
es 	 PPER
sich 	 PRF
dabei 	 PROAV
nicht 	 PTKNEG
um 	 APPR
ein 	 ART
kurzzeitiges 	 ADJA
Phänomen 	 NN
handelt 	 VVFIN
. 	 $.
Das 	 ART
Anthropozän 	 NN
wird 	 VAFIN
sich 	 PRF
in 	 APPR
Bezug 	 NN
auf 	 APPR
die 	 ART
Dauer 	 NN
nicht 	 PTKNEG
hinter 	 APPR
dem 	 ART
Holozän 	 NN
verstecken 	 VVINF
müssen 	 VMINF
. 	 $.
Der 	 ART
Mensch 	 NN
wird 	 VAFIN
im 	 APPRART
Anthropozän 	 NN
eine 	 ART
Schlüsselrolle 	 NN
gespielt 	 VVPP
haben 	 VAFIN
, 	 $,
und 	 KON
er 	 PPER
wird 	 VAFIN
künftigen 	 ADJA
Arten 	 NN
als 	 APPR
Leitfossil 	 NN
der 	 ART
stratigrafischen 	 ADJA
Einordnung 	 NN
dienen 	 VVINF
. 	 $.

 	 _SP
Flavio 	 NE
Anselmetti 	 NE
ist 	 VAFIN
Professor 	 NN
für 	 APPR
Quartärgeologie 	 NN
und 	 KON
Paläoklimatologie 	 NN
an 	 APPR
der 	 ART
Universität 	 NN
Bern 	 NE
. 	 $.
Zuvor 	 ADV
war 	 VAFIN
er 	 PPER
Leiter 	 NN
der 	 ART
Sedimentologie 	 NN
am 	 APPRART
Wasserforschungsinstitut 	 NN
Eawag 	 NE
in 	 APPR
Dübendorf 	 NE
. 	 $.

 	 _SP
Manu 	 NE
Friederich 	 NE
( 	 $(
Fotomontage 	 NN
) 	 $(

 	 _SP
Das 	 ART
Anthropozän 	 NN
ist 	 VAFIN
ein 	 ART
sinnvolles 	 ADJA
politisches 	 ADJA
Konzept 	 NN
. 	 $.
Trotzdem 	 PROAV
braucht 	 VVFIN
es 	 PPER
weder 	 KON
eine 	 ART
formelle 	 ADJA
Definition 	 NN
noch 	 ADV
einen 	 ART
stratigrafischen 	 ADJA
Referenzpunkt 	 NN
( 	 $(
" 	 $(
Golden 	 NE
Spike 	 NE
" 	 $(
) 	 $(
. 	 $.
Mit 	 APPR
dem 	 ART
allgemeinsprachlichen 	 ADJA
Begriff 	 NN
" 	 $(
Anthropozän 	 NN
" 	 $(
anerkennen 	 VVFIN
wir 	 PPER
den 	 ART
menschliche 	 ADJA
Einfluss 	 NN
auf 	 APPR
die 	 ART
Prozesse 	 NN
im 	 APPRART
System 	 NN
Erde 	 NE
, 	 $,
der 	 PRELS
ebenso 	 ADV
stark 	 ADJD
ist 	 VAFIN
wie 	 KOKOM
Veränderungen 	 NN
der 	 ART
Erdumlaufbahn 	 NN
oder 	 KON
die 	 ART
Plattentektonik 	 NN
. 	 $.
Wichtig 	 ADJD
ist 	 VAFIN
, 	 $,
dass 	 KOUS
wir 	 PPER
uns 	 PRF
der 	 ART
globalen 	 ADJA
Auswirkungen 	 NN
menschlicher 	 ADJA
Aktivitäten 	 NN
bewusst 	 VVPP
sind 	 VAFIN
, 	 $,
die 	 PRELS
in 	 APPR
der 	 ART
geologischen 	 ADJA
Zeitskala 	 NN
tatsächlich 	 ADJD
zu 	 APPR
irreversiblen 	 ADJA
Veränderungen 	 NN
in 	 APPR
Ökosystemen 	 NN
, 	 $,
Landschaften 	 NN
und 	 KON
beim 	 APPRART
Klima 	 NN
führen 	 VVINF
können 	 VMINF
. 	 $.
Hingegen 	 ADV
wäre 	 VAFIN
das 	 ART
" 	 $(
Anthropozän 	 NN
" 	 $(
als 	 APPR
offiziell 	 ADJD
anerkanntes 	 ADJA
Erdzeitalter 	 NN
ohne 	 APPR
den 	 ART
nötigen 	 ADJA
zeitlichen 	 ADJA
Abstand 	 NN
nicht 	 PTKNEG
nur 	 ADV
schwierig 	 ADJD
zu 	 PTKZU
definieren 	 VVINF
, 	 $,
sondern 	 KON
vollkommen 	 ADJD
unnötig 	 ADJD
. 	 $.

 	 _SP
Die 	 ART
geologische 	 ADJA
Zeitskala 	 NN
ist 	 VAFIN
eine 	 ART
Errungenschaft 	 NN
des 	 ART
19 	 ADJA
. 	 ADJA
Jahrhunderts 	 NN
. 	 $.
Inzwischen 	 ADV
wurde 	 VAFIN
sie 	 PPER
in 	 APPR
Wissenschaft 	 NN
und 	 KON
Bildung 	 NN
aber 	 ADV
weitgehend 	 ADJD
durch 	 APPR
die 	 ART
absolute 	 ADJA
radiometrische 	 ADJA
Datierung 	 NN
ersetzt 	 VVPP
. 	 $.
Ohne 	 APPR
Methoden 	 NN
zur 	 APPRART
absoluten 	 ADJA
Datierung 	 NN
erdgeschichtlicher 	 ADJA
Ereignisse 	 NN
mussten 	 VVFIN
frühe 	 ADJA
Geologen 	 NN
davon 	 PROAV
ausgehen 	 VVINF
, 	 $,
dass 	 KOUS
Gesteinsschichten 	 NN
mit 	 APPR
ähnlichen 	 ADJA
Fossilien 	 NN
etwa 	 ADV
zur 	 APPRART
gleichen 	 ADJA
Zeit 	 NN
abgelagert 	 VVPP
worden 	 VAPP
waren 	 VAFIN
. 	 $.
Die 	 ART
erste 	 ADJA
geologische 	 ADJA
Zeitskala 	 NN
mit 	 APPR
den 	 ART
noch 	 ADV
heute 	 ADV
verwendeten 	 ADJA
Epochen 	 NN
war 	 VAFIN
1850 	 CARD
bereits 	 ADV
entwickelt 	 VVPP
. 	 $.
Markiert 	 VVPP
werden 	 VAFIN
geologische 	 ADJA
Erdzeitalter 	 NN
an 	 APPR
einem 	 ART
Refere 	 ADJA
nzort 	 NN
mit 	 APPR
einem 	 ART
" 	 $(
Golden 	 NE
Spike 	 NN
" 	 $(
, 	 $,
also 	 ADV
sprichwörtlich 	 ADJD
mit 	 APPR
einem 	 ART
Nagel 	 NN
oder 	 KON
einer 	 ART
anderen 	 ADJA
physischen 	 ADJA
Kennzeichnung 	 NN
bei 	 APPR
den 	 ART
entsprechenden 	 ADJA
Gesteinsschichten 	 NN
. 	 $.
Die 	 ART
aktuelle 	 ADJA
Debatte 	 NN
über 	 APPR
die 	 ART
Definition 	 NN
eines 	 ART
offiziellen 	 ADJA
Anthropozäns 	 NN
dreht 	 VVFIN
sich 	 PRF
daher 	 PROAV
zu 	 APPR
einem 	 ART
guten 	 ADJA
Teil 	 NN
darum 	 PROAV
, 	 $,
wo 	 PWAV
der 	 ART
" 	 $(
Golden 	 NE
Spike 	 NE
" 	 $(
für 	 APPR
den 	 ART
Auftakt 	 NN
unserer 	 PPOSAT
Epoche 	 NN
zu 	 PTKZU
platzieren 	 VVINF
wäre 	 VAFIN
. 	 $.

 	 _SP
Es 	 PPER
bleibt 	 VVFIN
: 	 $.
Die 	 ART
moderne 	 ADJA
Fach- 	 TRUNC
und 	 KON
selbst 	 ADV
die 	 ART
Populärliteratur 	 NN
bezieht 	 VVFIN
sich 	 PRF
in 	 APPR
der 	 ART
Regel 	 NN
nicht 	 PTKNEG
auf 	 APPR
stratigrafische 	 ADJA
Epochen 	 NN
, 	 $,
wenn 	 KOUS
Ereignisse 	 NN
beschrieben 	 VVPP
werden 	 VAINF
– 	 $(
ausser 	 NN
vielleicht 	 ADV
in 	 APPR
einem 	 ART
einleitenden 	 ADJA
Satz 	 NN
. 	 $.
Abgesehen 	 VVPP
von 	 APPR
Geologiestudenten 	 NN
kennt 	 VVFIN
kaum 	 ADV
jemand 	 PIAT
Reihenfolge 	 NN
und 	 KON
Dauer 	 NN
der 	 ART
verschiedenen 	 ADJA
geologischen 	 ADJA
Epochen 	 NN
auswendig 	 ADJD
. 	 $.
Trotzdem 	 PROAV
ist 	 VAFIN
für 	 APPR
alle 	 PIS
offensichtlich 	 ADJD
, 	 $,
dass 	 KOUS
das 	 ART
Aussterben 	 NN
der 	 ART
Dinosaurier 	 NN
vor 	 APPR
rund 	 ADV
65 	 CARD
Millionen 	 NN
Jahren 	 NN
, 	 $,
lange 	 ADV
vor 	 APPR
der 	 ART
Entwicklung 	 NN
des 	 ART
modernen 	 ADJA
Menschen 	 NN
etwa 	 ADV
200 	 CARD
000 	 CARD
Jahre 	 NN
vor 	 APPR
unserer 	 PPOSAT
Zeit 	 NN
, 	 $,
stattfand 	 VVFIN
. 	 $.

 	 _SP
Abgesehen 	 VVPP
von 	 APPR
der 	 ART
schwierigen 	 ADJA
Perspektive 	 NN
: 	 $.
Wie 	 PWAV
können 	 VMFIN
wir 	 PPER
eine 	 ART
Epoche 	 NN
definieren 	 VVINF
, 	 $,
in 	 APPR
der 	 PRELS
wir 	 PPER
gerade 	 ADV
leben 	 VVFIN
und 	 KON
für 	 APPR
die 	 PRELS
ein 	 ART
klarer 	 ADJA
Endpunkt 	 NN
fehlt 	 VVFIN
? 	 $.
Das 	 ART
Konzept 	 NN
der 	 ART
Epoche 	 ADJA
Anthropozän 	 NN
ist 	 VAFIN
in 	 APPR
der 	 ART
modernen 	 ADJA
Wissenschaft 	 NN
völlig 	 ADJD
überflüssig 	 ADJD
. 	 $.
Auch 	 ADV
ohne 	 APPR
Anthropozän 	 NN
können 	 VMFIN
wir 	 PPER
den 	 ART
schrittweisen 	 ADJA
Einfluss 	 NN
der 	 ART
Menschen 	 NN
auf 	 APPR
das 	 ART
System 	 NN
Erde 	 NE
von 	 APPR
unseren 	 PPOSAT
Anfängen 	 NN
bis 	 APPR
zur 	 APPRART
Gegenwart 	 NN
genau 	 ADJD
bestimmen 	 VVINF
. 	 $.

 	 _SP
Jed 	 NE
O. 	 NE
Kaplan 	 NE
ist 	 VAFIN
Professor 	 NN
am 	 APPRART
Institut 	 NN
des 	 ART
dynamiques 	 ADJA
de 	 NE
la 	 NE
surface 	 NE
terrestre 	 NE
der 	 ART
Universität 	 NN
Lausanne 	 NE
. 	 $.
Er 	 PPER
erforscht 	 VVFIN
Umweltgeschichte 	 NN
und 	 KON
Interaktionen 	 NN
zwischen 	 APPR
Menschen 	 NN
, 	 $,
Landnutzung 	 NN
und 	 KON
Klima 	 NN
. 	 $.
