Title 	 NN
it 	 PRP
. 	 .
This 	 DT
means 	 VBZ
that 	 IN
, 	 ,
overall 	 RB
, 	 ,
fewer 	 JJR
papers 	 NNS
will 	 MD
be 	 VB
published 	 VBN
, 	 ,
while 	 IN
their 	 PRP$
quality 	 NN
will 	 MD
rise 	 VB
at 	 IN
the 	 DT
same 	 JJ
time 	 NN
. 	 .
It 	 PRP
will 	 MD
also 	 RB
make 	 VB
research 	 NN
more 	 RBR
transparent 	 JJ
. 	 .

 	 _SP
How 	 WRB
exactly 	 RB
do 	 VBP
you 	 PRP
go 	 VB
about 	 IN
this 	 DT
? 	 .

 	 _SP
We 	 PRP
still 	 RB
publish 	 VBP
in 	 IN
the 	 DT
traditional 	 JJ
journals 	 NNS
. 	 .
But 	 CC
even 	 RB
while 	 IN
we 	 PRP
're 	 VBP
submitting 	 VBG
the 	 DT
paper 	 NN
, 	 ,
we 	 PRP
put 	 VBP
all 	 PDT
our 	 PRP$
data 	 NNS
on 	 IN
our 	 PRP$
server 	 NN
. 	 .
As 	 RB
soon 	 RB
as 	 IN
the 	 DT
article 	 NN
is 	 VBZ
accepted 	 VBN
, 	 ,
we 	 PRP
also 	 RB
place 	 VBP
it 	 PRP
on 	 IN
free 	 JJ
online 	 JJ
access 	 NN
. 	 .

 	 _SP
Should 	 MD
n't 	 RB
a 	 DT
researcher 	 NN
have 	 VB
the 	 DT
right 	 NN
to 	 TO
keep 	 VB
his 	 PRP$
laboratory 	 NN
recipes 	 NNS
to 	 IN
himself 	 PRP
? 	 .

 	 _SP
Certainly 	 RB
not 	 RB
in 	 IN
my 	 PRP$
field 	 NN
, 	 ,
the 	 DT
computer 	 NN
sciences 	 NNS
. 	 .
And 	 CC
maybe 	 RB
the 	 DT
same 	 JJ
should 	 MD
apply 	 VB
in 	 IN
other 	 JJ
fields 	 NNS
too 	 RB
. 	 .
350 	 CD
years 	 NNS
ago 	 RB
, 	 ,
we 	 PRP
moved 	 VBD
from 	 IN
the 	 DT
age 	 NN
of 	 IN
alchemy 	 NN
into 	 IN
chemistry 	 NN
. 	 .
The 	 DT
alchemists 	 NNS
simply 	 RB
claimed 	 VBD
that 	 IN
they 	 PRP
could 	 MD
produce 	 VB
gold 	 NN
according 	 VBG
to 	 IN
a 	 DT
secret 	 JJ
method 	 NN
. 	 .
There 	 EX
was 	 VBD
no 	 DT
possibility 	 NN
of 	 IN
checking 	 VBG
their 	 PRP$
claims 	 NNS
systematically 	 RB
. 	 .
You 	 PRP
could 	 MD
choose 	 VB
to 	 TO
believe 	 VB
them 	 PRP
, 	 ,
or 	 CC
not 	 RB
. 	 .
But 	 CC
all 	 PDT
that 	 WDT
changed 	 VBD
with 	 IN
the 	 DT
onset 	 NN
of 	 IN
chemistry 	 NN
. 	 .
We 	 PRP
began 	 VBD
to 	 TO
publish 	 VB
our 	 PRP$
methods 	 NNS
. 	 .
That 	 DT
was 	 VBD
the 	 DT
moment 	 NN
when 	 WRB
modern 	 JJ
science 	 NN
was 	 VBD
born 	 VBN
. 	 .
If 	 IN
we 	 PRP
do 	 VBP
things 	 NNS
differently 	 RB
today 	 NN
, 	 ,
then 	 RB
we 	 PRP
're 	 VBP
returning 	 VBG
to 	 IN
an 	 DT
age 	 NN
of 	 IN
alchemy 	 NN
. 	 .

 	 _SP
Of 	 IN
all 	 PDT
the 	 DT
publications 	 NNS
that 	 WDT
have 	 VBP
resulted 	 VBN
from 	 IN
SNSF 	 NNP
funding 	 NN
, 	 ,
only 	 RB
40 	 CD
percent 	 NN
are 	 VBP
freely 	 RB
available 	 JJ
. 	 .
As 	 IN
President 	 NNP
of 	 IN
the 	 DT
Research 	 NNP
Council 	 NNP
, 	 ,
are 	 VBP
you 	 PRP
OK 	 JJ
with 	 IN
that 	 DT
? 	 .

 	 _SP
No 	 UH
. 	 .
I 	 PRP
'm 	 VBP
frustrated 	 JJ
. 	 .
We 	 PRP
are 	 VBP
much 	 RB
too 	 RB
slow 	 JJ
. 	 .
Today 	 NN
, 	 ,
the 	 DT
Swiss 	 JJ
taxpayers 	 NNS
pay 	 VBP
three 	 CD
times 	 NNS
. 	 .
First 	 RB
for 	 IN
the 	 DT
actual 	 JJ
research 	 NN
, 	 ,
secondly 	 RB
for 	 IN
their 	 PRP$
subscription 	 NN
to 	 IN
the 	 DT
specialist 	 JJ
journals 	 NNS
where 	 WRB
it 	 PRP
's 	 VBZ
published 	 VBN
, 	 ,
then 	 RB
thirdly 	 RB
for 	 IN
open 	 JJ
access 	 NN
. 	 .
This 	 DT
means 	 VBZ
the 	 DT
publisher 	 NN
profits 	 NNS
twice 	 RB
. 	 .
That 	 DT
's 	 VBZ
truly 	 RB
shameful 	 JJ
. 	 .
We 	 PRP
ca 	 MD
n't 	 RB
tolerate 	 VB
it 	 PRP
. 	 .

 	 _SP
So 	 CC
what 	 WP
are 	 VBP
you 	 PRP
doing 	 VBG
about 	 IN
it 	 PRP
? 	 .

 	 _SP
The 	 DT
SNSF 	 NNP
is 	 VBZ
developing 	 VBG
a 	 DT
strategy 	 NN
in 	 IN
tandem 	 NN
with 	 IN
Swissuniversities 	 NNPS
. 	 .
We 	 PRP
want 	 VBP
to 	 TO
reach 	 VB
a 	 DT
point 	 NN
where 	 WRB
all 	 DT
papers 	 NNS
are 	 VBP
available 	 JJ
on 	 IN
open 	 JJ
access 	 NN
, 	 ,
without 	 IN
our 	 PRP$
having 	 VBG
to 	 TO
pay 	 VB
a 	 DT
further 	 JJ
fee 	 NN
for 	 IN
them 	 PRP
. 	 .
We 	 PRP
hope 	 VBP
that 	 IN
we 	 PRP
can 	 MD
conclude 	 VB
an 	 DT
agreement 	 NN
with 	 IN
the 	 DT
publishers 	 NNS
so 	 IN
that 	 IN
researchers 	 NNS
in 	 IN
Switzerland 	 NNP
can 	 MD
get 	 VB
automatic 	 JJ
open 	 JJ
access 	 NN
. 	 .

 	 _SP
How 	 WRB
do 	 VBP
you 	 PRP
want 	 VB
to 	 TO
achieve 	 VB
this 	 DT
? 	 .

 	 _SP
If 	 IN
Switzerland 	 NNP
as 	 IN
a 	 DT
centre 	 NN
of 	 IN
research 	 NN
is 	 VBZ
able 	 JJ
to 	 TO
present 	 VB
a 	 DT
united 	 JJ
front 	 NN
, 	 ,
then 	 RB
we 	 PRP
can 	 MD
go 	 VB
to 	 IN
the 	 DT
publishers 	 NNS
and 	 CC
say 	 VB
: 	 :
Either 	 CC
you 	 PRP
do 	 VBP
a 	 DT
deal 	 NN
with 	 IN
us 	 PRP
now 	 RB
, 	 ,
or 	 CC
the 	 DT
Swiss 	 JJ
research 	 NN
community 	 NN
will 	 MD
boycott 	 VB
you 	 PRP
. 	 .
That 	 DT
will 	 MD
be 	 VB
difficult 	 JJ
, 	 ,
of 	 IN
course 	 NN
. 	 .
But 	 CC
the 	 DT
Netherlands 	 NNP
have 	 VBP
managed 	 VBN
it 	 PRP
. 	 .
And 	 CC
they 	 PRP
've 	 VB
been 	 VBN
successful 	 JJ
. 	 .

 	 _SP
Is 	 VBZ
Switzerland 	 NNP
ready 	 JJ
for 	 IN
such 	 PDT
a 	 DT
step 	 NN
? 	 .

 	 _SP
The 	 DT
whole 	 JJ
situation 	 NN
is 	 VBZ
rather 	 RB
complicated 	 JJ
. 	 .
The 	 DT
many 	 JJ
different 	 JJ
researchers 	 NNS
active 	 JJ
in 	 IN
Switzerland 	 NNP
have 	 VBP
different 	 JJ
interests 	 NNS
. 	 .
We 	 PRP
're 	 VBP
still 	 RB
finding 	 VBG
it 	 PRP
a 	 DT
little 	 RB
difficult 	 JJ
to 	 TO
coordinate 	 VB
all 	 PDT
these 	 DT
interests 	 NNS
. 	 .

 	 _SP
Could 	 MD
n't 	 RB
the 	 DT
SNSF 	 NNP
simply 	 RB
compel 	 VB
researchers 	 NNS
to 	 TO
publish 	 VB
their 	 PRP$
data 	 NNS
only 	 RB
in 	 IN
open 	 JJ
- 	 HYPH
access 	 NN
journals 	 NNS
? 	 .

 	 _SP
That 	 DT
's 	 VBZ
not 	 RB
so 	 RB
simple 	 JJ
, 	 ,
because 	 IN
in 	 IN
some 	 DT
cases 	 NNS
it 	 PRP
would 	 MD
be 	 VB
bad 	 JJ
for 	 IN
their 	 PRP$
careers 	 NNS
. 	 .
Researchers 	 NNS
have 	 VBP
to 	 TO
endeavour 	 VB
to 	 TO
publish 	 VB
in 	 IN
journals 	 NNS
that 	 WDT
are 	 VBP
best 	 RBS
suited 	 JJ
to 	 IN
their 	 PRP$
results 	 NNS
. 	 .
It 	 PRP
's 	 VBZ
also 	 RB
our 	 PRP$
goal 	 NN
to 	 TO
further 	 RB
the 	 DT
careers 	 NNS
of 	 IN
our 	 PRP$
researchers 	 NNS
, 	 ,
not 	 RB
to 	 TO
hinder 	 VB
them 	 PRP
. 	 .

 	 _SP
Why 	 WRB
does 	 VBZ
n't 	 RB
EPFL 	 NNP
found 	 VBD
its 	 PRP$
own 	 JJ
specialist 	 NN
journal 	 NN
? 	 .

 	 _SP
A 	 DT
specialist 	 JJ
journal 	 NN
of 	 IN
our 	 PRP$
own 	 JJ
would 	 MD
be 	 VB
a 	 DT
very 	 RB
good 	 JJ
idea 	 NN
. 	 .
But 	 CC
it 	 PRP
's 	 VBZ
not 	 RB
something 	 NN
that 	 WDT
we 	 PRP
can 	 MD
make 	 VB
happen 	 VB
on 	 IN
a 	 DT
top 	 JJ
- 	 HYPH
down 	 RP
basis 	 NN
. 	 .
It 	 PRP
has 	 VBZ
to 	 TO
come 	 VB
from 	 IN
the 	 DT
research 	 NN
community 	 NN
itself 	 PRP
. 	 .
If 	 IN
a 	 DT
community 	 NN
decides 	 VBZ
to 	 TO
leave 	 VB
the 	 DT
traditional 	 JJ
path 	 NN
, 	 ,
it 	 PRP
will 	 MD
happen 	 VB
. 	 .
But 	 CC
I 	 PRP
'm 	 VBP
not 	 RB
the 	 DT
person 	 NN
to 	 TO
decide 	 VB
that 	 DT
. 	 .
Such 	 PDT
a 	 DT
process 	 NN
would 	 MD
require 	 VB
a 	 DT
cultural 	 JJ
shift 	 NN
among 	 IN
researchers 	 NNS
. 	 .

 	 _SP
Have 	 VBP
researchers 	 NNS
elsewhere 	 RB
already 	 RB
gone 	 VBN
down 	 RB
that 	 DT
path 	 NN
? 	 .

 	 _SP
Yes 	 UH
. 	 .
Together 	 RB
with 	 IN
other 	 JJ
researchers 	 NNS
, 	 ,
the 	 DT
famous 	 JJ
mathematician 	 NN
Timothy 	 NNP
Gowers 	 NNPS
at 	 IN
the 	 DT
University 	 NNP
of 	 IN
Cambridge 	 NNP
has 	 VBZ
founded 	 VBN
the 	 DT
journal 	 NN
' 	 ``
Discrete 	 NNP
Analysis 	 NNP
' 	 ''
. 	 .
It 	 PRP
's 	 VBZ
a 	 DT
virtual 	 JJ
journal 	 NN
. 	 .
The 	 DT
editorial 	 NN
board 	 NN
can 	 MD
concentrate 	 VB
solely 	 RB
on 	 IN
peer 	 NN
- 	 HYPH
reviewing 	 NN
because 	 IN
the 	 DT
papers 	 NNS
submitted 	 VBN
are 	 VBP
managed 	 VBN
by 	 IN
an 	 DT
external 	 JJ
company 	 NN
. 	 .
The 	 DT
costs 	 NNS
amount 	 VBP
to 	 IN
about 	 IN
ten 	 CD
francs 	 NNS
per 	 IN
manuscript 	 NN
. 	 .
So 	 RB
it 	 PRP
's 	 VBZ
a 	 DT
hundred 	 CD
to 	 IN
a 	 DT
thousand 	 CD
times 	 NNS
cheaper 	 JJR
than 	 IN
publishing 	 VBG
in 	 IN
a 	 DT
traditional 	 JJ
journal 	 NN
. 	 .

 	 _SP
In 	 IN
2012 	 CD
, 	 ,
an 	 DT
article 	 NN
in 	 IN
Nature 	 NNP
showed 	 VBD
that 	 IN
47 	 CD
of 	 IN
53 	 CD
important 	 JJ
cancer 	 NN
studies 	 NNS
were 	 VBD
not 	 RB
reproducible 	 JJ
. 	 .
How 	 WRB
is 	 VBZ
that 	 DT
possible 	 JJ
? 	 .

 	 _SP
To 	 TO
be 	 VB
fair 	 JJ
, 	 ,
we 	 PRP
have 	 VBP
to 	 TO
admit 	 VB
that 	 DT
research 	 NN
is 	 VBZ
more 	 RBR
difficult 	 JJ
in 	 IN
some 	 DT
fields 	 NNS
than 	 IN
in 	 IN
others 	 NNS
. 	 .
In 	 IN
medicine 	 NN
, 	 ,
for 	 IN
example 	 NN
, 	 ,
you 	 PRP
only 	 RB
have 	 VBP
a 	 DT
small 	 JJ
amount 	 NN
of 	 IN
data 	 NNS
because 	 IN
you 	 PRP
're 	 VBP
dealing 	 VBG
with 	 IN
real 	 JJ
people 	 NNS
. 	 .
That 	 DT
means 	 VBZ
that 	 IN
there 	 EX
are 	 VBP
often 	 RB
problems 	 NNS
with 	 IN
both 	 DT
statistics 	 NNS
and 	 CC
reproducibility 	 NN
. 	 .

 	 _SP
Nevertheless 	 RB
, 	 ,
the 	 DT
reproducibility 	 NN
crisis 	 NN
also 	 RB
affects 	 VBZ
other 	 JJ
areas 	 NNS
, 	 ,
such 	 JJ
as 	 IN
biology 	 NN
, 	 ,
where 	 WRB
you 	 PRP
can 	 MD
choose 	 VB
your 	 PRP$
volume 	 NN
of 	 IN
data 	 NNS
more 	 RBR
freely 	 RB
. 	 .

 	 _SP
I 	 PRP
've 	 VB
heard 	 VBN
well 	 RB
- 	 HYPH
known 	 VBN
professors 	 NNS
claim 	 VBP
: 	 :
" 	 ``
The 	 DT
other 	 JJ
group 	 NN
could 	 MD
n't 	 RB
reproduce 	 VB
that 	 DT
because 	 IN
they 	 PRP
're 	 VBP
not 	 RB
as 	 RB
good 	 JJ
as 	 IN
us 	 PRP
" 	 ''
. 	 .
There 	 EX
are 	 VBP
indeed 	 RB
people 	 NNS
who 	 WP
have 	 VBP
a 	 DT
real 	 JJ
knack 	 NN
– 	 :
they 	 PRP
can 	 MD
work 	 VB
with 	 IN
organisms 	 NNS
so 	 RB
well 	 RB
that 	 IN
their 	 PRP$
experiments 	 NNS
succeed 	 VBP
, 	 ,
while 	 IN
others 	 NNS
ca 	 MD
n't 	 RB
reproduce 	 VB
them 	 PRP
. 	 .
Nevertheless 	 RB
, 	 ,
I 	 PRP
think 	 VBP
that 	 IN
it 	 PRP
's 	 VBZ
a 	 DT
weakness 	 NN
, 	 ,
because 	 IN
the 	 DT
goal 	 NN
of 	 IN
science 	 NN
is 	 VBZ
absolute 	 JJ
reproducibility 	 NN
. 	 .

 	 _SP
Is 	 VBZ
n't 	 RB
it 	 PRP
just 	 RB
that 	 IN
people 	 NNS
are 	 VBP
cheating 	 VBG
? 	 .

 	 _SP
This 	 DT
can 	 MD
happen 	 VB
, 	 ,
but 	 CC
it 	 PRP
's 	 VBZ
certainly 	 RB
not 	 RB
the 	 DT
norm 	 NN
. 	 .
Here 	 RB
we 	 PRP
also 	 RB
have 	 VBP
to 	 TO
remember 	 VB
that 	 IN
researchers 	 NNS
are 	 VBP
in 	 IN
competition 	 NN
with 	 IN
each 	 DT
other 	 JJ
. 	 .
A 	 DT
bit 	 NN
too 	 RB
much 	 JJ
competition 	 NN
today 	 NN
. 	 .
The 	 DT
resulting 	 VBG
pressure 	 NN
makes 	 VBZ
researchers 	 NNS
feel 	 VB
compelled 	 VBN
to 	 TO
publish 	 VB
their 	 PRP$
work 	 NN
, 	 ,
even 	 RB
when 	 WRB
it 	 PRP
's 	 VBZ
inadequate 	 JJ
. 	 .

 	 _SP
So 	 CC
is 	 VBZ
competition 	 NN
bad 	 JJ
for 	 IN
research 	 NN
? 	 .

 	 _SP
No 	 UH
, 	 ,
I 	 PRP
would 	 MD
n't 	 RB
put 	 VB
it 	 PRP
as 	 RB
simply 	 RB
as 	 IN
that 	 DT
. 	 .
In 	 IN
science 	 NN
, 	 ,
we 	 PRP
have 	 VBP
always 	 RB
been 	 VBN
keen 	 JJ
to 	 TO
be 	 VB
the 	 DT
first 	 JJ
to 	 TO
discover 	 VB
something 	 NN
. 	 .
That 	 DT
's 	 VBZ
how 	 WRB
we 	 PRP
make 	 VBP
progress 	 NN
in 	 IN
research 	 NN
, 	 ,
by 	 IN
being 	 VBG
cleverer 	 JJR
and 	 CC
better 	 JJR
than 	 IN
the 	 DT
others 	 NNS
. 	 .
It 	 PRP
's 	 VBZ
part 	 NN
and 	 CC
parcel 	 NN
of 	 IN
research 	 NN
that 	 WDT
we 	 PRP
compete 	 VBP
against 	 IN
each 	 DT
other 	 JJ
. 	 .

 	 _SP
So 	 RB
what 	 WP
's 	 VBZ
the 	 DT
problem 	 NN
? 	 .

 	 _SP
Today 	 NN
, 	 ,
it 	 PRP
's 	 VBZ
particularly 	 RB
difficult 	 JJ
for 	 IN
young 	 JJ
people 	 NNS
to 	 TO
become 	 VB
real 	 JJ
researchers 	 NNS
. 	 .
Fifty 	 CD
years 	 NNS
ago 	 RB
, 	 ,
we 	 PRP
still 	 RB
had 	 VBD
the 	 DT
leisure 	 NN
to 	 TO
think 	 VB
differently 	 RB
about 	 IN
the 	 DT
world 	 NN
and 	 CC
to 	 TO
generate 	 VB
new 	 JJ
ideas 	 NNS
. 	 .
Today 	 NN
, 	 ,
research 	 NN
has 	 VBZ
become 	 VBN
a 	 DT
business 	 NN
. 	 .
The 	 DT
general 	 JJ
public 	 NN
, 	 ,
politicians 	 NNS
and 	 CC
the 	 DT
private 	 JJ
sector 	 NN
think 	 VBP
that 	 IN
you 	 PRP
can 	 MD
pour 	 VB
money 	 NN
into 	 IN
research 	 NN
at 	 IN
one 	 CD
end 	 NN
, 	 ,
and 	 CC
get 	 VB
useful 	 JJ
results 	 NNS
out 	 IN
of 	 IN
the 	 DT
other 	 JJ
end 	 NN
shortly 	 RB
afterwards 	 RB
. 	 .
But 	 CC
of 	 IN
course 	 NN
it 	 PRP
's 	 VBZ
not 	 RB
like 	 IN
that 	 DT
. 	 .
Research 	 NN
needs 	 VBZ
time 	 NN
and 	 CC
space 	 NN
if 	 IN
people 	 NNS
are 	 VBP
going 	 VBG
to 	 TO
be 	 VB
able 	 JJ
to 	 TO
think 	 VB
creatively 	 RB
. 	 .

 	 _SP
But 	 CC
researchers 	 NNS
have 	 VBP
it 	 PRP
good 	 JJ
at 	 IN
EPFL 	 NNP
, 	 ,
do 	 VBP
n't 	 RB
they 	 PRP
? 	 .

 	 _SP
This 	 DT
is 	 VBZ
not 	 RB
just 	 RB
a 	 DT
Swiss 	 JJ
matter 	 NN
. 	 .
Research 	 NN
is 	 VBZ
global 	 JJ
. 	 .
And 	 CC
there 	 EX
are 	 VBP
several 	 JJ
alarming 	 JJ
phenomena 	 NNS
. 	 .
In 	 IN
certain 	 JJ
Asian 	 JJ
countries 	 NNS
, 	 ,
for 	 IN
example 	 NN
, 	 ,
researchers 	 NNS
' 	 POS
wages 	 NNS
depend 	 VBP
on 	 IN
the 	 DT
specialist 	 JJ
journals 	 NNS
in 	 IN
which 	 WDT
they 	 PRP
publish 	 VBP
. 	 .
That 	 DT
's 	 VBZ
a 	 DT
dubious 	 JJ
practice 	 NN
, 	 ,
because 	 IN
it 	 PRP
almost 	 RB
encourages 	 VBZ
dishonest 	 JJ
behaviour 	 NN
. 	 .

 	 _SP
And 	 CC
does 	 VBZ
this 	 DT
have 	 VB
an 	 DT
impact 	 NN
on 	 IN
Switzerland 	 NNP
as 	 IN
a 	 DT
centre 	 NN
of 	 IN
research 	 NN
? 	 .

 	 _SP
Yes 	 UH
. 	 .
Young 	 JJ
researchers 	 NNS
feel 	 VBP
under 	 IN
pressure 	 NN
to 	 TO
publish 	 VB
. 	 .
They 	 PRP
'll 	 MD
turn 	 VB
the 	 DT
material 	 NN
for 	 IN
one 	 CD
article 	 NN
into 	 IN
three 	 CD
articles 	 NNS
, 	 ,
because 	 IN
it 	 PRP
looks 	 VBZ
better 	 RBR
on 	 IN
their 	 PRP$
publication 	 NN
list 	 NN
. 	 .
We 	 PRP
also 	 RB
see 	 VBP
this 	 DT
in 	 IN
requests 	 NNS
for 	 IN
peer 	 NN
review 	 NN
. 	 .
There 	 EX
's 	 VBZ
been 	 VBN
a 	 DT
huge 	 JJ
increase 	 NN
in 	 IN
recent 	 JJ
years 	 NNS
. 	 .
The 	 DT
whole 	 JJ
system 	 NN
is 	 VBZ
being 	 VBG
swamped 	 VBN
. 	 .
And 	 CC
quality 	 NN
considerations 	 NNS
naturally 	 RB
get 	 VBP
left 	 VBN
behind 	 RB
. 	 .

 	 _SP
How 	 WRB
can 	 MD
open 	 VB
science 	 NN
improve 	 VB
the 	 DT
current 	 JJ
system 	 NN
? 	 .

 	 _SP
If 	 IN
we 	 PRP
shift 	 VBP
to 	 TO
open 	 VB
science 	 NN
, 	 ,
then 	 RB
we 	 PRP
'll 	 MD
produce 	 VB
fewer 	 JJR
, 	 ,
but 	 CC
better 	 JJR
- 	 HYPH
quality 	 NN
papers 	 NNS
. 	 .
And 	 CC
they 	 PRP
can 	 MD
be 	 VB
reviewed 	 VBN
quicker 	 RBR
because 	 IN
everything 	 NN
is 	 VBZ
documented 	 VBN
. 	 .

 	 _SP
You 	 PRP
're 	 VBP
the 	 DT
next 	 JJ
EPFL 	 NNP
president 	 NN
. 	 .
What 	 WDT
concrete 	 JJ
measures 	 NNS
are 	 VBP
you 	 PRP
planning 	 VBG
so 	 IN
as 	 IN
to 	 TO
promote 	 VB
open 	 JJ
science 	 NN
there 	 RB
? 	 .

 	 _SP
In 	 IN
those 	 DT
research 	 NN
fields 	 NNS
that 	 WDT
have 	 VBP
already 	 RB
taken 	 VBN
major 	 JJ
steps 	 NNS
into 	 IN
open 	 JJ
science 	 NN
, 	 ,
I 	 PRP
want 	 VBP
to 	 TO
promote 	 VB
a 	 DT
research 	 NN
culture 	 NN
in 	 IN
which 	 WDT
other 	 JJ
fields 	 NNS
are 	 VBP
encouraged 	 VBN
to 	 TO
join 	 VB
them 	 PRP
. 	 .
We 	 PRP
're 	 VBP
providing 	 VBG
an 	 DT
online 	 JJ
tool 	 NN
for 	 IN
this 	 DT
. 	 .
It 	 PRP
allows 	 VBZ
researchers 	 NNS
to 	 TO
upload 	 VB
their 	 PRP$
data 	 NNS
easily 	 RB
and 	 CC
let 	 VB
others 	 NNS
see 	 VB
it 	 PRP
. 	 .
Third 	 JJ
parties 	 NNS
can 	 MD
then 	 RB
check 	 VB
it 	 PRP
. 	 .
But 	 CC
this 	 DT
tool 	 NN
is 	 VBZ
also 	 RB
intended 	 VBN
to 	 TO
promote 	 VB
collaboration 	 NN
between 	 IN
different 	 JJ
research 	 NN
fields 	 NNS
. 	 .
In 	 IN
the 	 DT
environmental 	 JJ
sciences 	 NNS
, 	 ,
for 	 IN
example 	 NN
, 	 ,
people 	 NNS
are 	 VBP
n't 	 RB
necessarily 	 RB
accustomed 	 JJ
to 	 IN
dealing 	 VBG
with 	 IN
large 	 JJ
volumes 	 NNS
of 	 IN
data 	 NNS
. 	 .
Here 	 RB
, 	 ,
the 	 DT
mathematicians 	 NNS
or 	 CC
computer 	 NN
scientists 	 NNS
could 	 MD
help 	 VB
them 	 PRP
out 	 RP
. 	 .

 	 _SP
How 	 WRB
can 	 MD
you 	 PRP
convince 	 VB
young 	 JJ
researchers 	 NNS
about 	 IN
the 	 DT
value 	 NN
of 	 IN
open 	 JJ
science 	 NN
? 	 .

 	 _SP
I 	 PRP
tell 	 VBP
them 	 PRP
: 	 :
The 	 DT
most 	 RBS
important 	 JJ
thing 	 NN
for 	 IN
your 	 PRP$
career 	 NN
is 	 VBZ
that 	 IN
your 	 PRP$
work 	 NN
has 	 VBZ
a 	 DT
big 	 JJ
impact 	 NN
. 	 .
If 	 IN
you 	 PRP
place 	 VBP
your 	 PRP$
data 	 NNS
online 	 RB
, 	 ,
your 	 PRP$
work 	 NN
will 	 MD
become 	 VB
more 	 RBR
visible 	 JJ
and 	 CC
people 	 NNS
will 	 MD
also 	 RB
trust 	 VB
you 	 PRP
. 	 .
And 	 CC
that 	 DT
will 	 MD
help 	 VB
your 	 PRP$
work 	 NN
to 	 TO
have 	 VB
a 	 DT
bigger 	 JJR
impact 	 NN
. 	 .
I 	 PRP
ca 	 MD
n't 	 RB
compel 	 VB
them 	 PRP
to 	 TO
embrace 	 VB
it 	 PRP
. 	 .
It 	 PRP
's 	 VBZ
something 	 NN
they 	 PRP
have 	 VBP
to 	 TO
realise 	 VB
by 	 IN
themselves 	 PRP
. 	 .
