Title 	 NE
. 	 $.
Jeder 	 PIAT
Arbeitsschritt 	 NN
, 	 $,
der 	 PRELS
zu 	 APPR
einem 	 ART
Resultat 	 NN
führte 	 VVFIN
, 	 $,
ist 	 VAFIN
beschrieben 	 VVPP
, 	 $,
damit 	 KOUS
er 	 PPER
von 	 APPR
anderen 	 ADJA
nachvollzogen 	 VVPP
werden 	 VAINF
kann 	 VMFIN
. 	 $.
Das 	 PDS
führt 	 VVFIN
dazu 	 PROAV
, 	 $,
dass 	 KOUS
generell 	 ADJD
weniger 	 PIAT
Papers 	 NN
publiziert 	 VVPP
werden 	 VAINF
und 	 KON
dass 	 KOUS
gleichzeitig 	 ADJD
deren 	 PDS
Qualität 	 NN
steigt 	 VVFIN
. 	 $.
Forschung 	 NN
wird 	 VAFIN
damit 	 PROAV
auch 	 ADV
übersichtlicher 	 ADJD
. 	 $.

 	 _SP
Wie 	 PWAV
gehen 	 VVFIN
Sie 	 PPER
dabei 	 PROAV
konkret 	 ADJD
vor 	 PTKVZ
? 	 $.

 	 _SP
Wir 	 PPER
publizieren 	 VVFIN
immer 	 ADV
noch 	 ADV
in 	 APPR
den 	 ART
traditionellen 	 ADJA
Journals 	 NN
. 	 $.
Doch 	 KON
bereits 	 ADV
während 	 KOUS
wir 	 PPER
das 	 ART
Paper 	 NN
einreichen 	 VVFIN
, 	 $,
stellen 	 VVFIN
wir 	 PPER
alle 	 PIAT
Daten 	 NN
auf 	 APPR
unseren 	 PPOSAT
Server 	 NN
. 	 $.
Sobald 	 KOUS
der 	 ART
Artikel 	 NN
akzeptiert 	 VVPP
wird 	 VAFIN
, 	 $,
stellen 	 VVFIN
wir 	 PPER
auch 	 ADV
dieses 	 PDAT
online 	 NN
frei 	 ADJD
zur 	 APPRART
Verfügung 	 NN
. 	 $.

 	 _SP
Sollte 	 VMFIN
ein 	 ART
Forscher 	 NN
nicht 	 PTKNEG
das 	 ART
Recht 	 NN
haben 	 VAINF
, 	 $,
seine 	 PPOSAT
Laborrezepte 	 NN
für 	 APPR
sich 	 PRF
zu 	 PTKZU
behalten 	 VVINF
? 	 $.

 	 _SP
In 	 APPR
meinem 	 PPOSAT
Feld 	 NN
sicher 	 ADV
nicht 	 PTKNEG
. 	 $.
Aber 	 KON
auch 	 ADV
für 	 APPR
andere 	 ADJA
Wissenschaftszweige 	 NN
als 	 KOKOM
die 	 ART
Computerwissenschaften 	 NN
ist 	 VAFIN
das 	 PDS
fragwürdig 	 ADJD
. 	 $.
Vor 	 APPR
350 	 CARD
Jahren 	 NN
haben 	 VAFIN
wir 	 PPER
die 	 ART
Wende 	 NN
von 	 APPR
der 	 ART
Alchemie 	 NN
zur 	 APPRART
Chemie 	 NN
vollzogen 	 VVPP
. 	 $.
Die 	 ART
Alchemisten 	 NN
behaupteten 	 VVFIN
einfach 	 ADV
, 	 $,
nach 	 APPR
einer 	 ART
geheimen 	 ADJA
Methode 	 NN
Gold 	 NN
produziert 	 VVPP
zu 	 PTKZU
haben 	 VAINF
. 	 $.
Es 	 PPER
gab 	 VVFIN
keine 	 PIAT
Möglichkeit 	 NN
, 	 $,
die 	 ART
Behauptung 	 NN
systematisch 	 ADJD
zu 	 PTKZU
überprüfen 	 VVINF
. 	 $.
Man 	 PIS
konnte 	 VMFIN
es 	 PPER
glauben 	 VVINF
oder 	 KON
auch 	 ADV
nicht 	 PTKNEG
glauben 	 VVINF
. 	 $.
Doch 	 KON
mit 	 APPR
der 	 ART
Chemie 	 NN
änderte 	 VVFIN
sich 	 PRF
das 	 PDS
. 	 $.
Wir 	 PPER
begannen 	 VVFIN
unsere 	 PPOSAT
Methoden 	 NN
zu 	 PTKZU
publizieren 	 VVINF
. 	 $.
Das 	 PDS
war 	 VAFIN
die 	 ART
Geburtsstunde 	 NN
der 	 ART
modernen 	 ADJA
Wissenschaften 	 NN
. 	 $.
Wenn 	 KOUS
wir 	 PPER
es 	 PPER
heute 	 ADV
anders 	 ADV
machen 	 VVFIN
, 	 $,
bewegen 	 VVFIN
wir 	 PPER
uns 	 PRF
wieder 	 ADV
zurück 	 ADV
zur 	 APPRART
Alchemie 	 NN
. 	 $.

 	 _SP
Nur 	 ADV
40 	 CARD
Prozent 	 NN
der 	 ART
Publikationen 	 NN
, 	 $,
die 	 PRELS
über 	 APPR
Beiträge 	 NN
des 	 ART
Schweizerischen 	 ADJA
Nationalfonds 	 NN
entstanden 	 VVPP
sind 	 VAFIN
, 	 $,
sind 	 VAFIN
frei 	 ADJD
zugänglich 	 ADJD
. 	 $.
Sind 	 VAFIN
Sie 	 PPER
als 	 APPR
Forschungsratspräsident 	 NN
zufrieden 	 ADJD
damit 	 PROAV
? 	 $.

 	 _SP
Nein 	 PTKANT
. 	 $.
Ich 	 PPER
bin 	 VAFIN
frustriert 	 VVPP
. 	 $.
Wir 	 PPER
sind 	 VAFIN
viel 	 ADV
zu 	 PTKA
langsam 	 ADJD
. 	 $.
Heute 	 ADV
zahlt 	 VVFIN
der 	 ART
Schweizer 	 ADJA
Steuerzahler 	 NN
drei 	 CARD
Mal 	 NN
. 	 $.
Das 	 ART
erste 	 ADJA
Mal 	 NN
für 	 APPR
die 	 ART
Forschung 	 NN
, 	 $,
das 	 ART
zweite 	 ADJA
Mal 	 NN
für 	 APPR
das 	 ART
Abonnement 	 NN
der 	 ART
Fachzeitschrift 	 NN
und 	 KON
das 	 ART
dritte 	 ADJA
Mal 	 NN
für 	 APPR
die 	 ART
Open-Access-Gebühr 	 NN
. 	 $.
Dabei 	 PROAV
schöpft 	 VVFIN
der 	 ART
Verlag 	 NN
zwei 	 CARD
Mal 	 NN
einen 	 ART
Gewinn 	 NN
ab 	 PTKVZ
. 	 $.
Das 	 PDS
ist 	 VAFIN
sehr 	 ADV
beschämend 	 ADJD
. 	 $.
Das 	 PDS
können 	 VMFIN
wir 	 PPER
nicht 	 PTKNEG
tolerieren 	 VVINF
. 	 $.

 	 _SP
Was 	 PWS
unternehmen 	 VVFIN
Sie 	 PPER
dagegen 	 PROAV
? 	 $.
Der 	 ART
SNF 	 NE
arbeitet 	 VVFIN
zusammen 	 ADV
mit 	 APPR
Swissuniversities 	 NN
an 	 APPR
einer 	 ART
Strategie 	 NN
. 	 $.
Wir 	 PPER
wollen 	 VMFIN
erreichen 	 VVINF
, 	 $,
dass 	 KOUS
alle 	 PIAT
Papers 	 NN
Open 	 NE
Access 	 FM
erhältlich 	 ADJD
sind 	 VAFIN
, 	 $,
und 	 KON
zwar 	 ADV
ohne 	 APPR
dass 	 KOUS
wir 	 PPER
nochmals 	 ADV
eine 	 ART
Gebühr 	 NN
dafür 	 PROAV
entrichten 	 VVINF
müssen 	 VMFIN
. 	 $.
Wir 	 PPER
hoffen 	 VVFIN
, 	 $,
dass 	 KOUS
wir 	 PPER
eine 	 ART
Vereinbarung 	 NN
mit 	 APPR
den 	 ART
Verlagen 	 NN
treffen 	 VVINF
können 	 VMINF
, 	 $,
damit 	 KOUS
Forscher 	 NN
in 	 APPR
der 	 ART
Schweiz 	 NE
automatisch 	 ADJD
Open 	 FM
Access 	 FM
erhalten 	 VVINF
. 	 $.

 	 _SP
Wie 	 PWAV
wollen 	 VMFIN
Sie 	 PPER
das 	 PDS
erreichen 	 VVINF
? 	 $.

 	 _SP
Wenn 	 KOUS
der 	 ART
Forschungsplatz 	 NN
Schweiz 	 NE
geschlossen 	 VVPP
auftritt 	 VVFIN
, 	 $,
dann 	 ADV
könnten 	 VMFIN
wir 	 PPER
zu 	 APPR
den 	 ART
Verlagen 	 NN
gehen 	 VVINF
und 	 KON
sagen 	 VVINF
: 	 $.
Entweder 	 KON
macht 	 VVFIN
ihr 	 PPER
mit 	 APPR
uns 	 PPER
jetzt 	 ADV
einen 	 ART
Deal 	 NN
, 	 $,
oder 	 KON
die 	 ART
Schweizer 	 ADJA
Forschergemeinde 	 NN
wird 	 VAFIN
euch 	 PPER
boykottieren 	 VVINF
. 	 $.
Das 	 PDS
ist 	 VAFIN
natürlich 	 ADV
schwierig 	 ADJD
. 	 $.
Aber 	 KON
die 	 ART
Niederlande 	 NE
haben 	 VAFIN
das 	 PDS
geschafft 	 VVPP
. 	 $.
Und 	 KON
sie 	 PPER
waren 	 VAFIN
erfolgreich 	 ADJD
damit 	 PROAV
. 	 $.

 	 _SP
Ist 	 VAFIN
die 	 ART
Schweiz 	 NE
bereit 	 ADJD
für 	 APPR
diesen 	 PDAT
Schritt 	 NN
? 	 $.

 	 _SP
Die 	 ART
ganze 	 ADJA
Sache 	 NN
ist 	 VAFIN
etwas 	 ADV
kompliziert 	 ADJD
. 	 $.
Verschiedene 	 ADJA
Akteure 	 NN
auf 	 APPR
dem 	 ART
Forschungsplatz 	 NN
Schweiz 	 NE
haben 	 VAFIN
unterschiedliche 	 ADJA
Interessen 	 NN
. 	 $.
Wir 	 PPER
tun 	 VVFIN
uns 	 PRF
bei 	 APPR
der 	 ART
Koordination 	 NN
dieser 	 PDAT
Interessen 	 NN
noch 	 ADV
ein 	 ART
wenig 	 PIS
schwer 	 ADJD
. 	 $.

 	 _SP
Könnte 	 VMFIN
der 	 ART
SNF 	 NE
die 	 ART
Forschenden 	 NN
nicht 	 PTKNEG
einfach 	 ADV
dazu 	 PROAV
zwingen 	 VVINF
, 	 $,
ihre 	 PPOSAT
Daten 	 NN
nur 	 ADV
noch 	 ADV
bei 	 APPR
Open 	 FM
Access 	 FM
Journals 	 ADV
zu 	 PTKZU
publizieren 	 VVINF
? 	 $.

 	 _SP
Dies 	 PDS
ist 	 VAFIN
nicht 	 PTKNEG
so 	 ADV
einfach 	 ADJD
, 	 $,
denn 	 KON
das 	 PDS
wäre 	 VAFIN
unter 	 APPR
Umständen 	 NN
schlecht 	 ADJD
für 	 APPR
ihre 	 PPOSAT
Karriere 	 NN
. 	 $.
Ein 	 ART
Forscher 	 NN
muss 	 VVFIN
möglichst 	 ADV
in 	 APPR
einer 	 ART
Zeitschrift 	 NN
publizieren 	 VVINF
, 	 $,
die 	 PRELS
am 	 PTKA
besten 	 ADJD
zu 	 APPR
seinen 	 PPOSAT
Resultaten 	 NN
passt 	 VVFIN
. 	 $.
Unser 	 PPOSAT
Ziel 	 NN
ist 	 VAFIN
es 	 PPER
auch 	 ADV
, 	 $,
die 	 ART
Karrieren 	 NN
der 	 ART
Forschenden 	 NN
zu 	 PTKZU
fördern 	 VVINF
, 	 $,
und 	 KON
nicht 	 PTKNEG
, 	 $,
sie 	 PPER
zu 	 PTKZU
behindern 	 VVINF
. 	 $.

 	 _SP
Warum 	 PWAV
gründet 	 VVFIN
die 	 ART
EPFL 	 NE
nicht 	 PTKNEG
ihr 	 PPOSAT
eigenes 	 ADJA
Fachmagazin 	 NN
? 	 $.

 	 _SP
Ein 	 ART
eigenes 	 ADJA
Fachmagazin 	 NN
ist 	 VAFIN
eine 	 ART
sehr 	 ADV
gute 	 ADJA
Idee 	 NN
. 	 $.
Aber 	 KON
das 	 PDS
ist 	 VAFIN
nicht 	 PTKNEG
etwas 	 PIS
, 	 $,
das 	 PRELS
wir 	 PPER
von 	 APPR
oben 	 ADV
herab 	 ADV
befehlen 	 VVINF
können 	 VMINF
. 	 $.
Das 	 ART
muss 	 NN
von 	 APPR
der 	 ART
Forschergemeinde 	 NN
selbst 	 ADV
kommen 	 VVINF
. 	 $.
Wenn 	 KOUS
eine 	 ART
Gemeinschaft 	 NN
sich 	 PRF
dafür 	 PROAV
entscheidet 	 VVFIN
, 	 $,
den 	 ART
traditionellen 	 ADJA
Weg 	 NN
zu 	 PTKZU
verlassen 	 VVINF
, 	 $,
dann 	 ADV
wird 	 VAFIN
es 	 PPER
passieren 	 VVINF
. 	 $.
Aber 	 KON
ich 	 PPER
bin 	 VAFIN
nicht 	 PTKNEG
der 	 PDS
, 	 $,
der 	 PRELS
das 	 PDS
entscheidet 	 VVFIN
. 	 $.
Für 	 APPR
einen 	 ART
solchen 	 PIAT
Prozess 	 NN
braucht 	 VVFIN
es 	 PPER
einen 	 ART
kulturellen 	 ADJA
Wandel 	 NN
bei 	 APPR
den 	 ART
Forschenden 	 NN
. 	 $.

 	 _SP
Sind 	 VAFIN
Forscher 	 NN
anderswo 	 ADV
schon 	 ADV
diesen 	 PDAT
Weg 	 NN
gegangen 	 VVPP
? 	 $.

 	 _SP
Ja 	 PTKANT
. 	 $.
Der 	 ART
berühmte 	 ADJA
Mathematiker 	 NN
Timothy 	 NE
Gowers 	 NE
von 	 APPR
der 	 ART
Universität 	 NN
Cambridge 	 NE
hat 	 VAFIN
zusammen 	 ADV
mit 	 APPR
anderen 	 ADJA
Forschenden 	 NN
das 	 ART
Journal 	 NE
" 	 $(
Discrete 	 ADJA
Analysis 	 NN
" 	 $(
gegründet 	 VVPP
. 	 $.
Das 	 PDS
ist 	 VAFIN
ein 	 ART
virtuelles 	 ADJA
Journal 	 NN
. 	 $.
Das 	 ART
Editorial 	 NN
Board 	 NE
kann 	 VMFIN
sich 	 PRF
ganz 	 ADV
auf 	 APPR
das 	 ART
Peer-Review 	 NN
konzentrieren 	 VVINF
, 	 $,
weil 	 KOUS
die 	 ART
Verwaltung 	 NN
der 	 ART
eingehenden 	 ADJA
Papers 	 NN
von 	 APPR
einer 	 ART
externen 	 ADJA
Firma 	 NN
übernommen 	 VVPP
wird 	 VAFIN
. 	 $.
Die 	 ART
Kosten 	 NN
belaufen 	 VVFIN
sich 	 PRF
auf 	 APPR
rund 	 ADV
zehn 	 CARD
Franken 	 NN
pro 	 APPR
Manuskript 	 NN
. 	 $.
Es 	 PPER
kostet 	 VVFIN
also 	 ADV
hundert 	 CARD
bis 	 KON
tausend 	 CARD
Mal 	 NN
weniger 	 PIS
als 	 KOKOM
die 	 ART
Publikation 	 NN
in 	 APPR
einem 	 ART
traditionellen 	 ADJA
Journal 	 NN
. 	 $.
