Title 	 NE
Datenbanken 	 NN
nieder 	 PTKVZ
. 	 $.
Soweit 	 KOUS
die 	 ART
Utopie 	 NN
der 	 ART
Open 	 FM
Science 	 NE
. 	 $.

 	 _SP
Kommt 	 VVFIN
jetzt 	 ADV
die 	 ART
gläserne 	 ADJA
Forschung 	 NN
? 	 $.
Ganz 	 ADV
so 	 ADV
einfach 	 ADJD
entwickeln 	 VVFIN
sich 	 PRF
die 	 ART
Dinge 	 NN
wohl 	 ADV
nicht 	 PTKNEG
. 	 $.
Denn 	 KON
manchmal 	 ADV
fehlt 	 VVFIN
das 	 ART
liebe 	 ADJA
Geld 	 NN
. 	 $.
Manchmal 	 ADV
ist 	 VAFIN
niemand 	 PIS
in 	 APPR
der 	 ART
Lage 	 NN
, 	 $,
eine 	 ART
erforderliche 	 ADJA
Datenbank 	 NN
anzulegen 	 VVIZU
. 	 $.
Oder 	 KON
Wissenschaftler 	 NN
zögern 	 VVFIN
, 	 $,
ihre 	 PPOSAT
Daten 	 NN
offenzulegen 	 VVIZU
, 	 $,
weil 	 KOUS
sie 	 PPER
fürchten 	 VVFIN
, 	 $,
die 	 ART
Konkurrenz 	 NN
könnte 	 VMFIN
die 	 ART
Idee 	 NN
klauen 	 ADJA
und 	 KON
schneller 	 ADJD
publizieren 	 VVINF
. 	 $.

 	 _SP
Unterschätzter 	 NN
Aufwand 	 NE

 	 _SP
Die 	 ART
Erfolge 	 NN
mit 	 APPR
der 	 ART
Offenlegung 	 NN
von 	 APPR
Forschungsdaten 	 NN
, 	 $,
die 	 ART
Big 	 NE
Science 	 NE
vorzuweisen 	 VVIZU
vermag 	 VVFIN
– 	 $(
sei 	 VAFIN
es 	 PPER
am 	 APPRART
Kernforschungszentrum 	 NN
Cern 	 NE
, 	 $,
sei 	 VAFIN
es 	 PPER
in 	 APPR
der 	 ART
Genforschung 	 NN
– 	 $(
, 	 $,
können 	 VMFIN
täuschen 	 VVINF
. 	 $.
In 	 APPR
vielen 	 PIAT
Bereichen 	 NN
ausserhalb 	 ADJD
von 	 APPR
Grossprojekten 	 NN
bestehen 	 VVFIN
noch 	 ADV
starke 	 ADJA
Hemmnisse 	 NN
. 	 $.
Die 	 ART
Freigabe 	 NN
von 	 APPR
Daten 	 NN
zu 	 PTKZU
fordern 	 VVINF
ist 	 VAFIN
leicht 	 ADJD
. 	 $.
Doch 	 KON
einzelne 	 ADJA
Forscher 	 NN
, 	 $,
die 	 PRELS
nicht 	 PTKNEG
die 	 ART
Mittel 	 NN
und 	 KON
Expertise 	 NN
haben 	 VAFIN
, 	 $,
verzweifeln 	 VVFIN
an 	 APPR
der 	 ART
Aufgabe 	 NN
. 	 $.
Da 	 KOUS
Einzelforscher 	 NN
und 	 KON
kleine 	 ADJA
Gruppen 	 NN
Schwierigkeiten 	 NN
mit 	 APPR
der 	 ART
Offenlegung 	 NN
haben 	 VAFIN
, 	 $,
können 	 VMFIN
ihre 	 PPOSAT
Daten 	 NN
oft 	 ADV
nicht 	 PTKNEG
oder 	 KON
nur 	 ADV
schwer 	 ADJD
von 	 APPR
anderen 	 ADJA
Wissenschaftlern 	 NN
genutzt 	 VVPP
werden 	 VAINF
. 	 $.
" 	 $(
Vielen 	 PIS
fehlt 	 VVFIN
die 	 ART
Zeit 	 NN
und 	 KON
die 	 ART
Kenntnis 	 NN
, 	 $,
um 	 KOUI
die 	 ART
Daten 	 NN
ausreichend 	 ADJD
zu 	 PTKZU
dokumentieren 	 VVINF
und 	 KON
bereitzustellen 	 VVIZU
" 	 $(
, 	 $,
sagt 	 VVFIN
Benedikt 	 NE
Fecher 	 NE
. 	 $.
Der 	 ART
Doktorand 	 NN
am 	 APPRART
Deutschen 	 ADJA
Institut 	 NN
für 	 APPR
Wirtschaftsforschung 	 NN
sowie 	 KON
am 	 APPRART
Alexander 	 NE
von 	 APPR
Humboldt 	 NE
Institut 	 NN
für 	 APPR
Internet 	 NN
und 	 KON
Gesellschaft 	 NN
in 	 APPR
Berlin 	 NE
hat 	 VAFIN
die 	 ART
Einstellung 	 NN
der 	 ART
Forscher 	 NN
zu 	 APPR
Open 	 NE
Science 	 NN
erkundet 	 VVPP
. 	 $.

 	 _SP
In 	 APPR
den 	 ART
USA 	 NE
und 	 KON
in 	 APPR
Europa 	 NE
haben 	 VAFIN
sich 	 PRF
die 	 ART
Organisationen 	 NN
zur 	 APPRART
Forschungsförderung 	 NN
auf 	 APPR
die 	 ART
Fahnen 	 NN
geschrieben 	 VVPP
, 	 $,
die 	 ART
Offenlegung 	 NN
von 	 APPR
Daten 	 NN
voranzutreiben 	 VVIZU
. 	 $.
Dazu 	 PROAV
genügt 	 VVFIN
es 	 PPER
aber 	 ADV
nicht 	 PTKNEG
, 	 $,
Open-Science-Standards 	 NN
zu 	 PTKZU
diktieren 	 VVINF
. 	 $.
Forscher 	 NN
benötigen 	 VVFIN
auch 	 ADV
organisatorische 	 ADJA
, 	 $,
finanzielle 	 ADJA
und 	 KON
personelle 	 ADJA
Unterstützung 	 NN
– 	 $(
wie 	 PWAV
sie 	 PPER
zum 	 APPRART
Beispiel 	 NN
das 	 ART
Schweizer 	 ADJA
Kompetenzzentrum 	 NN
Sozialwissenschaften 	 NN
( 	 $(
FORS 	 NE
) 	 $(
leistet 	 VVFIN
. 	 $.
Die 	 ART
Institution 	 NN
hilft 	 VVFIN
bei 	 APPR
der 	 ART
Aufbereitung 	 NN
, 	 $,
Dokumentation 	 NN
und 	 KON
Speicherung 	 NN
sozialwissenschaftlicher 	 ADJA
Forschungsdaten 	 NN
und 	 KON
stellt 	 VVFIN
die 	 ART
nötige 	 ADJA
Infrastruktur 	 NN
zur 	 APPRART
Verfügung 	 NN
. 	 $.
Wissenschaftler 	 NN
können 	 VMFIN
sich 	 PRF
zum 	 APPRART
Beispiel 	 NN
in 	 APPR
Workshops 	 NN
weiterbilden 	 VVPP
und 	 KON
für 	 APPR
das 	 ART
Datenmanagement 	 NN
auf 	 APPR
Online-Tools 	 NN
zugreifen 	 VVINF
. 	 $.

 	 _SP
In 	 APPR
den 	 ART
Naturwissenschaften 	 NN
ist 	 VAFIN
Open 	 NE
Data 	 NE
schon 	 ADV
etabliert 	 VVPP
, 	 $,
doch 	 KON
Sozialwissenschaftler 	 NN
fremdeln 	 VVFIN
noch 	 ADV
mit 	 APPR
dem 	 ART
Konzept 	 NN
. 	 $.
Das 	 PDS
liegt 	 VVFIN
zwar 	 ADV
auch 	 ADV
daran 	 PROAV
, 	 $,
dass 	 KOUS
sie 	 PPER
meistens 	 ADV
mit 	 APPR
personenbezogenen 	 ADJA
Daten 	 NN
arbeiten 	 VVFIN
, 	 $,
die 	 PRELS
dem 	 ART
Datenschutz 	 NN
unterliegen 	 VVFIN
– 	 $(
aber 	 KON
nicht 	 PTKNEG
nur 	 ADV
. 	 $.
Generell 	 ADJD
seien 	 VAFIN
Sozialwissenschaftler 	 NN
oft 	 ADV
nicht 	 PTKNEG
daran 	 PROAV
gewöhnt 	 VVPP
, 	 $,
Daten 	 NN
standardisiert 	 VVPP
zu 	 PTKZU
dokumentieren 	 VVINF
, 	 $,
benennt 	 VVFIN
Alexandra 	 NE
Stam 	 NE
, 	 $,
Leiterin 	 NN
der 	 ART
FORS-Gruppe 	 NN
" 	 $(
Data 	 NE
Promotion 	 NN
" 	 $(
, 	 $,
eines 	 PIS
der 	 ART
Probleme 	 NN
: 	 $.
" 	 $(
Viele 	 PIAT
Forscher 	 NN
realisieren 	 VVFIN
nicht 	 PTKNEG
, 	 $,
dass 	 KOUS
ihre 	 PPOSAT
Daten 	 NN
nach 	 APPR
der 	 ART
eigentlichen 	 ADJA
Arbeit 	 NN
weiterleben 	 VVINF
können 	 VMFIN
. 	 $.
" 	 $(
Auf 	 APPR
diese 	 PDAT
Weise 	 NN
gingen 	 VVFIN
viele 	 PIAT
potenziell 	 ADJD
wertvolle 	 ADJA
Daten 	 NN
und 	 KON
wichtige 	 ADJA
Details 	 NN
unnötigerweise 	 ADV
verloren 	 VVPP
. 	 $.

 	 _SP
Die 	 ART
Ursachen 	 NN
für 	 APPR
die 	 ART
Misere 	 NN
liegen 	 VVFIN
unter 	 APPR
anderem 	 PIS
in 	 APPR
der 	 ART
Ausbildung 	 NN
. 	 $.
Datenmanagement 	 NN
werde 	 VAFIN
im 	 APPRART
Studium 	 NN
nicht 	 PTKNEG
formal 	 ADJD
gelehrt 	 VVPP
, 	 $,
sagt 	 VVFIN
die 	 ART
Expertin 	 NN
. 	 $.
Oft 	 ADV
würden 	 VAFIN
Forscher 	 NN
es 	 PPER
verpassen 	 VVINF
, 	 $,
die 	 ART
Daten 	 NN
bereits 	 ADV
während 	 APPR
des 	 ART
Projekts 	 NN
zu 	 PTKZU
dokumentieren 	 VVINF
. 	 $.
Stattdessen 	 PROAV
fingen 	 VVFIN
sie 	 PPER
erst 	 ADV
damit 	 PROAV
an 	 PTKVZ
, 	 $,
wenn 	 KOUS
sich 	 PRF
das 	 ART
Vorhaben 	 NN
dem 	 ART
Ende 	 NN
zuneige 	 VVFIN
. 	 $.

 	 _SP
In 	 APPR
manchen 	 PIAT
Ländern 	 NN
, 	 $,
etwa 	 ADV
in 	 APPR
den 	 ART
USA 	 NE
und 	 KON
im 	 APPRART
Vereinigten 	 ADJA
Königreich 	 NN
, 	 $,
muss 	 VVFIN
ein 	 ART
Plan 	 NN
zum 	 APPRART
Datenmanagement 	 NN
oft 	 ADV
schon 	 ADV
mit 	 APPR
dem 	 ART
Antrag 	 NN
zur 	 APPRART
Forschungsförderung 	 NN
erstellt 	 VVPP
werden 	 VAINF
. 	 $.
In 	 APPR
der 	 ART
Schweiz 	 NE
ist 	 VAFIN
das 	 PDS
noch 	 ADV
nicht 	 PTKNEG
der 	 ART
Fall 	 NN
. 	 $.
Stam 	 NE
hofft 	 VVFIN
, 	 $,
dies 	 PDS
werde 	 VAFIN
bald 	 ADV
kommen 	 VVINF
. 	 $.
Darüber 	 PROAV
hinaus 	 APZR
hat 	 VAFIN
es 	 PPER
sich 	 PRF
als 	 APPR
essenziell 	 ADJD
erwiesen 	 VVPP
, 	 $,
einmal 	 ADV
dokumentierte 	 ADJA
und 	 KON
offengelegte 	 ADJA
Daten 	 NN
in 	 APPR
dauerhaften 	 ADJA
Datenbanken 	 NN
zu 	 PTKZU
speichern 	 VVINF
. 	 $.
Sonst 	 ADV
hängt 	 VVFIN
deren 	 PDS
Pflege 	 NN
nach 	 APPR
Ablauf 	 NN
eines 	 ART
Projekts 	 NN
in 	 APPR
der 	 ART
Luft 	 NN
. 	 $.

 	 _SP
Die 	 ART
Online­ 	 NE
Wandtafel 	 NN
: 	 $.
Mathematiker 	 NN
wie 	 KOKOM
Emmanuel 	 NE
Kowalski 	 NE
von 	 APPR
der 	 ART
ETH 	 NE
Zürich 	 NE
legen 	 VVFIN
Probleme 	 NN
vor 	 PTKVZ
, 	 $,
diskutieren 	 VVFIN
sie 	 PPER
und 	 KON
lösen 	 VVFIN
sie 	 PPER
gemeinsam 	 ADJD
. 	 $.
Das 	 ART
Projekt 	 NN
Polymath 	 NE
funktioniert 	 VVFIN
wie 	 KOKOM
ein 	 ART
Blog 	 NN
: 	 $.
Es 	 PPER
ist 	 VAFIN
offen 	 ADJD
für 	 APPR
alle 	 PIS
und 	 KON
nährt 	 VVFIN
sich 	 PRF
von 	 APPR
der 	 ART
Diskussion 	 NN
in 	 APPR
Form 	 NN
von 	 APPR
Kommentaren 	 NN
. 	 $.
Statt 	 APPR
ihre 	 PPOSAT
Forschungsprojekte 	 NN
geheim 	 ADJD
zu 	 PTKZU
halten 	 VVINF
, 	 $,
bündeln 	 VVFIN
die 	 ART
Forscher 	 NN
spontan 	 ADJD
ihre 	 PPOSAT
Kräfte 	 NN
. 	 $.
| 	 NE
Bild 	 NN
: 	 $.
Valérie 	 NN
Chételat 	 NN

 	 _SP
Prinzipiell 	 ADJD
ja 	 PTKANT
, 	 $,
aber 	 KON
… 	 $(

 	 _SP
Zu 	 APPR
viel 	 PIAT
Optimismus 	 NN
ist 	 VAFIN
bei 	 APPR
Open 	 NE
Data 	 NE
bisher 	 ADV
unangebracht 	 ADJD
– 	 $(
trotz 	 APPR
institutioneller 	 ADJA
Hilfestellung 	 NN
wie 	 KOKOM
durch 	 APPR
das 	 ART
FORS 	 NE
. 	 $.
Selbst 	 ADV
wenn 	 KOUS
die 	 ART
Forscher 	 NN
nicht 	 PTKNEG
mit 	 APPR
der 	 ART
Aufgabe 	 NN
allein 	 ADV
gelassen 	 VVPP
werden 	 VAINF
, 	 $,
zögern 	 VVFIN
nicht 	 PTKNEG
wenige 	 PIS
, 	 $,
ihre 	 PPOSAT
Daten 	 NN
offenzulegen 	 VVIZU
. 	 $.
Fecher 	 NN
hat 	 VAFIN
in 	 APPR
seinen 	 PPOSAT
Befragungen 	 NN
in 	 APPR
Forscherkreisen 	 NE
eine 	 ART
Diskrepanz 	 NN
festgestellt 	 VVPP
zwischen 	 APPR
einer 	 ART
allgemein 	 ADJD
positiven 	 ADJA
Einstellung 	 NN
zu 	 APPR
Open 	 NE
Science 	 NE
und 	 KON
der 	 ART
persönlichen 	 ADJA
Zurückhaltung 	 NN
, 	 $,
eigene 	 ADJA
Daten 	 NN
freizugeben 	 VVIZU
. 	 $.

 	 _SP
Oft 	 ADV
hemmt 	 VVFIN
die 	 ART
Angst 	 NN
vor 	 APPR
Ideendiebstahl 	 NN
die 	 ART
Forscher 	 NN
. 	 $.
Das 	 ART
Risiko 	 NN
mag 	 VMFIN
stark 	 ADJD
überschätzt 	 VVPP
werden 	 VAINF
, 	 $,
doch 	 KON
dass 	 KOUS
solche 	 PIAT
Fälle 	 NN
gelegentlich 	 ADJD
auftreten 	 VVFIN
, 	 $,
ist 	 VAFIN
nicht 	 PTKNEG
von 	 APPR
der 	 ART
Hand 	 NN
zu 	 PTKZU
weisen 	 VVINF
. 	 $.
Der 	 ART
Genforscher 	 NN
Titus 	 NE
Brown 	 NE
an 	 APPR
der 	 ART
University 	 NE
of 	 NE
California 	 NE
in 	 APPR
Davis 	 NE
hat 	 VAFIN
einmal 	 ADV
berichtet 	 VVPP
, 	 $,
Konkurrenten 	 NN
hätten 	 VAFIN
seine 	 PPOSAT
offengelegten 	 ADJA
Methoden 	 NN
für 	 APPR
Fachartikel 	 NE
verwendet 	 VVPP
, 	 $,
die 	 PRELS
er 	 PPER
selbst 	 ADV
hätte 	 VAFIN
schreiben 	 VVINF
können 	 VMINF
. 	 $.
Er 	 PPER
ist 	 VAFIN
trotzdem 	 PROAV
ein 	 ART
Verfechter 	 NN
der 	 ART
Offenlegung 	 NN
geblieben 	 VVPP
. 	 $.
Brown 	 NE
ist 	 VAFIN
davon 	 PROAV
überzeugt 	 VVPP
, 	 $,
dass 	 KOUS
sie 	 PPER
der 	 ART
Forschung 	 NN
nützt 	 VVFIN
. 	 $.

 	 _SP
Natürlich 	 ADV
gibt 	 VVFIN
es 	 PPER
noch 	 ADV
weitere 	 ADJA
Ursachen 	 NN
für 	 APPR
die 	 ART
Zurückhaltung 	 NN
. 	 $.
Der 	 ART
gepriesenen 	 ADJA
Transparenz 	 NN
kann 	 VMFIN
zum 	 APPRART
Beispiel 	 NN
auch 	 ADV
eine 	 ART
Art 	 NN
Gewohnheitsrecht 	 NN
im 	 APPRART
Weg 	 NN
stehen 	 VVFIN
. 	 $.
In 	 APPR
der 	 ART
empirischen 	 ADJA
Medizinforschung 	 NN
sei 	 VAFIN
bis 	 APPR
heute 	 ADV
die 	 ART
" 	 $(
antiquierte 	 ADJA
" 	 $(
Haltung 	 NN
verbreitet 	 VVPP
, 	 $,
dass 	 KOUS
man 	 PIS
als 	 APPR
Urheber 	 NN
von 	 APPR
Daten 	 NN
auch 	 ADV
Koautor 	 NN
neuerer 	 ADJA
Studien 	 NN
werden 	 VAINF
müsse 	 VMFIN
, 	 $,
wenn 	 KOUS
sich 	 PRF
diese 	 PDS
auf 	 APPR
die 	 ART
eigenen 	 ADJA
Daten 	 NN
stützten 	 VVFIN
, 	 $,
sagt 	 VVFIN
Fecher 	 NE
. 	 $.

 	 _SP
Es 	 PPER
fehlen 	 VVFIN
Anreize 	 NN

 	 _SP
Generell 	 ADJD
, 	 $,
das 	 PDS
beklagen 	 VVFIN
viele 	 PIAT
Beobachter 	 NN
, 	 $,
mangelt 	 VVFIN
es 	 PPER
noch 	 ADV
an 	 APPR
Anreizen 	 NN
, 	 $,
Daten 	 NN
offenzulegen 	 VVIZU
. 	 $.
Forscher 	 NN
werden 	 VAFIN
heute 	 ADV
an 	 APPR
Qualität 	 NN
und 	 KON
Quantität 	 NN
ihrer 	 PPOSAT
Publikationen 	 NN
gemessen 	 VVPP
. 	 $.
Aber 	 KON
für 	 APPR
Datensätze 	 NN
fehlt 	 VVFIN
noch 	 ADV
eine 	 ART
entsprechende 	 ADJA
akademische 	 ADJA
Anerkennung 	 NN
. 	 $.
" 	 $(
Die 	 ART
Forscher 	 NN
fänden 	 VVFIN
das 	 PDS
gut 	 ADJD
" 	 $(
, 	 $,
sagt 	 VVFIN
Doktorand 	 NE
Fecher 	 NE
. 	 $.
Auch 	 ADV
Stam 	 NE
betont 	 VVFIN
die 	 ART
Bedeutung 	 NN
dieses 	 PDAT
Anreizes 	 NN
: 	 $.
" 	 $(
Es 	 PPER
ist 	 VAFIN
wichtig 	 ADJD
, 	 $,
dass 	 KOUS
die 	 ART
Leute 	 NN
den 	 ART
Nutzen 	 NN
guten 	 ADJA
Datenmanagements 	 NN
für 	 APPR
ihre 	 PPOSAT
eigene 	 ADJA
Forschung 	 NN
erkennen 	 VVINF
– 	 $(
jenseits 	 APPR
des 	 ART
Datenteilens 	 NN
. 	 $.
" 	 $(

 	 _SP
Immerhin 	 ADV
sind 	 VAFIN
in 	 APPR
den 	 ART
vergangenen 	 ADJA
Jahren 	 NN
viele 	 PIAT
so 	 ADV
genannte 	 ADJA
Datenjournale 	 NN
entstanden 	 VVPP
, 	 $,
die 	 ART
neue 	 ADJA
Datensätze 	 NN
ins 	 APPRART
Zentrum 	 NN
der 	 ART
Artikelpublikation 	 NN
stellen 	 VVINF
. 	 $.
Das 	 ART
bekannteste 	 ADJA
dürfte 	 VMFIN
" 	 $(
Scientific 	 NE
Data 	 NE
" 	 $(
der 	 ART
Nature 	 NE
Publishing 	 NE
Group 	 NE
sein 	 VAINF
. 	 $.
Auch 	 ADV
Archäologie 	 NN
, 	 $,
Geowissenschaften 	 NN
, 	 $,
Chemie 	 NN
und 	 KON
andere 	 ADJA
Wissenschaftszweige 	 NN
nutzen 	 VVFIN
inzwischen 	 ADV
fachspezifische 	 ADJA
Datenjournale 	 NN
. 	 $.
Diese 	 PDAT
spezialisierten 	 ADJA
Medien 	 NN
werden 	 VAFIN
so 	 ADV
lange 	 ADV
eine 	 ART
Lücke 	 NN
füllen 	 VVINF
, 	 $,
bis 	 APPR
Forschungsdaten 	 NN
formal 	 ADJD
anerkannt 	 VVPP
werden 	 VAINF
. 	 $.

 	 _SP
Die 	 ART
frivole 	 ADJA
Offenheit 	 NN
der 	 ART
Notizbücher 	 ADJA

 	 _SP
Ein 	 ART
bisschen 	 ADJA
anders 	 ADV
liegen 	 VVFIN
die 	 ART
Dinge 	 NN
bei 	 APPR
der 	 ART
Offenlegung 	 NN
des 	 ART
Forschungsprozesses 	 NN
selbst 	 ADV
, 	 $,
zum 	 APPRART
Beispiel 	 NN
in 	 APPR
offenen 	 ADJA
" 	 $(
Labor-Notizbüchern 	 NN
" 	 $(
. 	 $.
Der 	 ART
Ökosystemforscher 	 NN
Carl 	 NE
Boettiger 	 NE
von 	 APPR
der 	 ART
University 	 NE
of 	 NE
California 	 NE
in 	 APPR
Berkeley 	 NE
begann 	 VVFIN
schon 	 ADV
als 	 APPR
Doktorand 	 NE
damit 	 PROAV
, 	 $,
seine 	 PPOSAT
Forschungsnotizen 	 NN
online 	 ADV
zu 	 PTKZU
stellen 	 VVINF
. 	 $.
Wie 	 PWAV
er 	 PPER
heute 	 ADV
sagt 	 VVFIN
, 	 $,
hatte 	 VAFIN
er 	 PPER
einfach 	 ADV
Glück 	 NN
: 	 $.
Er 	 PPER
sei 	 VAFIN
naiv 	 ADJD
an 	 APPR
die 	 ART
Sache 	 NN
herangegangen 	 VVINF
; 	 $.
kein 	 PIAT
Vorgesetzter 	 NN
nahm 	 VVFIN
Anstoss 	 NE
an 	 APPR
seinem 	 PPOSAT
Notizbuch 	 NN
. 	 $.
Das 	 PDS
ist 	 VAFIN
aber 	 ADV
nicht 	 PTKNEG
der 	 ART
Regelfall 	 NN
. 	 $.
Mit 	 APPR
allzu 	 PTKA
ungestümer 	 ADJA
Offenheit 	 NN
irritieren 	 VVFIN
manche 	 PIAT
Nachwuchsforscher 	 NN
ihre 	 PPOSAT
Kollegen 	 NN
. 	 $.
In 	 APPR
manchen 	 PIAT
Situationen 	 NN
schaden 	 VVFIN
sie 	 PPER
sogar 	 ADV
ihrer 	 PPOSAT
Karriere 	 NN
. 	 $.

 	 _SP
Boettiger 	 ADJD
nutzt 	 VVFIN
das 	 ART
Notizbuch 	 NN
vor 	 APPR
allem 	 PIS
als 	 APPR
Gedächtnisstütze 	 NN
und 	 KON
zum 	 APPRART
Austausch 	 NN
mit 	 APPR
Kollegen 	 NN
, 	 $,
die 	 PRELS
er 	 PPER
gezielt 	 ADJD
auf 	 APPR
Einträge 	 NN
verweisen 	 VVINF
kann 	 VMFIN
. 	 $.
Hin 	 NN
und 	 KON
wieder 	 ADV
hätten 	 VAFIN
ihn 	 PPER
Koautoren 	 NN
von 	 APPR
Fachartikeln 	 NN
gebeten 	 VVPP
, 	 $,
sensible 	 ADJA
Informationen 	 NN
zeitweise 	 ADV
zurückzuhalten 	 VVIZU
. 	 $.
Sonst 	 ADV
aber 	 ADV
schreibe 	 VVFIN
er 	 PPER
immer 	 ADV
alles 	 PIS
sofort 	 ADV
auf 	 PTKVZ
. 	 $.
Ideen 	 NN
wurden 	 VAFIN
ihm 	 PPER
aufgrund 	 APPR
des 	 ART
offenen 	 ADJA
Notizbuchs 	 NN
noch 	 ADV
nicht 	 PTKNEG
geklaut 	 VVPP
. 	 $.
Neben 	 APPR
vielen 	 PIAT
diffusen 	 ADJA
Sorgen 	 NN
wegen 	 APPR
Open 	 NE
Science 	 NN
besteht 	 VVFIN
ein 	 ART
reales 	 ADJA
Problem 	 NN
darin 	 PROAV
, 	 $,
dass 	 KOUS
die 	 ART
offenen 	 ADJA
Labor-Notizbücher 	 NN
Zeitfresser 	 NN
sein 	 VAINF
können 	 VMFIN
. 	 $.
Laut 	 APPR
Boettiger 	 NE
muss 	 VVFIN
man 	 PIS
sich 	 PRF
je 	 ADV
nach 	 APPR
Computerkenntnissen 	 NN
in 	 APPR
spezielle 	 ADJA
Programme 	 NN
einarbeiten 	 VVINF
. 	 $.
Da 	 KOUS
es 	 PPER
dem 	 ART
Ökosystemforscher 	 NN
generell 	 ADJD
am 	 APPRART
Herzen 	 NN
liegt 	 VVFIN
, 	 $,
Open 	 NE
Science 	 NE
in 	 APPR
all 	 PIAT
ihren 	 PPOSAT
Facetten 	 NN
zu 	 PTKZU
vereinfachen 	 VVINF
, 	 $,
hat 	 VAFIN
er 	 PPER
vor 	 APPR
ein 	 ART
paar 	 PIAT
Jahren 	 NN
das 	 ART
Projekt 	 NN
" 	 $(
rOpenSci 	 NN
" 	 $(
mitbegründet 	 VVFIN
– 	 $(
eine 	 ART
Plattform 	 NN
zur 	 APPRART
Bereitstellung 	 NN
von 	 APPR
Software 	 NN
, 	 $,
mit 	 APPR
der 	 ART
wissenschaftliche 	 ADJA
Daten 	 NN
aufbereitet 	 VVPP
und 	 KON
offengelegt 	 VVPP
werden 	 VAINF
und 	 KON
die 	 PRELS
auch 	 ADV
für 	 APPR
Labor-Notizbücher 	 NN
nützlich 	 ADJD
ist 	 VAFIN
. 	 $.

 	 _SP
Pergament 	 ADJD
2.0 	 CARD
: 	 $.
Historische 	 ADJA
Manuskripte 	 NN
digitalisieren 	 VVINF
, 	 $,
damit 	 KOUS
Forschende 	 NN
aus 	 APPR
aller 	 PIAT
Welt 	 NN
diese 	 PDS
studieren 	 VVINF
können 	 VMFIN
, 	 $,
ist 	 VAFIN
gut 	 ADJD
. 	 $.
Noch 	 ADV
besser 	 ADJD
ist 	 VAFIN
es 	 PPER
, 	 $,
sie 	 PPER
aus 	 APPR
Distanz 	 NN
gemeinsam 	 ADJD
zu 	 PTKZU
kommentieren 	 VVINF
. 	 $.
An 	 APPR
der 	 ART
Universität 	 NN
Bern 	 NE
erfasst 	 VVFIN
die 	 ART
Historikerin 	 NN
Tara 	 NE
Andrews 	 NE
ihre 	 PPOSAT
Annotationen 	 NN
mit 	 APPR
dem 	 ART
Instrument 	 NN
T-Pen 	 PTKVZ
und 	 KON
teilt 	 VVFIN
sie 	 PPER
online 	 NE
. 	 $.
| 	 NE
Bild 	 NN
: 	 $.
Valérie 	 NN
Chételat 	 NN

 	 _SP
Wenn 	 KOUS
Firmen 	 NN
bei 	 APPR
der 	 ART
Hardware 	 NN
zögern 	 VVINF

 	 _SP
Selbstverständlich 	 ADJD
ist 	 VAFIN
Open 	 NE
Science 	 NE
nicht 	 PTKNEG
auf 	 APPR
Daten 	 NN
und 	 KON
Kommunikation 	 NN
beschränkt 	 VVPP
. 	 $.
In 	 APPR
Open-Source-Projekten 	 NN
sind 	 VAFIN
auch 	 ADV
Hardware 	 NN
und 	 KON
Software 	 NN
transparent 	 ADJD
. 	 $.
Die 	 ART
