Title 	 NN
Environment 	 NNP
at 	 IN
the 	 DT
University 	 NNP
of 	 IN
Bern 	 NNP
, 	 ,
which 	 WDT
emerged 	 VBD
out 	 IN
of 	 IN
the 	 DT
former 	 JJ
National 	 NNP
Centre 	 NNP
of 	 IN
Competence 	 NNP
in 	 IN
Research 	 NNP
( 	 -LRB-
NCCR 	 NNP
) 	 -RRB-
North 	 NNP
- 	 HYPH
South 	 NNP
. 	 .
Its 	 PRP$
aim 	 NN
is 	 VBZ
to 	 TO
establish 	 VB
an 	 DT
international 	 JJ
research 	 NN
network 	 NN
. 	 .
Currently 	 RB
, 	 ,
over 	 IN
100 	 CD
people 	 NNS
from 	 IN
Asia 	 NNP
, 	 ,
Africa 	 NNP
, 	 ,
Latin 	 NNP
America 	 NNP
and 	 CC
Europe 	 NNP
are 	 VBP
studying 	 VBG
at 	 IN
the 	 DT
IGS 	 NNP
. 	 .

 	 _SP
ETHs 	 NNS

 	 _SP
The 	 DT
two 	 CD
Federal 	 NNP
Institutes 	 NNPS
of 	 IN
Technology 	 NNP
, 	 ,
ETH 	 NNP
Zurich 	 NNP
and 	 CC
EPFL 	 NNP
, 	 ,
are 	 VBP
heavily 	 RB
involved 	 JJ
in 	 IN
development 	 NN
research 	 NN
. 	 .
The 	 DT
UNESCO 	 NNP
Chair 	 NNP
in 	 IN
Technologies 	 NNP
for 	 IN
Development 	 NNP
has 	 VBZ
been 	 VBN
located 	 VBN
at 	 IN
the 	 DT
Cooperation 	 NNP
and 	 CC
Development 	 NNP
Center 	 NNP
( 	 -LRB-
CODEV 	 NNP
) 	 -RRB-
of 	 IN
EPFL 	 NNP
since 	 IN
2007 	 CD
. 	 .
Besides 	 IN
engaging 	 VBG
in 	 IN
technological 	 JJ
innovations 	 NNS
for 	 IN
countries 	 NNS
in 	 IN
the 	 DT
Global 	 NNP
South 	 NNP
, 	 ,
such 	 JJ
as 	 IN
in 	 IN
the 	 DT
fields 	 NNS
of 	 IN
risk 	 NN
reduction 	 NN
and 	 CC
urban 	 JJ
planning 	 NN
, 	 ,
EPFL 	 NNP
also 	 RB
runs 	 VBZ
innovative 	 JJ
massive 	 JJ
open 	 JJ
online 	 NN
courses 	 NNS
( 	 -LRB-
MOOCs 	 NN
) 	 -RRB-
. 	 .
At 	 IN
ETH 	 NNP
Zurich 	 NNP
, 	 ,
development 	 NN
research 	 NN
is 	 VBZ
carried 	 VBN
out 	 RP
in 	 IN
the 	 DT
most 	 RBS
diverse 	 JJ
areas 	 NNS
, 	 ,
from 	 IN
the 	 DT
Mobile 	 NNP
Health 	 NNP
Systems 	 NNPS
Laboratory 	 NNP
to 	 IN
NADEL 	 NNP
, 	 ,
the 	 DT
Center 	 NNP
for 	 IN
Development 	 NNP
and 	 CC
Cooperation 	 NNP
. 	 .

 	 _SP
KFPE 	 NNP
( 	 -LRB-
Commission 	 NNP
) 	 -RRB-

 	 _SP
In 	 IN
Switzerland 	 NNP
, 	 ,
the 	 DT
Commission 	 NNP
for 	 IN
Research 	 NNP
Partnerships 	 NNP
with 	 IN
Developing 	 VBG
Countries 	 NNS
( 	 -LRB-
KFPE 	 NNP
) 	 -RRB-
is 	 VBZ
a 	 DT
point 	 NN
of 	 IN
contact 	 NN
for 	 IN
researchers 	 NNS
. 	 .
Its 	 PRP$
goal 	 NN
is 	 VBZ
to 	 TO
make 	 VB
a 	 DT
contribution 	 NN
to 	 IN
solving 	 VBG
global 	 JJ
problems 	 NNS
through 	 IN
fair 	 JJ
, 	 ,
sustainable 	 JJ
research 	 NN
. 	 .
The 	 DT
KFPE 	 NNP
is 	 VBZ
financed 	 VBN
by 	 IN
the 	 DT
SDC 	 NNP
, 	 ,
SNSF 	 NNP
and 	 CC
SCNAT 	 NNP
. 	 .

 	 _SP
Networks 	 NNS

 	 _SP
Several 	 JJ
networks 	 NNS
are 	 VBP
active 	 JJ
in 	 IN
development 	 NN
research 	 NN
. 	 .
For 	 IN
example 	 NN
, 	 ,
there 	 EX
is 	 VBZ
SFIAR 	 NNP
, 	 ,
the 	 DT
Swiss 	 NNP
Forum 	 NNP
for 	 IN
International 	 NNP
Agricultural 	 NNP
Research 	 NNP
, 	 ,
which 	 WDT
links 	 VBZ
interest 	 NN
groups 	 NNS
in 	 IN
agricultural 	 JJ
research 	 NN
for 	 IN
development 	 NN
. 	 .
SNIS 	 NNP
, 	 ,
the 	 DT
Swiss 	 NNP
Network 	 NNP
for 	 IN
International 	 NNP
Studies 	 NNPS
, 	 ,
has 	 VBZ
been 	 VBN
promoting 	 VBG
interdisciplinary 	 JJ
research 	 NN
since 	 IN
2008 	 CD
. 	 .
And 	 CC
the 	 DT
Development 	 NNP
and 	 CC
Cooperation 	 NNP
Network 	 NNP
of 	 IN
swissuniversities 	 NNS
, 	 ,
SUDAC 	 NNP
, 	 ,
is 	 VBZ
being 	 VBG
built 	 VBN
up 	 RP
in 	 IN
answer 	 NN
to 	 IN
the 	 DT
universities 	 NNS
' 	 POS
increasing 	 VBG
activities 	 NNS
in 	 IN
the 	 DT
field 	 NN
of 	 IN
development 	 NN
research 	 NN
. 	 .
Its 	 PRP$
goal 	 NN
is 	 VBZ
to 	 TO
improve 	 VB
the 	 DT
framework 	 NN
conditions 	 NNS
for 	 IN
research 	 NN
and 	 CC
teaching 	 NN
in 	 IN
cooperation 	 NN
with 	 IN
partners 	 NNS
from 	 IN
the 	 DT
Global 	 NNP
South 	 NNP
. 	 .

 	 _SP
Others 	 NNS

 	 _SP
There 	 EX
are 	 VBP
further 	 JJ
important 	 JJ
funding 	 NN
organisations 	 NNS
such 	 JJ
as 	 IN
foundations 	 NNS
, 	 ,
some 	 DT
of 	 IN
which 	 WDT
have 	 VBP
been 	 VBN
set 	 VBN
up 	 RP
by 	 IN
companies 	 NNS
, 	 ,
and 	 CC
the 	 DT
NGOs 	 NNPS
. 	 .
It 	 PRP
is 	 VBZ
difficult 	 JJ
to 	 TO
estimate 	 VB
how 	 WRB
much 	 JJ
of 	 IN
their 	 PRP$
expenditure 	 NN
flows 	 NNS
into 	 IN
development 	 NN
research 	 NN
. 	 .
