Title 	 NE
Minenfeld 	 NN
. 	 $.
Das 	 PDS
merkt 	 VVFIN
, 	 $,
wer 	 PWS
die 	 ART
Schweizer 	 ADJA
Hochschulen 	 NN
in 	 APPR
der 	 ART
Sache 	 NN
um 	 APPR
Auskunft 	 NN
bittet 	 VVFIN
. 	 $.

 	 _SP
Viele 	 PIS
sind 	 VAFIN
der 	 ART
Ansicht 	 NN
, 	 $,
die 	 ART
Frage 	 NN
nach 	 APPR
militärischer 	 ADJA
Forschung 	 NN
sei 	 VAFIN
eher 	 ADV
hypothetisch 	 ADJD
. 	 $.
Zum 	 APPRART
Beispiel 	 NN
lässt 	 VVFIN
die 	 ART
ETH 	 NE
Zürich 	 NE
ausrichten 	 VVINF
: 	 $.
" 	 $(
Die 	 ART
ETH 	 NE
betreibt 	 VVFIN
keine 	 PIAT
Waffen-Forschungsprojekte 	 NN
, 	 $,
also 	 ADV
Projekte 	 NN
, 	 $,
die 	 PRELS
ausschliesslich 	 ADJD
und 	 KON
explizit 	 ADJD
auf 	 APPR
die 	 ART
Entwicklung 	 NN
oder 	 KON
Weiterentwicklung 	 NN
von 	 APPR
Waffen 	 NN
ausgerichtet 	 VVPP
sind 	 VAFIN
. 	 $.
Daher 	 PROAV
gibt 	 VVFIN
es 	 PPER
auch 	 ADV
kein 	 PIAT
Register 	 NN
für 	 APPR
solche 	 PIAT
Projekte 	 NN
. 	 $.
" 	 $(
Noch 	 ADV
weniger 	 ADV
– 	 $(
präziser 	 NN
gesagt 	 VVPP
gar 	 ADV
keine 	 PIAT
– 	 $(
Bedeutung 	 NN
misst 	 VVFIN
die 	 ART
Uni 	 NN
Basel 	 NE
der 	 ART
Frage 	 NN
nach 	 APPR
militärisch 	 ADJD
nutzbarer 	 ADJA
Forschung 	 NN
bei 	 PTKVZ
: 	 $.
" 	 $(
Die 	 ART
Uni 	 NN
Basel 	 NE
hat 	 VAFIN
ihre 	 PPOSAT
Schwerpunkte 	 NN
in 	 APPR
den 	 ART
Life 	 NN
Sciences 	 NE
und 	 KON
den 	 ART
Geisteswissenschaften 	 NN
. 	 $.
In 	 APPR
diesen 	 PDAT
Disziplinen 	 NN
betreiben 	 VVFIN
wir 	 PPER
primär 	 ADJD
Grundlagenforschung 	 NN
. 	 $.
Ob 	 KOUS
die 	 ART
Resultate 	 NN
dieser 	 PDAT
Grundlagenforschung 	 NN
in 	 APPR
naher 	 ADJA
oder 	 KON
ferner 	 ADJA
Zukunft 	 NN
militärisch 	 ADJD
genutzt 	 VVPP
werden 	 VAINF
können 	 VMFIN
, 	 $,
ist 	 VAFIN
zum 	 APPRART
aktuellen 	 ADJA
Zeitpunkt 	 NN
nicht 	 PTKNEG
absehbar 	 ADJD
. 	 $.
Deshalb 	 PROAV
ist 	 VAFIN
die 	 ART
Waffenforschung 	 NN
bei 	 APPR
uns 	 PPER
kein 	 PIAT
Thema 	 NN
. 	 $.
" 	 $(

 	 _SP
Eine 	 ART
unangenehme 	 ADJA
Frage 	 NN
... 	 $(

 	 _SP
Expliziter 	 NN
wird 	 VAFIN
die 	 ART
EPFL 	 NE
. 	 $.
Auch 	 ADV
sie 	 PPER
beharrt 	 VVFIN
darauf 	 PROAV
, 	 $,
Grundlagenforschung 	 NN
mit 	 APPR
vornehmlich 	 ADJD
ziviler 	 ADJA
Ausrichtung 	 NN
zu 	 PTKZU
betreiben 	 VVINF
und 	 KON
die 	 ART
Resultate 	 NN
immer 	 ADV
öffentlich 	 ADJD
zu 	 PTKZU
machen 	 VVINF
. 	 $.
Das 	 PDS
vertrage 	 VVFIN
sich 	 PRF
schlecht 	 ADJD
mit 	 APPR
militärischen 	 ADJA
Forschungsprojekten 	 NN
. 	 $.
Jedoch 	 ADV
verweist 	 VVFIN
sie 	 PPER
auf 	 APPR
Anfrage 	 NN
auch 	 ADV
auf 	 APPR
gelegentliche 	 ADJA
Konsultationen 	 NN
beim 	 APPRART
Staatssekretariat 	 NN
für 	 APPR
Wirtschaft 	 NN
, 	 $,
Seco 	 NN
– 	 $(
wegen 	 APPR
Ausfuhrbewilligungen 	 NN
für 	 APPR
Dual-Use-Güter 	 NN
( 	 $(
zivil 	 NN
und 	 KON
militärisch 	 ADJD
einsetzbare 	 ADJA
Produkte 	 NN
) 	 $(
und 	 KON
" 	 $(
besondere 	 ADJA
militärische 	 ADJA
Güter 	 NN
" 	 $(
, 	 $,
also 	 ADV
Produkte 	 NN
, 	 $,
die 	 PRELS
nicht 	 PTKNEG
direkt 	 ADJD
im 	 APPRART
Kampf 	 NN
eingesetzt 	 VVPP
werden 	 VAINF
können 	 VMFIN
. 	 $.
Man 	 PIS
halte 	 VVFIN
sich 	 PRF
da 	 ADV
streng 	 ADJD
an 	 APPR
die 	 ART
Richtlinien 	 NN
. 	 $.

 	 _SP
Sicher 	 ADJD
ist 	 VAFIN
, 	 $,
dass 	 KOUS
auch 	 ADV
in 	 APPR
der 	 ART
Schweiz 	 NE
Rüstungsgelder 	 NN
in 	 APPR
die 	 ART
Forschung 	 NN
fliessen 	 VVINF
. 	 $.
Vom 	 APPRART
Bundesamt 	 NN
für 	 APPR
Rüstung 	 NN
, 	 $,
Armasuisse 	 NN
, 	 $,
gingen 	 VVFIN
2015 	 CARD
rund 	 ADV
3,4 	 CARD
Millionen 	 NN
Franken 	 NN
an 	 APPR
die 	 ART
Schweizer 	 ADJA
Hochschulen 	 NN
, 	 $,
wie 	 PWAV
Armasuisse 	 NN
auf 	 APPR
Anfrage 	 NN
bekannt 	 ADJD
gibt 	 VVFIN
. 	 $.
Ohne 	 APPR
Fachhochschulen 	 NN
waren 	 VAFIN
es 	 PPER
2,7 	 CARD
Millionen 	 NN
Franken 	 NN
. 	 $.
Auskunft 	 NN
zu 	 APPR
konkreten 	 ADJA
Projekten 	 NN
gibt 	 VVFIN
es 	 PPER
auch 	 ADV
hier 	 ADV
keine 	 PIS
. 	 $.
Immerhin 	 ADV
existiert 	 VVFIN
eine 	 ART
Übersichtsliste 	 NN
aller 	 PIAT
Institutionen 	 NN
, 	 $,
mit 	 APPR
denen 	 PRELS
Forschungspartnerschaften 	 NN
bestehen 	 VVFIN
. 	 $.
Aufgeführt 	 VVPP
sind 	 VAFIN
die 	 ART
Universitäten 	 NN
Bern 	 NE
und 	 KON
Zürich 	 NE
, 	 $,
die 	 ART
beiden 	 PIAT
ETHs 	 NN
, 	 $,
eine 	 ART
ganze 	 ADJA
Reihe 	 NN
von 	 APPR
Fachhochschulen 	 NN
, 	 $,
die 	 ART
Empa 	 NN
und 	 KON
Agroscope 	 NN
sowie 	 KON
im 	 APPRART
Ausland 	 NN
die 	 ART
University 	 NE
of 	 NE
Oxford 	 NE
und 	 KON
die 	 ART
Technische 	 ADJA
Universität 	 NN
Kaiserslautern 	 NE
. 	 $.
Zur 	 APPRART
laufenden 	 ADJA
Zusammenarbeit 	 NN
mit 	 APPR
Armasuisse 	 NN
präzisiert 	 VVFIN
die 	 ART
Universität 	 NN
Bern 	 NE
auf 	 APPR
Anfrage 	 NN
, 	 $,
es 	 PPER
handle 	 VVFIN
sich 	 PRF
um 	 APPR
zwei 	 CARD
Projekte 	 NN
des 	 ART
Instituts 	 NN
für 	 APPR
Infektionskrankheiten 	 NN
mit 	 APPR
dem 	 ART
Labor 	 NN
Spiez 	 NE
des 	 ART
Bundesamts 	 NN
für 	 APPR
Bevölkerungsschutz 	 NN
. 	 $.
" 	 $(
Beide 	 PIAT
Projekte 	 NN
wurden 	 VAFIN
vom 	 APPRART
Fachbereich 	 NN
Biologie 	 NN
bearbeitet 	 VVPP
und 	 KON
bezwecken 	 VVINF
, 	 $,
die 	 ART
Nachweis-Möglichkeiten 	 NN
für 	 APPR
Mikroorganismen 	 NN
( 	 $(
konkret 	 ADJD
: 	 $(
neu 	 ADJD
auftretende 	 ADJA
bisher 	 ADV
unbekannte 	 ADJA
Viren 	 NN
) 	 $(
und 	 KON
deren 	 PDS
Toxine 	 NN
( 	 $(
Botulinumneurotoxin 	 NE
, 	 $,
ein 	 ART
Nervengift 	 NN
) 	 $(
zu 	 PTKZU
verbessern 	 VVINF
resp 	 NN
. 	 $.
zu 	 PTKZU
ermöglichen 	 VVINF
. 	 $.
" 	 $(
Zuerst 	 ADV
hatte 	 VAFIN
die 	 ART
Uni 	 NN
ebenfalls 	 ADV
ausrichten 	 VVINF
lassen 	 VVINF
, 	 $,
es 	 PPER
würden 	 VAFIN
" 	 $(
an 	 APPR
der 	 ART
Universität 	 NN
Bern 	 NE
keine 	 PIAT
Waffenforschungsprojekte 	 NN
bearbeitet 	 VVPP
" 	 $(
. 	 $.

 	 _SP
Auch 	 ADV
hat 	 VAFIN
die 	 ART
Sonntagszeitung 	 NN
2013 	 CARD
publik 	 ADJD
gemacht 	 VVPP
, 	 $,
dass 	 KOUS
das 	 ART
Pentagon 	 NN
mit 	 APPR
seinem 	 PPOSAT
Programm 	 NN
Darpa 	 NE
von 	 APPR
2011 	 CARD
bis 	 KON
2013 	 CARD
rund 	 ADV
ein 	 ART
Dutzend 	 NN
Forschungsprojekte 	 NN
in 	 APPR
der 	 ART
Schweiz 	 NE
mit 	 APPR
insgesamt 	 ADV
mehr 	 PIAT
als 	 KOKOM
einer 	 ART
Million 	 NN
Dollar 	 NN
unterstützte 	 VVFIN
. 	 $.
Das 	 ART
amerikanische 	 ADJA
Rüstungsgeld 	 NN
ging 	 VVFIN
unter 	 APPR
anderem 	 PIS
an 	 APPR
die 	 ART
ETH 	 NE
Zürich 	 NE
und 	 KON
die 	 ART
Universitäten 	 NN
Zürich 	 NE
, 	 $,
Bern 	 NE
und 	 KON
Neuenburg 	 NE
. 	 $.
Finanziert 	 VVPP
wurden 	 VAFIN
vorwiegend 	 ADJD
Projekte 	 NN
in 	 APPR
der 	 ART
Grundlagenforschung 	 NN
, 	 $,
zum 	 APPRART
Beispiel 	 NN
der 	 ART
Quanteninformationsverarbeitung 	 NN
oder 	 KON
Mikroelektronik 	 NN
. 	 $.
Manche 	 PIAT
Arbeiten 	 NN
sind 	 VAFIN
anwendungsbezogener 	 ADJD
, 	 $,
wie 	 KOKOM
zum 	 APPRART
Beispiel 	 NN
die 	 ART
Entwicklung 	 NN
einer 	 ART
tragbaren 	 ADJA
Teleskop-Kontaktlinse 	 NN
oder 	 KON
die 	 ART
Erforschung 	 NN
der 	 ART
Evolution 	 NN
von 	 APPR
Grippeviren 	 NN
. 	 $.

 	 _SP
... 	 $(
führt 	 VVFIN
zu 	 APPR
einem 	 ART
Eiertanz 	 NN

 	 _SP
Warum 	 PWAV
aber 	 ADV
zieren 	 VVFIN
sich 	 PRF
die 	 ART
Hochschulen 	 NN
so 	 ADV
, 	 $,
die 	 ART
Frage 	 NN
nach 	 APPR
der 	 ART
militärisch 	 ADJD
nutzbaren 	 ADJA
Forschung 	 NN
zu 	 PTKZU
beantworten 	 VVINF
? 	 $.
Eine 	 ART
mögliche 	 ADJA
Erklärung 	 NN
liegt 	 VVFIN
im 	 APPRART
Begriff 	 NN
Dual-Use 	 NE
und 	 KON
in 	 APPR
der 	 ART
Tatsache 	 NN
, 	 $,
dass 	 KOUS
die 	 ART
Grenze 	 NN
zwischen 	 APPR
ziviler 	 ADJA
und 	 KON
militärischer 	 ADJA
Nutzung 	 NN
von 	 APPR
Forschungsresultaten 	 NN
fliessend 	 ADJD
ist 	 VAFIN
. 	 $.
Das 	 PDS
wird 	 VAFIN
umso 	 ADV
deutlicher 	 ADJD
, 	 $,
je 	 ADV
näher 	 ADJD
man 	 PIS
bei 	 APPR
der 	 ART
Grundlagenforschung 	 NN
ist 	 VAFIN
. 	 $.
Die 	 ART
Universität 	 NN
Zürich 	 NE
nimmt 	 VVFIN
in 	 APPR
ihrer 	 PPOSAT
Stellungnahme 	 NN
direkt 	 ADJD
darauf 	 PROAV
Bezug 	 NN
: 	 $.
" 	 $(
Die 	 ART
UZH 	 NE
nimmt 	 VVFIN
bei 	 APPR
Forschungsvorhaben 	 NN
mit 	 APPR
Dual-Use-Potenzial 	 NN
eine 	 ART
Güterabwägung 	 NN
vor 	 PTKVZ
. 	 $.
Solche 	 PIAT
Forschungsprojekte 	 NN
müssen 	 VMFIN
von 	 APPR
der 	 ART
Universitätsleitung 	 NN
genehmigt 	 VVPP
und 	 KON
die 	 ART
wissenschaftlichen 	 ADJA
Resultate 	 NN
müssen 	 VMFIN
öffentlich 	 ADJD
zugänglich 	 ADJD
gemacht 	 VVPP
werden 	 VAINF
. 	 $.
" 	 $(

 	 _SP
Viele 	 PIS
der 	 ART
vom 	 APPRART
Militär 	 NN
finanzierten 	 ADJA
Forschungsprojekte 	 NN
an 	 APPR
Universitäten 	 NN
fallen 	 VVFIN
unter 	 APPR
diese 	 PDAT
Kategorie 	 NN
. 	 $.
Und 	 KON
viele 	 PIS
, 	 $,
die 	 PRELS
in 	 APPR
diesem 	 PDAT
Bereich 	 NN
forschen 	 VVINF
, 	 $,
rechtfertigen 	 VVFIN
ihre 	 PPOSAT
Offenheit 	 NN
solchen 	 PIAT
Finanzierungen 	 NN
gegenüber 	 APPR
damit 	 PROAV
, 	 $,
dass 	 KOUS
sie 	 PPER
die 	 ART
zivile 	 ADJA
Nutzung 	 NN
im 	 APPRART
Vordergrund 	 NN
sehen 	 VVFIN
. 	 $.
Ein 	 ART
gutes 	 ADJA
Beispiel 	 NN
ist 	 VAFIN
ein 	 ART
von 	 APPR
den 	 ART
USA 	 NE
unterstütztes 	 ADJA
Projekt 	 NN
zum 	 APPRART
Aufspüren 	 NN
von 	 APPR
Weltraumschrott 	 NN
der 	 ART
Universität 	 NN
Bern 	 NE
: 	 $.
Es 	 PPER
ist 	 VAFIN
zwar 	 ADV
von 	 APPR
der 	 ART
US 	 NE
Air 	 NE
Force 	 NE
finanziert 	 VVFIN
, 	 $,
hat 	 VAFIN
aber 	 ADV
doch 	 ADV
einen 	 ART
unbestreitbaren 	 ADJA
Nutzen 	 NN
für 	 APPR
die 	 ART
Allgemeinheit 	 NN
, 	 $,
da 	 KOUS
im 	 APPRART
Orbit 	 NN
kreisende 	 ADJA
Trümmerteile 	 NN
auch 	 ADV
zivile 	 ADJA
Satelliten 	 NN
gefährden 	 VVINF
. 	 $.

 	 _SP
Ob 	 KOUS
man 	 PIS
von 	 APPR
manchen 	 PIAT
Forschungsprojekten 	 NN
die 	 ART
Finger 	 NN
lassen 	 VVINF
soll 	 VMFIN
, 	 $,
lässt 	 VVFIN
sich 	 PRF
also 	 ADV
selten 	 ADJD
eindeutig 	 ADJD
entscheiden 	 VVINF
. 	 $.
Eine 	 ART
klare 	 ADJA
Richtlinie 	 NN
kennen 	 VVFIN
Universitäten 	 NN
mit 	 APPR
einer 	 ART
Zivilklausel 	 NN
, 	 $,
wie 	 KOKOM
zum 	 APPRART
Beispiel 	 NN
die 	 ART
Technische 	 ADJA
Universität 	 NN
Berlin 	 NE
. 	 $.
Diese 	 PDS
schreibt 	 VVFIN
vor 	 PTKVZ
, 	 $,
es 	 PPER
solle 	 VMFIN
" 	 $(
[ 	 NN
... 	 $(
] 	 $(
keine 	 PIAT
Rüstungsforschung 	 NN
durchgeführt 	 VVPP
werden 	 VAINF
. 	 $.
Weiterhin 	 ADV
[ 	 NE
... 	 $(
] 	 $(
sollen 	 VMFIN
von 	 APPR
der 	 ART
TU 	 NN
Berlin 	 NE
bzw. 	 KON
von 	 APPR
ihren 	 PPOSAT
Forschungseinrichtungen 	 NN
keine 	 PIAT
Aufträge 	 NN
oder 	 KON
Zuwendungen 	 NN
für 	 APPR
rüstungsrelevante 	 ADJA
Forschung 	 NN
entgegengenommen 	 VVPP
werden 	 VAINF
. 	 $.
" 	 $(
Die 	 ART
TU 	 NN
Berlin 	 NE
hat 	 VAFIN
die 	 ART
Zivilklausel 	 NN
1991 	 CARD
beschlossen 	 VVPP
, 	 $,
kurz 	 ADJD
nachdem 	 KOUS
die 	 PDS
die 	 ART
strengen 	 ADJA
Bestimmungen 	 NN
zu 	 APPR
naturwissenschaftlicher 	 ADJA
Forschung 	 NN
weggefallen 	 VVPP
waren 	 VAFIN
, 	 $,
die 	 PRELS
nach 	 APPR
dem 	 ART
Zweiten 	 ADJA
Weltkrieg 	 NN
festgesetzt 	 VVPP
worden 	 VAPP
waren 	 VAFIN
. 	 $.
Das 	 ART
Kontrollratsgesetz 	 NN
Nr. 	 NN
25 	 CARD
aus 	 APPR
dem 	 ART
Jahr 	 NN
1946 	 CARD
verbot 	 VVFIN
in 	 APPR
Deutschland 	 NE
jegliche 	 PIAT
militärische 	 ADJA
Forschung 	 NN
wie 	 KON
auch 	 ADV
angewandte 	 ADJA
Forschung 	 NN
in 	 APPR
einer 	 ART
Reihe 	 NN
von 	 APPR
Bereichen 	 NN
, 	 $,
die 	 PRELS
sowohl 	 KON
einen 	 ART
zivilen 	 ADJA
als 	 KON
auch 	 ADV
militärischen 	 ADJA
Nutzen 	 NN
besassen 	 VVPP
. 	 $.
Beispiele 	 NN
sind 	 VAFIN
die 	 ART
Kernphysik 	 NN
, 	 $,
der 	 ART
Flugzeug- 	 TRUNC
und 	 KON
Schiffbau 	 NN
, 	 $,
die 	 PRELS
Radar- 	 TRUNC
und 	 KON
Sonartechnik 	 NN
und 	 KON
die 	 ART
Kryptografie 	 NN
. 	 $.
Ausgenommen 	 VVPP
– 	 $(
aber 	 KON
dennoch 	 ADV
streng 	 ADJD
kontrolliert 	 VVPP
– 	 $(
war 	 VAFIN
die 	 ART
Grundlagenforschung 	 NN
. 	 $.

 	 _SP
Kommission 	 NN
wie 	 KOKOM
bei 	 APPR
Tierversuchen 	 NN

 	 _SP
Die 	 ART
Zivilklausel 	 NN
ist 	 VAFIN
mehr 	 PIAT
als 	 KOKOM
eine 	 ART
Absichtserklärung 	 NN
, 	 $,
sie 	 PPER
ist 	 VAFIN
eine 	 ART
Art 	 NN
selbst 	 ADV
auferlegte 	 ADJA
Unfreiheit 	 NN
der 	 ART
Forschung 	 NN
. 	 $.
An 	 APPR
der 	 ART
TU 	 NN
Berlin 	 NE
entscheidet 	 VVFIN
eine 	 ART
Kommission 	 NN
im 	 APPRART
Zivilklausel-Verfahren 	 NN
, 	 $,
ob 	 KOUS
ein 	 ART
Projekt 	 NN
bewilligt 	 VVPP
wird 	 VAFIN
oder 	 KON
nicht 	 PTKNEG
. 	 $.
Im 	 APPRART
letzten 	 ADJA
Jahr 	 NN
blieb 	 VVFIN
allerdings 	 ADV
nur 	 ADV
ein 	 ART
Projekt 	 NN
hängen 	 VVINF
, 	 $,
obwohl 	 KOUS
die 	 ART
Hochschule 	 NN
die 	 ART
Klausel 	 NN
nach 	 APPR
eigenen 	 ADJA
Angaben 	 NN
sehr 	 ADV
explizit 	 ADJD
handhabt 	 VVPP
: 	 $.
" 	 $(
Jedes 	 PIAT
Forschungsprojekt 	 NN
muss 	 VVFIN
in 	 APPR
der 	 ART
TU-Forschungsabteilung 	 NN
angezeigt 	 VVPP
werden 	 VAINF
, 	 $,
und 	 KON
es 	 PPER
muss 	 NE
mit 	 APPR
einer 	 ART
verbindlichen 	 ADJA
Erklärung 	 NN
versichert 	 VVPP
werden 	 VAINF
, 	 $,
dass 	 KOUS
die 	 ART
Forschungsziele 	 NN
ausschliesslich 	 ADJD
zivilen 	 ADJA
Zwecken 	 NN
dienen 	 VVINF
. 	 $.
Fehlt 	 VVFIN
diese 	 PDAT
, 	 $,
wird 	 VAFIN
das 	 ART
Projekt 	 NN
nicht 	 PTKNEG
angenommen 	 VVPP
. 	 $.
Bei 	 APPR
Industrieprojekten 	 NN
wird 	 VAFIN
mit 	 APPR
dem 	 ART
Vertragspartner 	 NN
im 	 APPRART
Vertragswerk 	 NN
schriftlich 	 ADJD
fixiert 	 VVPP
, 	 $,
dass 	 KOUS
die 	 ART
Forschungsergebnisse 	 NN
ausschliesslich 	 ADJD
für 	 APPR
zivile 	 ADJA
Zwecke 	 NN
eingesetzt 	 VVPP
werden 	 VAINF
. 	 $.
" 	 $(
Das 	 ART
Präsidium 	 NN
entscheidet 	 VVFIN
in 	 APPR
Einzelfällen 	 NN
darüber 	 PROAV
, 	 $,
ob 	 KOUS
alle 	 PIAT
Zweifel 	 NN
eindeutig 	 ADJD
ausgeräumt 	 VVPP
wurden 	 VAFIN
. 	 $.
Bleiben 	 VVFIN
Zweifel 	 NN
bestehen 	 VVFIN
, 	 $,
werden 	 VAFIN
die 	 ART
Projekte 	 NN
abgelehnt 	 VVPP
. 	 $.

 	 _SP
Das 	 ART
Vorgehen 	 NN
erinnert 	 VVFIN
an 	 APPR
Projekte 	 NN
mit 	 APPR
Tierversuchen 	 NN
oder 	 KON
medizinische 	 ADJA
Studien 	 NN
, 	 $,
bei 	 APPR
denen 	 PRELS
eine 	 ART
Ethikkommission 	 NN
in 	 APPR
den 	 ART
Entwicklungsprozess 	 NN
eingebunden 	 VVPP
wird 	 VAFIN
, 	 $,
die 	 PRELS
mächtig 	 ADJD
genug 	 ADV
ist 	 VAFIN
, 	 $,
ein 	 ART
Projekt 	 NN
im 	 APPRART
Zweifelsfall 	 NN
auch 	 ADV
zu 	 PTKZU
stoppen 	 VVINF
. 	 $.
Die 	 ART
ethische 	 ADJA
Absicherung 	 NN
ist 	 VAFIN
keine 	 PIAT
Alibiübung 	 NN
: 	 $.
Es 	 PPER
gibt 	 VVFIN
eine 	 ART
Reihe 	 NN
von 	 APPR
Gesetzen 	 NN
, 	 $,
die 	 PRELS
der 	 ART
Forschung 	 NN
Grenzen 	 NN
auferlegen 	 VVINF
. 	 $.
Insofern 	 ADV
stimmt 	 VVFIN
die 	 ART
Annahme 	 NN
, 	 $,
die 	 ART
Forschung 	 NN
sei 	 VAFIN
frei 	 ADJD
, 	 $,
nicht 	 PTKNEG
ganz 	 ADV
. 	 $.
Für 	 APPR
potenzielle 	 ADJA
Waffenforschung 	 NN
allerdings 	 ADV
existiert 	 VVFIN
keine 	 PIAT
ähnlich 	 ADJD
restriktive 	 ADJA
Gesetzgebung 	 NN
– 	 $(
nicht 	 PTKNEG
einmal 	 ADV
in 	 APPR
Japan 	 NE
, 	 $,
wo 	 PWAV
es 	 PPER
eine 	 ART
sehr 	 ADV
starke 	 ADJA
Friedensströmung 	 NN
auch 	 ADV
an 	 APPR
Universitäten 	 NN
gibt 	 VVFIN
. 	 $.

 	 _SP
Mehr 	 PIAT
Transparenz 	 NN
erreichen 	 VVFIN

 	 _SP
Oft 	 ADV
argumentieren 	 VVFIN
Forschende 	 NN
und 	 KON
Hochschulen 	 NN
auch 	 ADV
, 	 $,
die 	 ART
militärische 	 ADJA
Forschung 	 NN
würde 	 VAFIN
ohnehin 	 ADV
betrieben 	 VVPP
, 	 $,
wenn 	 KOUS
nicht 	 PTKNEG
an 	 APPR
den 	 ART
Hochschulen 	 NN
, 	 $,
dann 	 ADV
hinter 	 APPR
verschlossenen 	 ADJA
Türen 	 NN
in 	 APPR
spezialisierten 	 ADJA
Forschungslabors 	 NE
. 	 $.
In 	 APPR
der 	 ART
Schweiz 	 NE
wäre 	 VAFIN
das 	 PDS
zum 	 APPRART
Beispiel 	 NN
bei 	 APPR
der 	 ART
Ruag 	 NE
. 	 $.
Der 	 ART
Konzern 	 NN
hat 	 VAFIN
2014 	 CARD
nach 	 APPR
eigenen 	 ADJA
Angaben 	 NN
140 	 CARD
Millionen 	 NN
Franken 	 NN
in 	 APPR
Forschung 	 NN
und 	 KON
Entwicklung 	 NN
investiert 	 VVPP
– 	 $(
auch 	 ADV
in 	 APPR
diverse 	 ADJA
Forschungspartnerschaften 	 NN
mit 	 APPR
Industrie 	 NN
und 	 KON
Hochschulen 	 NN
. 	 $.
Mit 	 APPR
Details 	 NN
, 	 $,
zum 	 APPRART
Beispiel 	 NN
welche 	 PRELS
dies 	 PDS
sind 	 VAFIN
, 	 $,
wird 	 VAFIN
aber 	 ADV
auch 	 ADV
hier 	 ADV
lieber 	 ADJD
gespart 	 VVPP
. 	 $.

 	 _SP
In 	 APPR
Deutschland 	 NE
sind 	 VAFIN
etliche 	 PIAT
Hochschulen 	 NN
dem 	 ART
Vorbild 	 NN
der 	 ART
TU 	 NN
Berlin 	 NE
gefolgt 	 VVPP
und 	 KON
haben 	 VAFIN
eine 	 ART
Zivilklausel 	 NN
eingeführt 	 VVPP
. 	 $.
In 	 APPR
der 	 ART
Schweiz 	 NE
dagegen 	 PROAV
gibt 	 VVFIN
es 	 PPER
keine 	 PIAT
ähnlichen 	 ADJA
Klauseln 	 NN
. 	 $.
Wenig 	 PIS
überrascht 	 VVPP
, 	 $,
dass 	 KOUS
es 	 PPER
die 	 ART
Gruppe 	 NN
für 	 APPR
eine 	 ART
Schweiz 	 NE
ohne 	 APPR
Armee 	 NN
( 	 $(
GSoA 	 NN
) 	 $(
ist 	 VAFIN
, 	 $,
die 	 PRELS
regelmässig 	 ADJD
nach 	 APPR
Beschränkung 	 NN
der 	 ART
Rüstungsforschung 	 NN
auch 	 ADV
in 	 APPR
der 	 ART
Schweiz 	 NE
ruft 	 VVFIN
. 	 $.
Doch 	 KON
auch 	 ADV
sie 	 PPER
weiss 	 VVFIN
um 	 APPR
die 	 ART
Gretchenfrage 	 NN
Dual-Use 	 NE
. 	 $.
Thomas 	 NE
Leibundgut 	 NE
, 	 $,
der 	 PRELS
das 	 ART
Dossier 	 NN
betreut 	 VVFIN
, 	 $,
geht 	 VVFIN
davon 	 PROAV
aus 	 PTKVZ
, 	 $,
dass 	 KOUS
eine 	 ART
Zivilklausel 	 NN
in 	 APPR
der 	 ART
Schweiz 	 NE
wohl 	 ADV
nur 	 ADV
