Title 	 NN
secret 	 NN
to 	 IN
innovation 	 NN
and 	 CC
successful 	 JJ
entrepreneurship 	 NN
is 	 VBZ
also 	 RB
founded 	 VBN
on 	 IN
four 	 CD
basic 	 JJ
elements 	 NNS
: 	 :
decentralisation 	 NN
, 	 ,
openness 	 NN
, 	 ,
continuity 	 NN
and 	 CC
autonomy 	 NN
– 	 :
DOCA 	 NNP
. 	 .
Switzerland 	 NNP
is 	 VBZ
an 	 DT
ideal 	 JJ
place 	 NN
to 	 TO
build 	 VB
on 	 IN
these 	 DT
four 	 CD
basic 	 JJ
pillars 	 NNS
. 	 .
Healthy 	 JJ
competition 	 NN
between 	 IN
scientists 	 NNS
is 	 VBZ
vital 	 JJ
in 	 IN
a 	 DT
small 	 JJ
country 	 NN
where 	 WRB
the 	 DT
creativity 	 NN
of 	 IN
decentralised 	 JJ
locations 	 NNS
is 	 VBZ
part 	 NN
and 	 CC
parcel 	 NN
of 	 IN
the 	 DT
greater 	 JJR
, 	 ,
overall 	 JJ
network 	 NN
, 	 ,
and 	 CC
if 	 IN
we 	 PRP
wish 	 VBP
innovation 	 NN
to 	 TO
emerge 	 VB
from 	 IN
the 	 DT
bottom 	 NN
up 	 RP
. 	 .
In 	 IN
our 	 PRP$
discussions 	 NNS
about 	 IN
participating 	 VBG
in 	 IN
European 	 JJ
research 	 NN
programmes 	 NNS
such 	 JJ
as 	 IN
Horizon 	 NNP
2020 	 CD
, 	 ,
we 	 PRP
have 	 VBP
seen 	 VBN
the 	 DT
great 	 JJ
value 	 NN
of 	 IN
an 	 DT
open 	 JJ
exchange 	 NN
of 	 IN
ideas 	 NNS
, 	 ,
both 	 DT
within 	 IN
Switzerland 	 NNP
and 	 CC
beyond 	 IN
its 	 PRP$
borders 	 NNS
. 	 .
And 	 CC
continuity 	 NN
in 	 IN
the 	 DT
overall 	 JJ
environment 	 NN
serves 	 VBZ
to 	 TO
promote 	 VB
the 	 DT
successful 	 JJ
progress 	 NN
of 	 IN
research 	 NN
projects 	 NNS
. 	 .
What 	 WP
will 	 MD
we 	 PRP
do 	 VB
if 	 IN
the 	 DT
creativity 	 NN
of 	 IN
our 	 PRP$
researchers 	 NNS
is 	 VBZ
curtailed 	 VBN
by 	 IN
the 	 DT
emergence 	 NN
of 	 IN
constricting 	 VBG
dependencies 	 NNS
? 	 .
If 	 IN
individual 	 JJ
responsibility 	 NN
– 	 :
autonomy 	 NN
– 	 :
is 	 VBZ
lost 	 VBN
? 	 .

 	 _SP
DOCA 	 NNP
explains 	 VBZ
in 	 IN
simple 	 JJ
fashion 	 NN
how 	 WRB
, 	 ,
through 	 IN
open 	 JJ
competition 	 NN
, 	 ,
the 	 DT
philosophy 	 NN
‘ 	 ``
think 	 VB
global 	 JJ
, 	 ,
act 	 VB
local 	 JJ
’ 	 ''
can 	 MD
function 	 VB
in 	 IN
a 	 DT
country 	 NN
of 	 IN
different 	 JJ
cultures 	 NNS
such 	 JJ
as 	 IN
Switzerland 	 NNP
. 	 .
Common 	 JJ
values 	 NNS
, 	 ,
common 	 JJ
goals 	 NNS
and 	 CC
the 	 DT
simplest 	 JJS
possible 	 JJ
steering 	 NN
mechanisms 	 NNS
for 	 IN
decentralised 	 JJ
implementation 	 NN
: 	 :
this 	 DT
is 	 VBZ
how 	 WRB
we 	 PRP
can 	 MD
efficiently 	 RB
apply 	 VB
the 	 DT
resources 	 NNS
at 	 IN
our 	 PRP$
disposal 	 NN
– 	 :
as 	 RB
long 	 RB
as 	 IN
openness 	 NN
, 	 ,
continuity 	 NN
and 	 CC
autonomy 	 NN
are 	 VBP
all 	 DT
guaranteed 	 VBN
. 	 .

 	 _SP
Maurice 	 NNP
Campagna 	 NNP
is 	 VBZ
the 	 DT
President 	 NNP
of 	 IN
the 	 DT
Swiss 	 NNP
Academies 	 NNPS
of 	 IN
Arts 	 NNPS
and 	 CC
Science 	 NNP
. 	 .
