Title 	 NE
zu 	 PTKZU
erkunden 	 VVINF
. 	 $.
« 	 $(
Unser 	 PPOSAT
Ziel 	 NN
war 	 VAFIN
es 	 PPER
, 	 $,
ein 	 ART
Material 	 NN
zu 	 PTKZU
schaffen 	 VVINF
, 	 $,
das 	 PRELS
relativ 	 ADJD
klein 	 ADJD
und 	 KON
steif 	 NE
ist 	 VAFIN
, 	 $,
damit 	 KOUS
es 	 PPER
belastet 	 VVPP
werden 	 VAINF
kann 	 VMFIN
, 	 $,
aber 	 KON
gleichzeitig 	 ADJD
leicht 	 ADJD
für 	 APPR
Anwendungen 	 NN
im 	 APPRART
Automobil- 	 TRUNC
oder 	 KON
Luftfahrtbereich 	 NN
. 	 $.
Diese 	 PDAT
schwierige 	 ADJA
Kombination 	 NN
ist 	 VAFIN
uns 	 PPER
gelungen 	 VVPP
. 	 $.
» 	 $(
Die 	 ART
Vorrichtung 	 NN
dämpft 	 VVFIN
99 	 CARD
Prozent 	 NN
der 	 ART
Wellen 	 NN
mit 	 APPR
800 	 CARD
Hertz 	 NN
, 	 $,
was 	 PWS
der 	 ART
typischen 	 ADJA
Frequenz 	 NN
von 	 APPR
Vokalen 	 NN
der 	 ART
menschlichen 	 ADJA
Sprache 	 NN
entspricht 	 VVFIN
. 	 $.

 	 _SP
Das 	 ART
Empa-Team 	 NN
wird 	 VAFIN
seine 	 PPOSAT
Struktur 	 NN
in 	 APPR
ein 	 ART
Sandwich 	 NN
aus 	 APPR
Polymeren 	 NN
einfügen 	 VVINF
, 	 $,
um 	 KOUI
es 	 PPER
als 	 APPR
Raumwand 	 NN
zu 	 PTKZU
testen 	 VVINF
. 	 $.
Weil 	 KOUS
die 	 ART
Struktur 	 NN
vorwiegend 	 ADJD
leer 	 ADJD
ist 	 VAFIN
, 	 $,
lässt 	 VVFIN
sie 	 PPER
das 	 ART
meiste 	 ADJA
Licht 	 NN
durch 	 PTKVZ
. 	 $.
Zwar 	 ADV
ist 	 VAFIN
sie 	 PPER
mit 	 APPR
zehn 	 CARD
Zentimetern 	 NN
zu 	 PTKA
dick 	 ADJD
für 	 APPR
ein 	 ART
Fenster 	 NN
. 	 $.
Sie 	 PPER
könnte 	 VMFIN
sich 	 PRF
jedoch 	 ADV
als 	 APPR
Schallisolation 	 NN
eignen 	 VVFIN
, 	 $,
die 	 ART
Räume 	 NN
abtrennt 	 VVPP
, 	 $,
ohne 	 KOUI
das 	 ART
Tageslicht 	 NN
abzuhalten 	 VVIZU
. 	 $.
