Title 	 PROPN___
adénine 	 NOUN__Gender=Fem|Number=Sing
( 	 PUNCT___
A 	 NOUN___
) 	 PUNCT___
, 	 PUNCT___
thymine 	 NOUN__Gender=Fem|Number=Sing
( 	 PUNCT___
T 	 NOUN___
) 	 PUNCT___
, 	 PUNCT___
guanine 	 NOUN__Gender=Fem|Number=Sing
( 	 PUNCT___
G 	 NOUN___
) 	 PUNCT___
et 	 CCONJ___
cytosine 	 NOUN__Gender=Fem|Number=Sing
( 	 PUNCT___
C 	 NOUN___
) 	 PUNCT___
. 	 PUNCT___
Nous 	 PRON__Number=Plur|Person=1
connaissons 	 VERB__Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin
tous 	 PRON__Gender=Masc|Number=Plur|PronType=Rel
l’ 	 NUM__NumType=Card
abréviation 	 NOUN__Gender=Fem|Number=Sing
de 	 ADP___
cette 	 DET__Gender=Fem|Number=Sing|PronType=Dem
découverte 	 NOUN__Gender=Fem|Number=Sing
, 	 PUNCT___
l’ 	 NUM__NumType=Card
ADN 	 PROPN___
, 	 PUNCT___
ainsi 	 ADV___
que 	 SCONJ___
sa 	 DET__Gender=Fem|Number=Sing|Poss=Yes
représentation 	 NOUN__Gender=Fem|Number=Sing
géométrique 	 ADJ__Number=Sing
, 	 PUNCT___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
double 	 ADJ__Number=Sing
hélice 	 NOUN__Gender=Fem|Number=Sing
. 	 PUNCT___
Son 	 DET__Number=Sing|Poss=Yes
origine 	 NOUN__Gender=Fem|Number=Sing
remonte 	 ADJ__Gender=Fem|Number=Sing
aux 	 ADJ__Gender=Masc|Number=Plur
alentours 	 NOUN__Gender=Masc|Number=Plur
de 	 ADP___
1860 	 NUM__NumType=Card
lorsque 	 SCONJ___
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
médecin 	 NOUN__Gender=Masc|Number=Sing
suisse 	 ADJ__Number=Sing
Friedrich 	 NOUN__Gender=Fem|Number=Sing
Miescher 	 PROPN___
identifie 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
dans 	 ADP___
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
pus 	 NOUN__Gender=Masc|Number=Sing
une 	 DET__Definite=Ind|Gender=Fem|Number=Sing|PronType=Art
substance 	 NOUN__Gender=Fem|Number=Sing
qu’ 	 PRON__PronType=Rel
il 	 PRON__Gender=Masc|Number=Sing|Person=3
baptise 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
nucléine 	 NOUN__Gender=Fem|Number=Sing
. 	 PUNCT___
Il 	 PRON__Gender=Masc|Number=Sing|Person=3
faudra 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin
encore 	 ADV___
d’ 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part
innombrables 	 ADJ__Number=Plur
expériences 	 NOUN__Gender=Fem|Number=Plur
jusqu’ 	 ADJ__Gender=Fem|Number=Plur
à 	 ADP___
ce 	 PRON__PronType=Rel
que 	 SCONJ___
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
prix 	 NOUN__Gender=Masc|Number=Sing
Nobel 	 PROPN__Gender=Fem|Number=Sing
de 	 ADP___
médecine 	 NOUN__Gender=Fem|Number=Sing
soit 	 AUX__Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
décerné 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass
en 	 ADP___
1962 	 NUM__NumType=Card
à 	 ADP___
James 	 PROPN__Gender=Masc|Number=Sing
Watson 	 PROPN___
, 	 PUNCT___
Francis 	 PROPN__Number=Sing
Crick 	 PROPN___
et 	 CCONJ___
Maurice 	 PROPN__Gender=Masc|Number=Sing
Wilkins 	 ADJ__Gender=Masc|Number=Plur
pour 	 ADP___
leurs 	 DET__Number=Plur|Poss=Yes
découvertes 	 NOUN__Gender=Fem|Number=Plur
sur 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
structure 	 NOUN__Gender=Fem|Number=Sing
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
acides 	 NOUN__Gender=Fem|Number=Plur
nucléiques 	 ADJ__Gender=Fem|Number=Plur
et 	 CCONJ___
leur 	 DET__Number=Sing|Poss=Yes
signification 	 NOUN__Gender=Fem|Number=Sing
pour 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
transmission 	 NOUN__Gender=Fem|Number=Sing
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
informations 	 NOUN__Gender=Fem|Number=Plur
dans 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
matière 	 NOUN__Gender=Fem|Number=Sing
vivante 	 ADJ__Gender=Fem|Number=Sing
. 	 PUNCT___
ATGC 	 PROPN___
: 	 PUNCT___
ni 	 CCONJ___
plus 	 ADV___
ni 	 CCONJ___
moins 	 ADV___
. 	 PUNCT___

 	 _SP
Le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
modèle 	 NOUN__Gender=Masc|Number=Sing
de 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
double 	 ADJ__Number=Sing
hélice 	 NOUN__Gender=Fem|Number=Sing
n’ 	 PROPN___
inspire 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
pas 	 ADV___
seulement 	 ADV___
les 	 DET__Definite=Def|Number=Plur|PronType=Art
biochimistes 	 NOUN__Gender=Fem|Number=Plur
dans 	 ADP___
leur 	 DET__Number=Sing|Poss=Yes
description 	 NOUN__Gender=Fem|Number=Sing
du 	 DET__Gender=Masc|Number=Sing
métabolisme 	 NOUN__Gender=Masc|Number=Sing
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
êtres 	 NOUN__Gender=Fem|Number=Plur
vivants 	 ADJ__Gender=Masc|Number=Plur
. 	 PUNCT___
Deux 	 NUM__NumType=Card
chercheurs 	 NOUN__Gender=Masc|Number=Plur
ont 	 AUX__Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin
montré 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part
récemment 	 ADV___
que 	 SCONJ___
cette 	 DET__Gender=Fem|Number=Sing|PronType=Dem
structure 	 NOUN__Gender=Fem|Number=Sing
convenait 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin
également 	 ADV___
pour 	 ADP___
archiver 	 VERB__VerbForm=Inf
textes 	 NOUN__Gender=Fem|Number=Plur
, 	 PUNCT___
photos 	 NOUN__Gender=Fem|Number=Plur
, 	 PUNCT___
musiques 	 ADJ__Number=Plur
et 	 CCONJ___
films 	 NOUN__Gender=Masc|Number=Plur
. 	 PUNCT___
Les 	 DET__Definite=Def|Number=Plur|PronType=Art
architectes 	 NOUN__Gender=Fem|Number=Plur
  	 _SP
se 	 PRON__Person=3|Reflex=Yes
réfèrent 	 VERB__Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin
aussi 	 ADV___
à 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
spirale 	 NOUN__Gender=Fem|Number=Sing
hélicoïdale 	 ADJ__Gender=Fem|Number=Sing
pour 	 ADP___
créer 	 VERB__VerbForm=Inf
leurs 	 DET__Number=Plur|Poss=Yes
tours 	 NOUN__Number=Plur
. 	 PUNCT___
Et 	 CCONJ___
les 	 DET__Definite=Def|Number=Plur|PronType=Art
stylistes 	 NOUN__Gender=Masc|Number=Plur
réunissent 	 VERB__Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin
parfois 	 ADV___
les 	 DET__Definite=Def|Number=Plur|PronType=Art
cheveux 	 NOUN__Gender=Masc|Number=Plur
longs 	 ADJ__Gender=Masc|Number=Plur
en 	 ADP___
doubles 	 NOUN__Gender=Fem|Number=Sing
tresses 	 VERB__Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part
. 	 PUNCT___

 	 _SP
Le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
secret 	 NOUN__Gender=Masc|Number=Sing
de 	 ADP___
l’ 	 PROPN__Gender=Masc|Number=Sing
innovation 	 NOUN__Gender=Fem|Number=Sing
et 	 CCONJ___
du 	 DET__Gender=Masc|Number=Sing
succès 	 NOUN__Gender=Masc|Number=Sing
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
entreprises 	 NOUN__Gender=Fem|Number=Plur
réside 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
lui 	 PRON__Gender=Masc|Number=Sing|Person=3|PronType=Prs
aussi 	 ADV___
dans 	 ADP___
quatre 	 NUM__NumType=Card
piliers 	 NOUN__Gender=Masc|Number=Plur
: 	 PUNCT___
décentralisation 	 NOUN__Gender=Fem|Number=Sing
, 	 PUNCT___
ouverture 	 NOUN__Gender=Fem|Number=Sing
, 	 PUNCT___
continuité 	 NOUN__Gender=Fem|Number=Sing
et 	 CCONJ___
autonomie 	 NOUN__Gender=Fem|Number=Sing
, 	 PUNCT___
en 	 ADP___
bref 	 ADV___
DOCA 	 NOUN__Gender=Fem|Number=Sing
. 	 PUNCT___
Ils 	 PRON__Gender=Masc|Number=Plur|Person=3
s’ 	 AUX__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part
avèrent 	 ADV___
particulièrement 	 ADV___
pertinents 	 NOUN__Gender=Masc|Number=Plur
pour 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
Suisse 	 PROPN__Gender=Fem|Number=Sing
. 	 PUNCT___
Une 	 DET__Definite=Ind|Gender=Fem|Number=Sing|PronType=Art
saine 	 ADJ__Gender=Fem|Number=Sing
concurrence 	 NOUN__Gender=Fem|Number=Sing
entre 	 ADP___
les 	 DET__Definite=Def|Number=Plur|PronType=Art
scientifiques 	 NOUN__Number=Plur
joue 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
  	 _SP
un 	 DET__Definite=Ind|Gender=Masc|Number=Sing|PronType=Art
rôle 	 NOUN__Gender=Masc|Number=Sing
vital 	 PROPN___
dans 	 ADP___
un 	 DET__Definite=Ind|Gender=Masc|Number=Sing|PronType=Art
petit 	 ADJ__Gender=Masc|Number=Sing
pays 	 NOUN__Gender=Masc|Number=Sing
où 	 PRON__PronType=Rel
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
réseau 	 NOUN__Gender=Masc|Number=Sing
de 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
recherche 	 NOUN__Gender=Fem|Number=Sing
se 	 PRON__Person=3|Reflex=Yes
nourrit 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
de 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
créativité 	 NOUN__Gender=Fem|Number=Sing
de 	 ADP___
sites 	 NOUN__Gender=Masc|Number=Plur
décentralisés 	 VERB__Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part
et 	 CCONJ___
où 	 PRON__PronType=Rel
les 	 DET__Definite=Def|Number=Plur|PronType=Art
impulsions 	 NOUN__Gender=Fem|Number=Plur
à 	 ADP___
l’ 	 PROPN__Gender=Masc|Number=Sing
innovation 	 NOUN__Gender=Fem|Number=Sing
peuvent 	 VERB__Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin
aussi 	 ADV___
se 	 PRON__Person=3|Reflex=Yes
produire 	 VERB__VerbForm=Inf
bottom 	 PROPN__Gender=Masc|Number=Sing
- 	 PUNCT___
up 	 NOUN__Gender=Masc|Number=Plur
. 	 PUNCT___

 	 _SP
Les 	 DET__Definite=Def|Number=Plur|PronType=Art
discussions 	 NOUN__Gender=Fem|Number=Plur
autour 	 ADV___
de 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
participation 	 NOUN__Gender=Fem|Number=Sing
aux 	 ADJ__Gender=Masc|Number=Plur
programmes 	 NOUN__Gender=Masc|Number=Plur
de 	 ADP___
recherche 	 NOUN__Gender=Fem|Number=Sing
européen 	 ADJ__Gender=Masc|Number=Sing
Horizon 	 PROPN___
2020 	 NUM__NumType=Card
ont 	 AUX__Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin
, 	 PUNCT___
elles 	 PRON__Gender=Fem|Number=Plur|Person=3
, 	 PUNCT___
montré 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
nécessité 	 NOUN__Gender=Fem|Number=Sing
d’ 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part
assurer 	 VERB__VerbForm=Inf
les 	 DET__Definite=Def|Number=Plur|PronType=Art
échanges 	 NOUN__Gender=Masc|Number=Plur
et 	 CCONJ___
l’ 	 PROPN___
ouverture 	 NOUN__Gender=Fem|Number=Sing
non 	 ADV___
seulement 	 ADV___
dans 	 ADP___
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
pays 	 NOUN__Gender=Masc|Number=Sing
mais 	 CCONJ___
aussi 	 ADV___
au 	 PROPN___
- 	 PUNCT___
delà 	 ADV___
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
frontières 	 NOUN__Gender=Fem|Number=Plur
. 	 PUNCT___
Un 	 DET__Definite=Ind|Gender=Masc|Number=Sing|PronType=Art
environnement 	 NOUN__Gender=Masc|Number=Sing
stable 	 ADJ__Number=Sing
contribue 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
pour 	 ADP___
sa 	 DET__Gender=Fem|Number=Sing|Poss=Yes
part 	 NOUN__Gender=Fem|Number=Sing
au 	 PROPN___
bon 	 ADJ__Gender=Masc|Number=Sing
déroulement 	 VERB__Mood=Ind|Number=Plur|Person=3|Tense=Imp|VerbForm=Fin
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
recherches 	 NOUN__Gender=Fem|Number=Plur
: 	 PUNCT___
que 	 SCONJ___
ferions 	 NOUN__Gender=Fem|Number=Plur
- 	 PUNCT___
nous 	 PRON__Number=Plur|Person=1
si 	 SCONJ___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
créativité 	 NOUN__Gender=Fem|Number=Sing
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
chercheurs 	 NOUN__Gender=Masc|Number=Plur
était 	 AUX__Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin
entravée 	 VERB__Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass
par 	 ADP___
un 	 DET__Definite=Ind|Gender=Masc|Number=Sing|PronType=Art
manque 	 NOUN__Gender=Masc|Number=Sing
d’ 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part
indépendance 	 NOUN__Gender=Fem|Number=Sing
, 	 PUNCT___
et 	 CCONJ___
qu’ 	 PRON__PronType=Rel
adviendrait 	 VERB__Mood=Cnd|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
- 	 PUNCT___
il 	 PRON__Gender=Masc|Number=Sing|Person=3
si 	 SCONJ___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
responsabilité 	 NOUN__Gender=Fem|Number=Sing
individuelle 	 ADJ__Gender=Fem|Number=Sing
était 	 AUX__Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin
remise 	 VERB__Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass
en 	 ADP___
question 	 NOUN__Gender=Fem|Number=Sing
par 	 ADP___
une 	 DET__Definite=Ind|Gender=Fem|Number=Sing|PronType=Art
perte 	 NOUN__Gender=Fem|Number=Sing
d’ 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part
autonomie 	 NOUN__Gender=Fem|Number=Sing
? 	 PUNCT___

 	 _SP
DOCA 	 NOUN__Gender=Fem|Number=Sing
explique 	 VERB__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
très 	 ADV___
simplement 	 ADV___
comment 	 ADV__PronType=Int
un 	 DET__Definite=Ind|Gender=Masc|Number=Sing|PronType=Art
pays 	 NOUN__Gender=Masc|Number=Sing
avec 	 ADP___
différentes 	 DET__Definite=Ind|Number=Plur|PronType=Art
cultures 	 NOUN__Number=Plur
comme 	 ADP___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
Suisse 	 PROPN__Gender=Fem|Number=Sing
peut 	 AUX__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
concrétiser 	 VERB__VerbForm=Inf
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
philosophie 	 NOUN__Gender=Fem|Number=Sing
du 	 DET__Gender=Masc|Number=Sing
« 	 ADJ__Gender=Masc|Number=Sing
think 	 PROPN___
global 	 ADJ__Gender=Masc|Number=Sing
, 	 PUNCT___
act 	 NOUN___
local 	 ADJ__Gender=Masc|Number=Sing
» 	 PUNCT___
dans 	 ADP___
un 	 DET__Definite=Ind|Gender=Masc|Number=Sing|PronType=Art
contexte 	 NOUN__Gender=Masc|Number=Sing
de 	 ADP___
libre 	 ADJ__Number=Sing
concurrence 	 NOUN__Gender=Fem|Number=Sing
. 	 PUNCT___
Des 	 DET__Definite=Ind|Number=Plur|PronType=Art
valeurs 	 NOUN__Gender=Fem|Number=Plur
et 	 CCONJ___
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
objectifs 	 NOUN__Gender=Masc|Number=Plur
communs 	 ADJ__Gender=Masc|Number=Sing
ainsi 	 ADV___
qu’ 	 SCONJ___
un 	 DET__Definite=Ind|Gender=Masc|Number=Sing|PronType=Art
pilotage 	 NOUN__Gender=Masc|Number=Sing
aussi 	 ADV___
simple 	 ADJ__Number=Sing
que 	 SCONJ___
possible 	 ADJ__Number=Sing
  	 _SP
pour 	 ADP___
une 	 DET__Definite=Ind|Gender=Fem|Number=Sing|PronType=Art
réalisation 	 NOUN__Gender=Fem|Number=Sing
décentralisée 	 VERB__Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part
: 	 PUNCT___
voici 	 VERB__Mood=Ind|VerbForm=Fin
les 	 DET__Definite=Def|Number=Plur|PronType=Art
meilleurs 	 NOUN__Gender=Masc|Number=Plur
moyens 	 ADJ__Gender=Masc|Number=Plur
de 	 ADP___
tirer 	 VERB__VerbForm=Inf
parti 	 VERB__Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
ressources 	 NOUN__Gender=Fem|Number=Plur
disponibles 	 ADJ__Number=Plur
. 	 PUNCT___
Aussi 	 ADV___
longtemps 	 ADV___
que 	 SCONJ___
l’ 	 PROPN___
ouverture 	 NOUN__Gender=Fem|Number=Sing
, 	 PUNCT___
la 	 DET__Definite=Def|Gender=Fem|Number=Sing|PronType=Art
continuité 	 NOUN__Gender=Fem|Number=Sing
et 	 CCONJ___
l’ 	 ADJ__Number=Sing
autonomie 	 NOUN__Gender=Fem|Number=Sing
seront 	 AUX__Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin
garanties 	 VERB__Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass
. 	 PUNCT___

 	 _SP
Maurice 	 PROPN__Gender=Masc|Number=Sing
Campagna 	 PROPN___
est 	 AUX__Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin
le 	 DET__Definite=Def|Gender=Masc|Number=Sing|PronType=Art
président 	 NOUN__Gender=Masc|Number=Sing
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
Académies 	 NOUN__Gender=Fem|Number=Plur
suisses 	 ADJ__Number=Plur
des 	 DET__Definite=Ind|Number=Plur|PronType=Art
sciences 	 NOUN__Gender=Fem|Number=Plur
. 	 PUNCT___
