Title 	 NN
of 	 IN
the 	 DT
methodology 	 NN
used 	 VBN
in 	 IN
acquiring 	 VBG
it 	 PRP
, 	 ,
such 	 JJ
as 	 IN
laboratory 	 NN
methods 	 NNS
or 	 CC
adjustments 	 NNS
made 	 VBN
to 	 IN
instrumentation 	 NN
. 	 .
Only 	 RB
then 	 RB
will 	 MD
it 	 PRP
be 	 VB
possible 	 JJ
for 	 IN
other 	 JJ
research 	 NN
groups 	 NNS
to 	 TO
reproduce 	 VB
the 	 DT
results 	 NNS
and 	 CC
subsequently 	 RB
either 	 CC
validate 	 NN
or 	 CC
refute 	 VB
them 	 PRP
. 	 .

 	 _SP
The 	 DT
open 	 JJ
- 	 HYPH
science 	 NN
movement 	 NN
aspires 	 VBZ
to 	 IN
a 	 DT
world 	 NN
where 	 WRB
researchers 	 NNS
resolve 	 VBP
their 	 PRP$
problems 	 NNS
in 	 IN
concert 	 NN
with 	 IN
each 	 DT
other 	 JJ
and 	 CC
  	 _SP
keep 	 VB
lab 	 NN
notebooks 	 NNS
available 	 JJ
to 	 IN
everybody 	 NN
on 	 IN
the 	 DT
Internet 	 NN
. 	 .
“ 	 ``
Science 	 NN
is 	 VBZ
tackling 	 VBG
problems 	 NNS
that 	 WDT
are 	 VBP
becoming 	 VBG
increasingly 	 RB
complex 	 JJ
and 	 CC
that 	 DT
therefore 	 RB
need 	 VBP
greater 	 JJR
collaboration 	 NN
” 	 ''
, 	 ,
says 	 VBZ
Friesike 	 NNP
. 	 .
“ 	 ``
Instead 	 RB
of 	 IN
meeting 	 VBG
the 	 DT
often 	 RB
rigid 	 JJ
requirements 	 NNS
of 	 IN
research 	 NN
programmes 	 NNS
, 	 ,
researchers 	 NNS
should 	 MD
be 	 VB
more 	 RBR
interested 	 JJ
in 	 IN
organising 	 VBG
themselves 	 PRP
by 	 IN
launching 	 VBG
calls 	 NNS
to 	 IN
collaboration 	 NN
that 	 WDT
are 	 VBP
open 	 JJ
to 	 IN
everyone 	 NN
. 	 .
This 	 DT
would 	 MD
also 	 RB
up 	 IN
the 	 DT
pressure 	 NN
to 	 TO
share 	 VB
data 	 NNS
, 	 ,
methods 	 NNS
and 	 CC
facilities 	 NNS
– 	 :
without 	 IN
that 	 IN
there 	 EX
is 	 VBZ
hardly 	 RB
any 	 DT
incentive 	 NN
for 	 IN
others 	 NNS
to 	 TO
join 	 VB
a 	 DT
project 	 NN
” 	 ''
. 	 .

 	 _SP
Daniel 	 NNP
Saraga 	 NNP
is 	 VBZ
the 	 DT
chief 	 JJ
editor 	 NN
of 	 IN
Horizons 	 NNP
. 	 .

 	 _SP
B. 	 NNP
Fecher 	 NNP
and 	 CC
S. 	 NNP
Friesike 	 NNP
: 	 :
Open 	 VB
Science 	 NN
: 	 :
One 	 CD
Term 	 NNP
, 	 ,
Five 	 CD
Schools 	 NNPS
of 	 IN
Thought 	 NNP
. 	 .
SSRN 	 NNP
( 	 -LRB-
2013 	 CD
) 	 -RRB-
