Title 	 NN
start 	 VB
talking 	 VBG
about 	 IN
his 	 PRP$
research 	 NN
collaborations 	 NNS
. 	 .

 	 _SP
MARCEL 	 NNP
TANNER 	 NNP
: 	 :
The 	 DT
founder 	 NN
of 	 IN
our 	 PRP$
Institute 	 NNP
, 	 ,
Rudolf 	 NNP
Geigy 	 NNP
, 	 ,
began 	 VBD
working 	 VBG
in 	 IN
Tanzania 	 NNP
in 	 IN
1944 	 CD
. 	 .
He 	 PRP
was 	 VBD
busy 	 JJ
with 	 IN
ethnological 	 JJ
topics 	 NNS
, 	 ,
not 	 RB
medicine 	 NN
. 	 .
But 	 CC
when 	 WRB
you 	 PRP
see 	 VBP
how 	 WRB
people 	 NNS
live 	 VBP
, 	 ,
you 	 PRP
soon 	 RB
enough 	 RB
come 	 VBD
up 	 RP
against 	 IN
the 	 DT
topic 	 NN
of 	 IN
health 	 NN
. 	 .
Our 	 PRP$
approach 	 NN
has 	 VBZ
always 	 RB
been 	 VBN
that 	 IN
we 	 PRP
would 	 MD
n’t 	 RB
fly 	 VB
in 	 RB
with 	 IN
a 	 DT
research 	 NN
question 	 NN
ready 	 JJ
to 	 TO
be 	 VB
answered 	 VBN
. 	 .
Instead 	 RB
, 	 ,
we 	 PRP
develop 	 VBP
our 	 PRP$
research 	 NN
questions 	 NNS
together 	 RB
with 	 IN
the 	 DT
people 	 NNS
on 	 IN
the 	 DT
spot 	 NN
. 	 .
You 	 PRP
need 	 VBP
good 	 JJ
local 	 JJ
knowledge 	 NN
for 	 IN
that 	 DT
. 	 .
‘ 	 ``
No 	 DT
roots 	 NNS
, 	 ,
no 	 DT
fruit 	 NN
’ 	 ''
. 	 .

 	 _SP
Did 	 VBD
n’t 	 RB
you 	 PRP
have 	 VB
your 	 PRP$
research 	 NN
questions 	 NNS
finalised 	 VBN
when 	 WRB
you 	 PRP
first 	 RB
went 	 VBD
to 	 IN
Africa 	 NNP
in 	 IN
1979 	 CD
? 	 .

 	 _SP
That 	 DT
was 	 VBD
a 	 DT
formative 	 JJ
experience 	 NN
. 	 .
We 	 PRP
were 	 VBD
in 	 IN
Cameroon 	 NNP
, 	 ,
looking 	 VBG
for 	 IN
a 	 DT
new 	 JJ
diagnostic 	 JJ
tool 	 NN
for 	 IN
river 	 NN
blindness 	 NN
, 	 ,
which 	 WDT
is 	 VBZ
a 	 DT
parasitic 	 JJ
worm 	 NN
disease 	 NN
. 	 .
We 	 PRP
went 	 VBD
into 	 IN
the 	 DT
villages 	 NNS
where 	 WRB
affected 	 VBN
people 	 NNS
lived 	 VBD
, 	 ,
and 	 CC
treated 	 VBD
them 	 PRP
. 	 .
Then 	 RB
we 	 PRP
realised 	 VBD
that 	 IN
these 	 DT
people 	 NNS
had 	 VBD
very 	 RB
different 	 JJ
problems 	 NNS
and 	 CC
concerns 	 NNS
besides 	 IN
these 	 DT
worms 	 NNS
, 	 ,
and 	 CC
that 	 IN
it 	 PRP
was 	 VBD
n’t 	 RB
meaningful 	 JJ
to 	 TO
deal 	 VB
with 	 IN
just 	 RB
one 	 CD
disease 	 NN
in 	 IN
isolation 	 NN
. 	 .
After 	 IN
this 	 DT
experience 	 NN
I 	 PRP
switched 	 VBD
from 	 IN
immunology 	 NN
, 	 ,
which 	 WDT
acquires 	 VBZ
its 	 PRP$
material 	 NN
in 	 IN
Africa 	 NNP
, 	 ,
to 	 IN
epidemiology 	 NN
and 	 CC
public 	 JJ
health 	 NN
, 	 ,
which 	 WDT
is 	 VBZ
concerned 	 VBN
with 	 IN
system 	 NN
contexts 	 NN
and 	 CC
investigates 	 VBZ
fundamental 	 JJ
principles 	 NNS
and 	 CC
solutions 	 NNS
through 	 IN
partnerships 	 NNS
. 	 .
It 	 PRP
’s 	 VBZ
about 	 IN
engaging 	 VBG
in 	 IN
mutual 	 JJ
learning 	 NN
to 	 TO
promote 	 VB
change 	 NN
. 	 .

 	 _SP
Are 	 VBP
many 	 JJ
researchers 	 NNS
open 	 JJ
to 	 IN
changing 	 VBG
their 	 PRP$
research 	 NN
questions 	 NNS
? 	 .

 	 _SP
Whenever 	 WRB
possible 	 JJ
, 	 ,
I 	 PRP
send 	 VBP
my 	 PRP$
postgraduate 	 JJ
and 	 CC
doctoral 	 JJ
students 	 NNS
into 	 IN
the 	 DT
field 	 NN
. 	 .
It 	 PRP
does 	 VBZ
n’t 	 RB
have 	 VB
to 	 TO
be 	 VB
Africa 	 NNP
. 	 .
If 	 IN
there 	 EX
are 	 VBP
parasites 	 NNS
in 	 IN
the 	 DT
tap 	 NN
water 	 NN
in 	 IN
the 	 DT
Lützeltal 	 NNP
here 	 RB
in 	 IN
the 	 DT
canton 	 NN
of 	 IN
Basel 	 NNP
, 	 ,
you 	 PRP
still 	 RB
have 	 VBP
to 	 TO
work 	 VB
together 	 RB
with 	 IN
all 	 PDT
those 	 DT
who 	 WP
are 	 VBP
affected 	 VBN
. 	 .
If 	 IN
  	 _SP
you 	 PRP
send 	 VBP
people 	 NNS
out 	 RP
and 	 CC
have 	 VB
them 	 PRP
work 	 VB
in 	 IN
the 	 DT
field 	 NN
, 	 ,
they 	 PRP
will 	 MD
be 	 VB
able 	 JJ
to 	 TO
adjust 	 VB
their 	 PRP$
research 	 NN
questions 	 NNS
accordingly 	 RB
. 	 .
But 	 CC
that 	 DT
’s 	 VBZ
not 	 RB
  	 _SP
always 	 RB
easy 	 RB
when 	 WRB
it 	 PRP
comes 	 VBZ
to 	 IN
those 	 DT
giving 	 VBG
the 	 DT
money 	 NN
. 	 .
The 	 DT
people 	 NNS
who 	 WP
provide 	 VBP
funds 	 NNS
usually 	 RB
never 	 RB
get 	 VBP
their 	 PRP$
hands 	 NNS
dirty 	 JJ
, 	 ,
so 	 CC
they 	 PRP
  	 _SP
do 	 VBP
n’t 	 RB
really 	 RB
understand 	 VB
the 	 DT
context 	 NN
. 	 .

 	 _SP
But 	 CC
Africa 	 NNP
is 	 VBZ
n’t 	 RB
the 	 DT
Lützeltal 	 NNP
! 	 .

 	 _SP
Intercultural 	 JJ
collaboration 	 NN
occurs 	 VBZ
whenever 	 WRB
you 	 PRP
work 	 VBP
together 	 RB
. 	 .
You 	 PRP
do 	 VBP
n’t 	 RB
need 	 VB
any 	 DT
seminars 	 NNS
on 	 IN
interculturalism 	 NN
or 	 CC
any 	 DT
  	 _SP
touchy 	 RB
- 	 HYPH
feely 	 RB
workshops 	 NNS
. 	 .
They 	 PRP
just 	 RB
kill 	 VBP
off 	 RP
all 	 DT
pleasure 	 NN
in 	 IN
your 	 PRP$
work 	 NN
. 	 .
And 	 CC
the 	 DT
pleasure 	 NN
of 	 IN
it 	 PRP
is 	 VBZ
what 	 WP
really 	 RB
counts 	 VBZ
. 	 .
If 	 IN
you 	 PRP
want 	 VBP
to 	 TO
do 	 VB
research 	 NN
, 	 ,
you 	 PRP
have 	 VBP
to 	 TO
be 	 VB
curious 	 JJ
. 	 .
You 	 PRP
have 	 VBP
to 	 TO
enjoy 	 VB
sharing 	 VBG
your 	 PRP$
findings 	 NNS
with 	 IN
others 	 NNS
, 	 ,
and 	 CC
you 	 PRP
have 	 VBP
to 	 TO
want 	 VB
to 	 TO
achieve 	 VB
something 	 NN
. 	 .
If 	 IN
you 	 PRP
’re 	 VBP
in 	 IN
a 	 DT
region 	 NN
with 	 IN
a 	 DT
million 	 CD
inhabitants 	 NNS
and 	 CC
you 	 PRP
manage 	 VBP
to 	 IN
lower 	 JJR
child 	 NN
mortality 	 NN
by 	 IN
a 	 DT
third 	 JJ
, 	 ,
then 	 RB
you 	 PRP
know 	 VBP
you 	 PRP
’ve 	 VB
achieved 	 VBN
something 	 NN
. 	 .
If 	 IN
you 	 PRP
take 	 VBP
no 	 DT
joy 	 NN
in 	 IN
things 	 NNS
, 	 ,
if 	 IN
you 	 PRP
only 	 RB
see 	 VBP
the 	 DT
problems 	 NNS
and 	 CC
ca 	 MD
n’t 	 RB
laugh 	 VB
, 	 ,
then 	 RB
you 	 PRP
’ll 	 MD
not 	 RB
discover 	 VB
anything 	 NN
. 	 .
And 	 CC
the 	 DT
joy 	 NN
of 	 IN
it 	 PRP
is 	 VBZ
also 	 RB
what 	 WP
helps 	 VBZ
you 	 PRP
when 	 WRB
things 	 NNS
do 	 VBP
n’t 	 RB
go 	 VB
well 	 RB
and 	 CC
you 	 PRP
spend 	 VBP
a 	 DT
whole 	 JJ
day 	 NN
running 	 VBG
round 	 RB
to 	 TO
find 	 VB
diesel 	 NN
for 	 IN
the 	 DT
generator 	 NN
in 	 IN
your 	 PRP$
lab 	 NN
, 	 ,
for 	 IN
example 	 NN
. 	 .
You 	 PRP
learn 	 VBP
a 	 DT
lot 	 NN
in 	 IN
  	 _SP
such 	 JJ
situations 	 NNS
. 	 .

 	 _SP
But 	 CC
learning 	 VBG
to 	 TO
find 	 VB
diesel 	 NN
out 	 RP
in 	 IN
the 	 DT
bush 	 NN
is 	 VBZ
n’t 	 RB
going 	 VBG
to 	 TO
help 	 VB
you 	 PRP
here 	 RB
in 	 IN
Switzerland 	 NNP
. 	 .

 	 _SP
Oh 	 UH
but 	 CC
it 	 PRP
does 	 VBZ
, 	 ,
because 	 IN
you 	 PRP
’ve 	 VB
learnt 	 VBN
to 	 TO
help 	 VB
yourself 	 PRP
and 	 CC
to 	 TO
deal 	 VB
with 	 IN
operational 	 JJ
crises 	 NNS
. 	 .
Today 	 NN
, 	 ,
a 	 DT
lot 	 NN
of 	 IN
Swiss 	 JJ
people 	 NNS
want 	 VBP
to 	 TO
clarify 	 VB
  	 _SP
all 	 DT
possible 	 JJ
eventualities 	 NNS
before 	 IN
they 	 PRP
travel 	 VBP
to 	 IN
Africa 	 NNP
. 	 .
They 	 PRP
even 	 RB
want 	 VBP
to 	 TO
know 	 VB
who 	 WP
will 	 MD
provide 	 VB
nappies 	 NNS
for 	 IN
their 	 PRP$
kids 	 NNS
– 	 :
instead 	 RB
of 	 IN
just 	 RB
going 	 VBG
there 	 RB
and 	 CC
organising 	 VBG
things 	 NNS
themselves 	 PRP
on 	 IN
the 	 DT
spot 	 NN
. 	 .

 	 _SP
That 	 IN
all 	 DT
sounds 	 VBZ
well 	 RB
and 	 CC
good 	 JJ
. 	 .
But 	 CC
there 	 EX
are 	 VBP
also 	 RB
cultural 	 JJ
difficulties 	 NNS
. 	 .

 	 _SP
How 	 WRB
right 	 JJ
you 	 PRP
are 	 VBP
– 	 :
small 	 JJ
ones 	 NNS
and 	 CC
big 	 JJ
ones 	 NNS
! 	 .
African 	 JJ
culture 	 NN
functions 	 NNS
by 	 IN
word 	 NN
of 	 IN
mouth 	 NN
, 	 ,
and 	 CC
they 	 PRP
do 	 VBP
n’t 	 RB
always 	 RB
answer 	 VB
  	 _SP
straightaway 	 NN
. 	 .
It 	 PRP
’s 	 VBZ
annoying 	 JJ
if 	 IN
I 	 PRP
do 	 VBP
n’t 	 RB
get 	 VB
an 	 DT
answer 	 NN
to 	 IN
my 	 PRP$
e 	 NNS
- 	 HYPH
mails 	 NNS
and 	 CC
I 	 PRP
ca 	 MD
n’t 	 RB
communicate 	 VB
properly 	 RB
. 	 .
Sometimes 	 RB
you 	 PRP
flounder 	 VBP
  	 _SP
because 	 IN
of 	 IN
the 	 DT
political 	 JJ
realities 	 NNS
. 	 .
In 	 IN
Chad 	 NNP
, 	 ,
we 	 PRP
had 	 VBD
a 	 DT
comprehensive 	 JJ
programme 	 NN
with 	 IN
the 	 DT
nomads 	 NNS
. 	 .
We 	 PRP
were 	 VBD
well 	 JJ
on 	 IN
the 	 DT
way 	 NN
to 	 IN
  	 _SP
setting 	 VBG
up 	 RP
an 	 DT
institutional 	 JJ
structure 	 NN
. 	 .
We 	 PRP
expected 	 VBD
the 	 DT
government 	 NN
to 	 TO
participate 	 VB
, 	 ,
also 	 RB
in 	 IN
financial 	 JJ
terms 	 NNS
. 	 .
But 	 CC
then 	 RB
nothing 	 NN
came 	 VBD
. 	 .
Despite 	 IN
eight 	 CD
years 	 NNS
of 	 IN
planning 	 VBG
with 	 IN
everyone 	 NN
involved 	 VBN
, 	 ,
the 	 DT
programme 	 NN
failed 	 VBD
to 	 TO
produce 	 VB
results 	 NNS
– 	 :
at 	 IN
least 	 JJS
to 	 IN
the 	 DT
extent 	 NN
that 	 WDT
had 	 VBD
been 	 VBN
intended 	 VBN
. 	 .

 	 _SP
Are 	 VBP
there 	 EX
enough 	 JJ
well 	 RB
- 	 HYPH
educated 	 VBN
people 	 NNS
in 	 IN
poor 	 JJ
countries 	 NNS
? 	 .

 	 _SP
Education 	 NN
is 	 VBZ
the 	 DT
biggest 	 JJS
problem 	 NN
. 	 .
We 	 PRP
often 	 RB
have 	 VBP
students 	 NNS
from 	 IN
poor 	 JJ
countries 	 NNS
who 	 WP
are 	 VBP
good 	 JJ
in 	 IN
their 	 PRP$
own 	 JJ
subject 	 NN
, 	 ,
but 	 CC
they 	 PRP
do 	 VBP
n’t 	 RB
  	 _SP
possess 	 VB
any 	 DT
broad 	 JJ
knowledge 	 NN
. 	 .
You 	 PRP
can 	 MD
put 	 VB
this 	 DT
right 	 NN
, 	 ,
but 	 CC
their 	 PRP$
doctorate 	 NN
will 	 MD
take 	 VB
longer 	 RBR
, 	 ,
and 	 CC
the 	 DT
donors 	 NNS
have 	 VBP
to 	 TO
be 	 VB
prepared 	 VBN
to 	 TO
pay 	 VB
the 	 DT
extra 	 JJ
. 	 .
But 	 CC
it 	 PRP
’s 	 VBZ
worth 	 JJ
it 	 PRP
. 	 .
Training 	 VBG
people 	 NNS
well 	 RB
is 	 VBZ
the 	 DT
biggest 	 JJS
impact 	 NN
that 	 WDT
you 	 PRP
can 	 MD
make 	 VB
– 	 :
far 	 RB
more 	 RBR
important 	 JJ
than 	 IN
any 	 DT
journal 	 NNP
citation 	 NN
reports 	 VBZ
or 	 CC
any 	 DT
H 	 NNP
index 	 NN
, 	 ,
which 	 WDT
are 	 VBP
purely 	 RB
for 	 IN
self 	 NN
- 	 HYPH
glorification 	 NN
purposes 	 NNS
. 	 .

 	 _SP
Science 	 NN
, 	 ,
its 	 PRP$
methods 	 NNS
and 	 CC
cultural 	 JJ
codes 	 NNS
, 	 ,
emerged 	 VBD
in 	 IN
our 	 PRP$
cultural 	 JJ
area 	 NN
. 	 .
So 	 RB
is 	 VBZ
n’t 	 RB
any 	 DT
scientific 	 JJ
collaboration 	 NN
asymmetrical 	 JJ
from 	 IN
the 	 DT
outset 	 NN
? 	 .

 	 _SP
Sure 	 UH
. 	 .
But 	 CC
it 	 PRP
depends 	 VBZ
how 	 WRB
you 	 PRP
deal 	 VBP
with 	 IN
this 	 DT
. 	 .
Our 	 PRP$
holy 	 JJ
scientific 	 JJ
standards 	 NNS
are 	 VBP
not 	 RB
beyond 	 RB
all 	 DT
doubt 	 NN
either 	 RB
. 	 .
Just 	 RB
think 	 VB
of 	 IN
the 	 DT
problems 	 NNS
we 	 PRP
have 	 VBP
with 	 IN
peer 	 NN
reviews 	 NNS
and 	 CC
our 	 PRP$
useless 	 JJ
publication 	 NN
impact 	 NN
factors 	 NNS
... 	 :
But 	 CC
if 	 IN
you 	 PRP
listen 	 VBP
to 	 IN
each 	 DT
other 	 JJ
, 	 ,
then 	 RB
common 	 JJ
codes 	 NNS
can 	 MD
emerge 	 VB
. 	 .
In 	 IN
certain 	 JJ
circumstances 	 NNS
that 	 WDT
can 	 MD
take 	 VB
several 	 JJ
generations 	 NNS
, 	 ,
which 	 WDT
is 	 VBZ
why 	 WRB
a 	 DT
long 	 JJ
- 	 HYPH
term 	 NN
commitment 	 NN
is 	 VBZ
so 	 RB
important 	 JJ
. 	 .
And 	 CC
it 	 PRP
needs 	 VBZ
respect 	 NN
. 	 .
If 	 IN
there 	 EX
is 	 VBZ
no 	 DT
respect 	 NN
, 	 ,
there 	 EX
is 	 VBZ
no 	 DT
trust 	 NN
. 	 .
The 	 DT
worst 	 JJS
people 	 NNS
are 	 VBP
the 	 DT
Western 	 JJ
consultants 	 NNS
who 	 WP
have 	 VBP
no 	 DT
local 	 JJ
knowledge 	 NN
but 	 CC
always 	 RB
assume 	 VBP
they 	 PRP
already 	 RB
know 	 VBP
everything 	 NN
. 	 .

 	 _SP
Why 	 WRB
does 	 VBZ
Switzerland 	 NNP
need 	 VB
a 	 DT
Tropical 	 NNP
Institute 	 NNP
? 	 .
Ca 	 MD
n’t 	 RB
the 	 DT
people 	 NNS
affected 	 VBN
help 	 NN
themselves 	 PRP
? 	 .

 	 _SP
You 	 PRP
have 	 VBP
to 	 TO
forget 	 VB
the 	 DT
word 	 NN
‘ 	 ``
help 	 VB
’ 	 ''
straight 	 RB
off 	 RB
. 	 .
When 	 WRB
the 	 DT
official 	 JJ
Federal 	 NNP
Message 	 NNP
on 	 IN
Education 	 NNP
, 	 ,
Research 	 NNP
and 	 CC
Innovation 	 NNP
for 	 IN
2008 	 CD
- 	 SYM
2011 	 CD
first 	 RB
included 	 VBD
research 	 NN
collaboration 	 NN
with 	 IN
developing 	 VBG
countries 	 NNS
, 	 ,
the 	 DT
critics 	 NNS
said 	 VBD
: 	 :
You 	 PRP
should 	 MD
n’t 	 RB
finance 	 VB
development 	 NN
aid 	 NN
through 	 IN
the 	 DT
research 	 NN
budget 	 NN
. 	 .
But 	 CC
that 	 DT
’s 	 VBZ
not 	 RB
what 	 WP
it 	 PRP
’s 	 VBZ
about 	 IN
. 	 .
If 	 IN
you 	 PRP
see 	 VBP
that 	 IN
a 	 DT
country 	 NN
has 	 VBZ
a 	 DT
health 	 NN
budget 	 NN
of 	 IN
CHF 	 NNP
15 	 CD
per 	 IN
person 	 NN
per 	 IN
year 	 NN
, 	 ,
then 	 RB
you 	 PRP
can 	 MD
learn 	 VB
something 	 NN
valuable 	 JJ
about 	 IN
our 	 PRP$
own 	 JJ
health 	 NN
system 	 NN
that 	 WDT
spends 	 VBZ
CHF 	 NNP
7,000 	 CD
per 	 IN
head 	 NN
. 	 .
It 	 PRP
’s 	 VBZ
not 	 RB
about 	 IN
providing 	 VBG
‘ 	 ``
help 	 NN
’ 	 ''
, 	 ,
it 	 PRP
’s 	 VBZ
about 	 IN
learning 	 VBG
together 	 RB
by 	 IN
comparing 	 VBG
and 	 CC
sharing 	 NN
. 	 .

 	 _SP
Is 	 VBZ
your 	 PRP$
message 	 NN
getting 	 VBG
through 	 RP
? 	 .

 	 _SP
Yes 	 UH
. 	 .
For 	 IN
example 	 NN
, 	 ,
I 	 PRP
recently 	 RB
accompanied 	 VBD
a 	 DT
group 	 NN
of 	 IN
members 	 NNS
of 	 IN
parliament 	 NN
to 	 IN
Tanzania 	 NNP
, 	 ,
from 	 IN
political 	 JJ
parties 	 NNS
ranging 	 VBG
from 	 IN
the 	 DT
Greens 	 NNP
to 	 IN
the 	 DT
Conservative 	 NNP
Democratic 	 NNP
Party 	 NNP
( 	 -LRB-
BDP 	 NNP
) 	 -RRB-
. 	 .
We 	 PRP
visited 	 VBD
the 	 DT
projects 	 NNS
themselves 	 PRP
, 	 ,
we 	 PRP
were 	 VBD
n’t 	 RB
just 	 RB
in 	 IN
high 	 JJ
- 	 HYPH
level 	 NN
meetings 	 NNS
. 	 .
Even 	 RB
the 	 DT
sceptics 	 NNS
were 	 VBD
convinced 	 VBN
by 	 IN
the 	 DT
purpose 	 NN
of 	 IN
our 	 PRP$
work 	 NN
and 	 CC
by 	 IN
the 	 DT
value 	 NN
of 	 IN
our 	 PRP$
partnership 	 NN
approach 	 NN
. 	 .

 	 _SP
Marcel 	 NNP
Hänggi 	 NNP
is 	 VBZ
a 	 DT
freelance 	 JJ
science 	 NN
journalist 	 NN
in 	 IN
Zurich 	 NNP
. 	 .
