Title 	 NE
Gesundheitsbereich 	 NN
setzt 	 VVFIN
sich 	 PRF
das 	 ART
Institut 	 NN
regelmässig 	 ADJD
gegen 	 APPR
Consulting-Firmen 	 NN
durch 	 PTKVZ
. 	 $.
Zurzeit 	 NN
beschäftigt 	 VVFIN
das 	 ART
Swiss 	 NN
TPH 	 NE
über 	 APPR
700 	 CARD
Mitarbeiter 	 NN
aus 	 APPR
mehr 	 PIAT
als 	 KOKOM
60 	 CARD
Nationen 	 NN
. 	 $.
Knapp 	 ADJD
die 	 ART
Hälfte 	 NN
der 	 ART
Ausgaben 	 NN
von 	 APPR
76,7 	 CARD
Millionen 	 NN
Franken 	 NN
entfielen 	 VVFIN
2015 	 CARD
auf 	 APPR
die 	 ART
Forschung 	 NN
. 	 $.

 	 _SP
Universitäten 	 NN

 	 _SP
Fast 	 ADV
alle 	 PIAT
Schweizer 	 ADJA
Hochschulen 	 NN
sind 	 VAFIN
in 	 APPR
die 	 ART
Entwicklungsforschung 	 NN
involviert 	 VVPP
. 	 $.
Am 	 PTKA
bekanntesten 	 ADJD
ist 	 VAFIN
das 	 ART
Hochschulinstitut 	 NN
für 	 APPR
Internationale 	 ADJA
Studien 	 NN
und 	 KON
Entwicklung 	 NN
( 	 $(
IHEID 	 NE
) 	 $(
in 	 APPR
Genf 	 NE
, 	 $,
das 	 PRELS
unter 	 APPR
anderem 	 PIS
in 	 APPR
den 	 ART
Bereichen 	 NN
Peacebuilding 	 NN
, 	 $,
Umwelt 	 NN
, 	 $,
Handel 	 NN
, 	 $,
Migration 	 NN
und 	 KON
Gesundheit 	 NN
forscht 	 VVFIN
– 	 $(
auch 	 ADV
im 	 APPRART
Auftrag 	 NN
der 	 ART
Vereinten 	 ADJA
Nationen 	 NN
. 	 $.
Ein 	 ART
zweites 	 ADJA
Beispiel 	 NN
sind 	 VAFIN
das 	 ART
Interdisziplinäre 	 NN
Zentrum 	 NN
für 	 APPR
Nachhaltige 	 ADJA
Entwicklung 	 NN
und 	 KON
Umwelt 	 NN
und 	 KON
die 	 ART
International 	 NE
Graduate 	 ADJA
School 	 NE
North-South 	 NE
( 	 $(
IGS 	 NE
) 	 $(
an 	 APPR
der 	 ART
Universität 	 NN
Bern 	 NE
, 	 $,
die 	 PRELS
aus 	 APPR
dem 	 ART
Nationalen 	 ADJA
Forschungsschwerpunkt 	 NN
« 	 $(
Nord-Süd 	 NN
» 	 $(
hervorgegangen 	 VVPP
ist 	 VAFIN
. 	 $.
Sie 	 PPER
will 	 VMFIN
ein 	 ART
internationales 	 ADJA
Forschungsnetzwerk 	 NN
etablieren 	 VVINF
. 	 $.
Derzeit 	 ADV
studieren 	 VVFIN
über 	 ADV
100 	 CARD
Personen 	 NN
aus 	 APPR
Asien 	 NE
, 	 $,
Afrika 	 NE
, 	 $,
Lateinamerika 	 NE
und 	 KON
Europa 	 NE
an 	 APPR
der 	 ART
IGS 	 NE
. 	 $.

 	 _SP
ETHs 	 NN

 	 _SP
Die 	 ART
eidgenössischen 	 ADJA
technischen 	 ADJA
Hochschulen 	 NN
engagieren 	 VVFIN
sich 	 PRF
stark 	 ADJD
in 	 APPR
der 	 ART
Entwicklungsforschung 	 NN
. 	 $.
Am 	 APPRART
Cooperation 	 NN
and 	 NE
Development 	 NE
Center 	 NE
( 	 $(
CODEV 	 NE
) 	 $(
der 	 ART
EPFL 	 NE
ist 	 VAFIN
seit 	 APPR
2007 	 CARD
der 	 ART
Unesco 	 NE
Chair 	 NN
in 	 APPR
Technologies 	 NE
for 	 NE
Development 	 NE
angesiedelt 	 VVPP
. 	 $.
Neben 	 APPR
technischen 	 ADJA
Innovationen 	 NN
für 	 APPR
die 	 ART
Länder 	 NN
des 	 ART
globalen 	 ADJA
Südens 	 NN
, 	 $,
etwa 	 ADV
im 	 APPRART
Bereich 	 NN
Risikoreduktion 	 NN
oder 	 KON
Stadtplanung 	 NN
, 	 $,
ist 	 VAFIN
auch 	 ADV
die 	 ART
Ausbildung 	 NN
mit 	 APPR
Massive 	 ADJA
Open 	 FM
Online 	 FM
Course 	 NE
( 	 $(
MOOCs 	 NE
) 	 $(
innovativ 	 ADJD
. 	 $.
An 	 APPR
der 	 ART
ETH 	 NE
Zürich 	 NE
sind 	 VAFIN
verschiedenste 	 ADJA
Bereiche 	 NN
in 	 APPR
der 	 ART
Entwicklungsforschung 	 NN
tätig 	 ADJD
, 	 $,
vom 	 APPRART
Mobile 	 NN
Health 	 NE
Systems 	 NE
Laboratory 	 NE
bis 	 APPR
zum 	 APPRART
NADEL 	 NE
, 	 $,
dem 	 ART
Zentrum 	 NN
für 	 APPR
Entwicklung 	 NN
und 	 KON
Zusammenarbeit 	 NN
. 	 $.

 	 _SP
KFPE 	 NE

 	 _SP
In 	 APPR
der 	 ART
Schweiz 	 NE
ist 	 VAFIN
die 	 ART
Kommission 	 NN
für 	 APPR
Forschungspartnerschaften 	 NN
mit 	 APPR
Entwicklungsländern 	 NN
( 	 $(
KFPE 	 NE
) 	 $(
eine 	 ART
Anlaufstelle 	 NN
für 	 APPR
Forschende 	 NN
. 	 $.
Ihr 	 PPOSAT
Ziel 	 NN
ist 	 VAFIN
, 	 $,
mit 	 APPR
fairer 	 ADJA
und 	 KON
nachhaltiger 	 ADJA
Forschung 	 NN
zur 	 APPRART
Lösung 	 NN
globaler 	 ADJA
Probleme 	 NN
beizutragen 	 VVIZU
. 	 $.
Die 	 ART
KFPE 	 NE
wird 	 VAFIN
mit 	 APPR
Beiträgen 	 NN
der 	 ART
Deza 	 NN
, 	 $,
des 	 ART
SNF 	 NE
sowie 	 KON
der 	 ART
Akademie 	 NN
der 	 ART
Naturwissenschaften 	 NN
Schweiz 	 NE
( 	 $(
SCNAT 	 NE
) 	 $(
finanziert 	 VVPP
. 	 $.

 	 _SP
Netzwerke 	 NN

 	 _SP
Mehrere 	 PIAT
Netzwerke 	 NN
setzen 	 VVFIN
sich 	 PRF
für 	 APPR
die 	 ART
Forschungszusammenarbeit 	 NN
ein 	 PTKVZ
. 	 $.
Drei 	 CARD
Beispiele 	 NN
: 	 $.
Das 	 ART
SFIAR 	 NE
, 	 $,
Swiss 	 NN
Forum 	 NE
for 	 NE
International 	 NE
Agricultural 	 NE
Research 	 NE
, 	 $,
vernetzt 	 VVFIN
Interessengruppen 	 NN
der 	 ART
landwirtschaftlichen 	 ADJA
Forschung 	 NN
für 	 APPR
die 	 ART
Entwicklung 	 NN
. 	 $.
Das 	 ART
SNIS 	 NE
, 	 $,
Swiss 	 NN
Network 	 NE
for 	 NE
International 	 NE
Studies 	 NE
, 	 $,
fördert 	 VVFIN
seit 	 APPR
2008 	 CARD
interdisziplinäre 	 ADJA
Forschung 	 NN
. 	 $.
Und 	 KON
als 	 APPR
Antwort 	 NN
auf 	 APPR
die 	 ART
verstärkten 	 ADJA
Aktivitäten 	 NN
der 	 ART
Hochschulen 	 NN
im 	 APPRART
Bereich 	 NN
Entwicklungsforschung 	 NN
aufgebaut 	 VVPP
wird 	 VAFIN
das 	 ART
SUDAC 	 NE
, 	 $,
Swissuniversities 	 NE
Development 	 NE
and 	 NE
Cooperation 	 NE
Network 	 NE
. 	 $.
Sein 	 PPOSAT
Ziel 	 NN
: 	 $.
die 	 ART
Voraussetzungen 	 NN
für 	 APPR
Forschung 	 NN
und 	 KON
Lehre 	 NN
in 	 APPR
Kooperation 	 NN
mit 	 APPR
Partnern 	 NN
aus 	 APPR
dem 	 ART
globalen 	 ADJA
Süden 	 NN
verbessern 	 VVINF
. 	 $.

 	 _SP
Andere 	 ADJA

 	 _SP
Weitere 	 ADJA
wichtige 	 ADJA
Geldgeber 	 NN
sind 	 VAFIN
diverse 	 ADV
auch 	 ADV
von 	 APPR
Firmen 	 NN
gegründete 	 ADJA
Stiftungen 	 NN
und 	 KON
die 	 ART
NGOs 	 NE
. 	 $.
Welcher 	 PWAT
Teil 	 NN
ihrer 	 PPOSAT
Ausgaben 	 NN
in 	 APPR
die 	 ART
Entwicklungsforschung 	 NN
fliesst 	 VVFIN
, 	 $,
ist 	 VAFIN
schwierig 	 ADJD
einzuschätzen 	 VVIZU
. 	 $.
