Title 	 NE
» 	 $(
, 	 $,
bemerkt 	 VVFIN
Lakens 	 NE
. 	 $.
Sie 	 PPER
konzentrieren 	 VVFIN
sich 	 PRF
auf 	 APPR
deren 	 PDS
Interpretation 	 NN
, 	 $,
um 	 KOUI
eine 	 ART
klare 	 ADJA
und 	 KON
prägnante 	 ADJA
Schlussfolgerung 	 NN
präsentieren 	 VVINF
zu 	 PTKZU
können 	 VMINF
. 	 $.
Aber 	 KON
die 	 ART
Primärdaten 	 NN
legen 	 VVFIN
sie 	 PPER
nicht 	 PTKNEG
im 	 APPRART
gleichen 	 ADJA
Zug 	 NN
vor 	 PTKVZ
. 	 $.
Somit 	 ADV
ist 	 VAFIN
es 	 PPER
unmöglich 	 ADJD
, 	 $,
ihre 	 PPOSAT
Interpretationen 	 NN
zu 	 PTKZU
prüfen 	 VVINF
und 	 KON
die 	 ART
gewählte 	 ADJA
statistische 	 ADJA
Analysemethode 	 NN
zu 	 PTKZU
hinterfragen 	 VVINF
. 	 $.
« 	 $(
Normalerweise 	 ADV
werden 	 VAFIN
nur 	 ADV
positive 	 ADJA
Ergebnisse 	 NN
veröffentlicht 	 VVPP
. 	 $.
Diese 	 PDAT
Verzerrung 	 NN
durch 	 APPR
die 	 ART
Publikation 	 NN
halte 	 VVFIN
ich 	 PPER
für 	 APPR
das 	 ART
grösste 	 ADJA
Problem 	 NN
der 	 ART
heutigen 	 ADJA
Wissenschaft 	 NN
. 	 $.
Abhilfe 	 NN
würde 	 VAFIN
die 	 ART
freie 	 ADJA
Verfügbarkeit 	 NN
aller 	 PIAT
Daten 	 NN
schaffen 	 VVINF
– 	 $(
gerade 	 ADV
auch 	 ADV
jener 	 PDAT
Daten 	 NN
, 	 $,
die 	 PRELS
nicht 	 PTKNEG
in 	 APPR
der 	 ART
Publikation 	 NN
erscheinen 	 VVINF
. 	 $.
» 	 $(

 	 _SP
Anreize 	 NN
schaffen 	 VVFIN

 	 _SP
Die 	 ART
Mehrheit 	 NN
der 	 ART
Forschenden 	 NN
sieht 	 VVFIN
keinen 	 PIAT
direkten 	 ADJA
und 	 KON
individuellen 	 ADJA
Nutzen 	 NN
darin 	 PROAV
, 	 $,
die 	 ART
eigenen 	 ADJA
Daten 	 NN
zu 	 PTKZU
teilen 	 VVINF
. 	 $.
Es 	 PPER
braucht 	 VVFIN
Zeit 	 NN
und 	 KON
Ressourcen 	 NN
, 	 $,
und 	 KON
teilweise 	 ADV
müssen 	 VMFIN
sie 	 PPER
sich 	 PRF
die 	 ART
Informatikkompetenzen 	 NN
aneignen 	 VVFIN
. 	 $.
So 	 ADV
bleibt 	 VVFIN
Open 	 NE
Research 	 NE
Data 	 NE
oft 	 ADV
eine 	 ART
persönliche 	 ADJA
Initiative 	 NN
oder 	 KON
eine 	 ART
von 	 APPR
oben 	 ADV
diktierte 	 ADJA
Bedingung 	 NN
. 	 $.
« 	 $(
Es 	 PPER
ist 	 VAFIN
wichtig 	 ADJD
, 	 $,
Anreize 	 NN
zu 	 PTKZU
schaffen 	 VVINF
, 	 $,
weil 	 KOUS
im 	 APPRART
Moment 	 NN
Open 	 NE
Data 	 NE
nur 	 ADV
einen 	 ART
minimalen 	 ADJA
Einfluss 	 NN
auf 	 APPR
das 	 ART
Ansehen 	 NN
eines 	 ART
Forschers 	 NN
hat 	 VAFIN
» 	 $(
, 	 $,
meint 	 VVFIN
Sascha 	 NE
Friesike 	 NE
vom 	 APPRART
Alexander 	 NE
von 	 APPR
Humboldt 	 NE
Institut 	 NN
für 	 APPR
Internet 	 NN
und 	 KON
Gesellschaft 	 NN
in 	 APPR
Berlin 	 NE
, 	 $,
der 	 PRELS
eine 	 ART
Dissertation 	 NN
über 	 APPR
Management 	 NN
und 	 KON
Innovation 	 NN
an 	 APPR
der 	 ART
Universität 	 NN
St. 	 NE
Gallen 	 NE
geschrieben 	 VVPP
hat 	 VAFIN
. 	 $.
Inzwischen 	 ADV
ist 	 VAFIN
einiges 	 PIS
ins 	 APPRART
Rollen 	 NN
gekommen 	 VVPP
, 	 $,
« 	 $(
insbesondere 	 ADV
weil 	 KOUS
verschiedene 	 ADJA
öffentliche 	 ADJA
und 	 KON
private 	 ADJA
Forschungsförderungseinrichtungen 	 NN
die 	 ART
freie 	 ADJA
Zugänglichkeit 	 NN
der 	 ART
Forschungsdaten 	 NN
fordern 	 VVFIN
» 	 $(
, 	 $,
erklärt 	 VVFIN
Lakens 	 NE
. 	 $.

 	 _SP
Protokolle 	 NN
preisgeben 	 VVFIN

 	 _SP
Daten 	 NN
allein 	 ADV
reichen 	 VVFIN
aber 	 ADV
nicht 	 PTKNEG
: 	 $.
Es 	 PPER
müssen 	 VMFIN
auch 	 ADV
die 	 ART
Methoden 	 NN
erklärt 	 VVPP
und 	 KON
Laborprotokolle 	 NN
oder 	 KON
Modifikationen 	 NN
von 	 APPR
Messinstrumenten 	 NN
offengelegt 	 VVPP
werden 	 VAINF
. 	 $.
Erst 	 ADV
dann 	 ADV
können 	 VMFIN
andere 	 ADJA
Forschungsgruppen 	 NN
die 	 ART
Ergebnisse 	 NN
überprüfen 	 VVINF
und 	 KON
diese 	 PDAT
reproduzieren 	 NN
oder 	 KON
widerlegen 	 VVINF
. 	 $.

 	 _SP
Die 	 ART
Open-Science-Bewegung 	 NN
träumt 	 VVFIN
davon 	 PROAV
, 	 $,
dass 	 KOUS
die 	 ART
Forschenden 	 NN
Probleme 	 NN
gemeinsam 	 ADJD
lösen 	 VVINF
und 	 KON
Laborjournale 	 NN
für 	 APPR
alle 	 PIS
einsehbar 	 ADJD
im 	 APPRART
Internet 	 NN
veröffentlichen 	 VVINF
. 	 $.
« 	 $(
Die 	 ART
Zusammenarbeit 	 NN
wird 	 VAFIN
immer 	 ADV
wichtiger 	 ADJD
, 	 $,
weil 	 KOUS
die 	 ART
Wissenschaft 	 NN
immer 	 ADV
komplexere 	 ADJA
Probleme 	 NN
lösen 	 VVINF
will 	 VMFIN
» 	 $(
, 	 $,
betont 	 VVFIN
Friesike 	 NE
. 	 $.
« 	 $(
Statt 	 KOUI
nur 	 ADV
die 	 ART
Anforderungen 	 NN
von 	 APPR
manchmal 	 ADV
starren 	 ADJA
Forschungsprogrammen 	 NN
zu 	 PTKZU
erfüllen 	 VVINF
, 	 $,
sollten 	 VMFIN
die 	 ART
Forschenden 	 NN
ein 	 ART
Interesse 	 NN
daran 	 PROAV
haben 	 VAFIN
, 	 $,
sich 	 PRF
selbst 	 ADV
zu 	 PTKZU
organisieren 	 VVINF
und 	 KON
Aufrufe 	 NN
zur 	 APPRART
Zusammenarbeit 	 NN
zu 	 PTKZU
lancieren 	 VVINF
. 	 $.
Das 	 PDS
würde 	 VAFIN
einen 	 ART
zusätzlichen 	 ADJA
Anreiz 	 NN
schaffen 	 VVINF
, 	 $,
Daten 	 NN
, 	 $,
Methoden 	 NN
und 	 KON
Infrastruktur 	 NN
zu 	 PTKZU
teilen 	 VVINF
. 	 $.
Andernfalls 	 ADV
sind 	 VAFIN
die 	 ART
Forschungskollegen 	 NN
kaum 	 ADV
motiviert 	 VVPP
, 	 $,
zum 	 APPRART
Projekt 	 NN
beizutragen 	 VVIZU
. 	 $.
» 	 $(

 	 _SP
Daniel 	 NE
Saraga 	 NE
ist 	 VAFIN
Chefredaktor 	 NN
von 	 APPR
Horizonte 	 NN
. 	 $.

 	 _SP
B. 	 NE
Fecher 	 NN
and 	 NE
S. 	 NE
Friesike 	 NE
: 	 $.
Open 	 NE
Science 	 FM
: 	 $.
One 	 NE
Term 	 NE
, 	 $,
Five 	 NE
Schools 	 NE
of 	 NE
Thought 	 NE
. 	 $.
SSRN 	 NE
( 	 $(
2013 	 CARD
) 	 $(
