Title 	 NN
data 	 NNS
automatically 	 RB
from 	 IN
deserts 	 NNS
or 	 CC
icy 	 NN
regions 	 NNS
. 	 .
With 	 IN
further 	 JJ
sensors 	 NNS
, 	 ,
many 	 JJ
other 	 JJ
applications 	 NNS
can 	 MD
be 	 VB
opened 	 VBN
up 	 RP
, 	 ,
such 	 JJ
as 	 IN
tsunami 	 NNP
warning 	 NN
systems 	 NNS
. 	 .

 	 _SP
Internet 	 NN
from 	 IN
space 	 NN

 	 _SP
Michael 	 NNP
Swartwout 	 NNP
from 	 IN
the 	 DT
University 	 NNP
St. 	 NNP
Louis 	 NNP
is 	 VBZ
documenting 	 VBG
the 	 DT
development 	 NN
of 	 IN
nanosatellites 	 NNS
in 	 IN
an 	 DT
online 	 JJ
database 	 NN
. 	 .
He 	 PRP
  	 _SP
does 	 VBZ
n’t 	 RB
see 	 VB
any 	 DT
sign 	 NN
of 	 IN
an 	 DT
imminent 	 JJ
drop 	 NN
in 	 IN
the 	 DT
rapid 	 JJ
growth 	 NN
that 	 WDT
began 	 VBD
in 	 IN
2014 	 CD
. 	 .
“ 	 ``
No 	 DT
slowdown 	 NN
in 	 IN
sight 	 NN
, 	 ,
not 	 RB
at 	 RB
all 	 RB
” 	 ''
, 	 ,
he 	 PRP
says 	 VBZ
. 	 .
People 	 NNS
estimate 	 VBP
that 	 IN
by 	 IN
the 	 DT
year 	 NN
2020 	 CD
there 	 EX
will 	 MD
be 	 VB
thousands 	 NNS
of 	 IN
small 	 JJ
satellites 	 NNS
in 	 IN
orbit 	 NN
, 	 ,
most 	 JJS
of 	 IN
them 	 PRP
for 	 IN
telecommunications 	 NNS
. 	 .
By 	 IN
that 	 DT
same 	 JJ
year 	 NN
, 	 ,
the 	 DT
company 	 NN
Oneweb 	 NNP
wants 	 VBZ
to 	 TO
have 	 VB
a 	 DT
constellation 	 NN
of 	 IN
648 	 CD
satellites 	 NNS
in 	 IN
orbit 	 NN
so 	 IN
as 	 IN
to 	 TO
provide 	 VB
Internet 	 NN
access 	 NN
all 	 RB
over 	 IN
the 	 DT
Earth 	 NNP
. 	 .
Elon 	 NNP
Musk 	 NNP
, 	 ,
the 	 DT
founder 	 NN
of 	 IN
Tesla 	 NNP
, 	 ,
is 	 VBZ
pursuing 	 VBG
a 	 DT
similar 	 JJ
goal 	 NN
. 	 .
In 	 IN
November 	 NNP
, 	 ,
Oneweb 	 NNP
announced 	 VBD
who 	 WP
is 	 VBZ
going 	 VBG
to 	 TO
make 	 VB
their 	 PRP$
satellites 	 NNS
: 	 :
Ruag 	 NNP
in 	 IN
Switzerland 	 NNP
. 	 .
It 	 PRP
’s 	 VBZ
a 	 DT
prestigious 	 JJ
deal 	 NN
, 	 ,
though 	 IN
hardly 	 RB
one 	 CD
to 	 TO
bring 	 VB
in 	 RP
billions 	 NNS
– 	 :
after 	 RB
all 	 RB
, 	 ,
it 	 PRP
’s 	 VBZ
‘ 	 ``
low 	 JJ
cost 	 NN
’ 	 ''
. 	 .
In 	 IN
Switzerland 	 NNP
, 	 ,
the 	 DT
600-plus 	 CD
satellites 	 NNS
will 	 MD
be 	 VB
built 	 VBN
for 	 IN
just 	 RB
CHF 	 NNP
20 	 CD
million 	 CD
. 	 .
That 	 DT
’s 	 VBZ
CHF 	 NNP
33,000 	 CD
each 	 DT
: 	 :
the 	 DT
price 	 NN
of 	 IN
a 	 DT
medium 	 JJ
- 	 HYPH
sized 	 JJ
car 	 NN
. 	 .

 	 _SP
Roland 	 NNP
Fischer 	 NNP
is 	 VBZ
a 	 DT
freelance 	 JJ
science 	 NN
journalist 	 NN
in 	 IN
Bern 	 NNP
. 	 .
