Title 	 NN
pinpoint 	 NN
accuracy 	 NN
. 	 .
A 	 DT
few 	 JJ
years 	 NNS
ago 	 RB
, 	 ,
the 	 DT
US 	 NNP
Air 	 NNP
Force 	 NNP
presented 	 VBD
a 	 DT
system 	 NN
that 	 WDT
featured 	 VBD
tungsten 	 NNP
rods 	 VBZ
ten 	 CD
metres 	 NNS
in 	 IN
length 	 NN
that 	 WDT
would 	 MD
be 	 VB
able 	 JJ
to 	 TO
withstand 	 VB
the 	 DT
heat 	 NN
of 	 IN
re 	 NN
- 	 NN
entry 	 NN
into 	 IN
the 	 DT
atmosphere 	 NN
and 	 CC
would 	 MD
reach 	 VB
speeds 	 NNS
of 	 IN
over 	 IN
3,000 	 CD
metres 	 NNS
per 	 IN
second 	 NN
, 	 ,
thus 	 RB
allowing 	 VBG
them 	 PRP
to 	 TO
penetrate 	 VB
even 	 RB
the 	 DT
thickest 	 JJS
concrete 	 JJ
bunkers 	 NNS
. 	 .
But 	 CC
all 	 PDT
this 	 DT
is 	 VBZ
presumably 	 RB
still 	 RB
tomorrow 	 NN
's 	 POS
world 	 NN
: 	 :
the 	 DT
enormous 	 JJ
costs 	 NNS
involved 	 VBN
mean 	 VBP
that 	 IN
these 	 DT
' 	 ``
hypervelocity 	 NN
rod 	 NN
bundles 	 NNS
' 	 ``
are 	 VBP
likely 	 JJ
to 	 TO
remain 	 VB
mere 	 JJ
science 	 NN
fiction 	 NN
. 	 .

 	 _SP
Autonomous 	 JJ
war 	 NN
machines 	 NNS

 	 _SP
On 	 IN
the 	 DT
battlefields 	 NNS
of 	 IN
the 	 DT
future 	 NN
, 	 ,
machines 	 NNS
engage 	 VBP
in 	 IN
mighty 	 JJ
conflict 	 NN
with 	 IN
each 	 DT
other 	 JJ
– 	 :
at 	 IN
least 	 JJS
, 	 ,
that 	 DT
's 	 VBZ
how 	 WRB
science 	 NN
fiction 	 NN
sees 	 VBZ
it 	 PRP
. 	 .
But 	 CC
sci 	 NNP
- 	 HYPH
fi 	 NNP
aficionados 	 NNP
also 	 RB
know 	 VBP
that 	 IN
combat 	 NN
robots 	 NNS
can 	 MD
be 	 VB
used 	 VBN
against 	 IN
people 	 NNS
. 	 .
The 	 DT
four 	 CD
- 	 HYPH
legged 	 JJ
robot 	 NN
made 	 VBN
by 	 IN
Boston 	 NNP
Dynamics 	 NNPS
– 	 :
bought 	 VBN
up 	 RP
by 	 IN
Google 	 NNP
in 	 IN
2013 	 CD
– 	 :
was 	 VBD
developed 	 VBN
as 	 IN
an 	 DT
automated 	 VBN
packhorse 	 NN
for 	 IN
the 	 DT
military 	 NN
. 	 .
These 	 DT
machines 	 NNS
are 	 VBP
decked 	 VBN
out 	 RP
with 	 IN
heat 	 NN
sensors 	 NNS
and 	 CC
always 	 RB
run 	 VB
to 	 TO
heel 	 VB
. 	 .
But 	 CC
they 	 PRP
also 	 RB
demonstrate 	 VBP
how 	 WRB
technology 	 NN
will 	 MD
soon 	 RB
advance 	 VB
far 	 RB
enough 	 RB
for 	 IN
robots 	 NNS
to 	 TO
hunt 	 VB
down 	 RP
enemy 	 NN
soldiers 	 NNS
. 	 .
Algorithms 	 NNS
that 	 WDT
make 	 VBP
autonomous 	 JJ
decisions 	 NNS
about 	 IN
life 	 NN
and 	 CC
death 	 NN
pose 	 VB
new 	 JJ
ethical 	 JJ
questions 	 NNS
. 	 .
It 	 PRP
's 	 VBZ
not 	 RB
just 	 RB
the 	 DT
United 	 NNP
Nations 	 NNP
that 	 WDT
follows 	 VBZ
this 	 DT
question 	 NN
, 	 ,
two 	 CD
thousand 	 CD
experts 	 NNS
including 	 VBG
Stephen 	 NNP
Hawking 	 NNP
, 	 ,
Steve 	 NNP
Wozniak 	 NNP
and 	 CC
Noam 	 NNP
Chomsky 	 NNP
spoke 	 VBD
out 	 RP
against 	 IN
the 	 DT
use 	 NN
of 	 IN
autonomous 	 JJ
weapon 	 NN
systems 	 NNS
last 	 JJ
year 	 NN
. 	 .
